domain,target,k,n_participants,n_rows,auc,acc,f1,auc_ci_lo,auc_ci_hi,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,perm_P,perm_p_value
all,stress_label,3,44,176,0.5134297520661157,0.5170454545454546,0.519774011299435,0.42586841425619837,0.6029216167355371,0.4375,0.5909090909090909,0.43956043956043955,0.5988700564971752,1000,0.33766233766233766
all,workload_label,3,44,176,0.6543130165289256,0.6363636363636364,0.6595744680851063,0.5602918388429752,0.7446055010330577,0.5681818181818182,0.7045454545454546,0.5842696629213482,0.7234313938341294,1000,0.002997002997002997
