domain,target,k,n_participants,n_rows,auc,acc,f1,auc_ci_lo,auc_ci_hi,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,perm_P,perm_p_value
all,stress_label,5,44,176,0.5584969008264463,0.5681818181818182,0.5681818181818182,0.4597075154958678,0.6557431559917355,0.48295454545454547,0.6477272727272727,0.4827586206896552,0.6483590733590733,10000,0.12348765123487651
all,workload_label,5,44,176,0.6623192148760331,0.5965909090909091,0.5942857142857143,0.5683044938016529,0.7534865702479339,0.5170454545454546,0.6761363636363636,0.5088706091596266,0.6742857142857143,10000,0.0012998700129987
