condition,cond_short,rating,feature,group,rho,p_raw,p_fdr,n
High Stress - High Cog,HS–HW,stress,eeg_f_halpha_mean_full_change_precond_Z,EEG_Frontal,0.3985387580666311,0.010860399014114841,0.07602279309880389,40
High Stress - High Cog,HS–HW,workload,eeg_f_halpha_mean_full_change_precond_Z,EEG_Frontal,0.556734136564887,1.9083015503818163e-4,0.004213838967730022,40
High Stress - Low Cog,HS–LW,stress,eeg_f_halpha_mean_full_change_precond_Z,EEG_Frontal,0.18218751319124418,0.266970993015565,0.7098432535156222,39
High Stress - Low Cog,HS–LW,workload,eeg_f_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.11867104844781298,0.47181008243998357,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_f_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.19199285607980673,0.23528868593840674,0.5528514378943284,40
Low Stress - High Cog,LS–HW,workload,eeg_f_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.10361177355352813,0.5246233493664179,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_f_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.21487337391598332,0.18302468403742228,0.7136584141734584,40
Low Stress - Low Cog,LS–LW,workload,eeg_f_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.3512207210437191,0.026269434880876356,0.4045786453607183,40
High Stress - High Cog,HS–HW,stress,eeg_f_hbeta_mean_full_change_precond_Z,EEG_Frontal,-0.03359004252460922,0.8369756631443857,0.8679747617793628,40
High Stress - High Cog,HS–HW,workload,eeg_f_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.03450871821025551,0.832579555112859,0.8634158349318537,40
High Stress - Low Cog,HS–LW,stress,eeg_f_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.09548504755258594,0.5631110899342316,0.8759505843421381,39
High Stress - Low Cog,HS–LW,workload,eeg_f_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.17569879515220713,0.28466902131018995,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_f_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.15712801164405443,0.3329021036083577,0.6577704033795053,40
Low Stress - High Cog,LS–HW,workload,eeg_f_hbeta_mean_full_change_precond_Z,EEG_Frontal,-0.13202608264438487,0.4167387374983772,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_f_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.15426322187114094,0.3419018874018088,0.7214986730168795,40
Low Stress - Low Cog,LS–LW,workload,eeg_f_hbeta_mean_full_change_precond_Z,EEG_Frontal,-0.0050528496784248405,0.9753143343793103,0.9986024848039049,40
High Stress - High Cog,HS–HW,stress,eeg_f_lalpha_mean_full_change_precond_Z,EEG_Frontal,0.27789846449233035,0.08252239713042062,0.25673634662797523,40
High Stress - High Cog,HS–HW,workload,eeg_f_lalpha_mean_full_change_precond_Z,EEG_Frontal,0.4043287776703025,0.0096633133218731,0.026000211847865537,40
High Stress - Low Cog,HS–LW,stress,eeg_f_lalpha_mean_full_change_precond_Z,EEG_Frontal,0.05606555198542212,0.734606370561653,0.9210843210669716,39
High Stress - Low Cog,HS–LW,workload,eeg_f_lalpha_mean_full_change_precond_Z,EEG_Frontal,0.005948937605854065,0.9713280901449408,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_f_lalpha_mean_full_change_precond_Z,EEG_Frontal,-0.2156140243967121,0.1814838496914327,0.5081547791360115,40
Low Stress - High Cog,LS–HW,workload,eeg_f_lalpha_mean_full_change_precond_Z,EEG_Frontal,-0.17019884132200047,0.2937258124712508,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_f_lalpha_mean_full_change_precond_Z,EEG_Frontal,-0.15737869697624965,0.33212162219963315,0.7214986730168795,40
Low Stress - Low Cog,LS–LW,workload,eeg_f_lalpha_mean_full_change_precond_Z,EEG_Frontal,-0.14357720029637377,0.3767722334920567,0.959056594343417,40
High Stress - High Cog,HS–HW,stress,eeg_f_lbeta_mean_full_change_precond_Z,EEG_Frontal,0.23011544625309754,0.15315374444355184,0.3083076646914534,40
High Stress - High Cog,HS–HW,workload,eeg_f_lbeta_mean_full_change_precond_Z,EEG_Frontal,0.3007048646310083,0.0593737184557601,0.12512496796214337,40
High Stress - Low Cog,HS–LW,stress,eeg_f_lbeta_mean_full_change_precond_Z,EEG_Frontal,0.17779622223428035,0.27886699245256585,0.7098432535156222,39
High Stress - Low Cog,HS–LW,workload,eeg_f_lbeta_mean_full_change_precond_Z,EEG_Frontal,0.12851756586439902,0.43555518538119975,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_f_lbeta_mean_full_change_precond_Z,EEG_Frontal,0.03477035976248469,0.831328443457142,0.9310878566719991,40
Low Stress - High Cog,LS–HW,workload,eeg_f_lbeta_mean_full_change_precond_Z,EEG_Frontal,-0.043721680991654986,0.7887918489997642,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_f_lbeta_mean_full_change_precond_Z,EEG_Frontal,-0.10800313697710234,0.507102441604916,0.7356377685318846,40
Low Stress - Low Cog,LS–LW,workload,eeg_f_lbeta_mean_full_change_precond_Z,EEG_Frontal,-0.12660725231977712,0.4362839219702972,0.9986024848039049,40
High Stress - High Cog,HS–HW,stress,eeg_f_sampent_full_change_precond_Z,EEG_Frontal,-0.21289463571935421,0.18718679641981098,0.3083076646914534,40
High Stress - High Cog,HS–HW,workload,eeg_f_sampent_full_change_precond_Z,EEG_Frontal,-0.08280137202290769,0.6114886724310128,0.7782583103667435,40
High Stress - Low Cog,HS–LW,stress,eeg_f_sampent_full_change_precond_Z,EEG_Frontal,0.05126576884641513,0.756604978019298,0.9210843210669716,39
High Stress - Low Cog,HS–LW,workload,eeg_f_sampent_full_change_precond_Z,EEG_Frontal,0.09487529802439672,0.5656177335330893,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_f_sampent_full_change_precond_Z,EEG_Frontal,0.24348700301066045,0.13002462928892233,0.5081547791360115,40
Low Stress - High Cog,LS–HW,workload,eeg_f_sampent_full_change_precond_Z,EEG_Frontal,0.13393950413198463,0.4099575891225741,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_f_sampent_full_change_precond_Z,EEG_Frontal,0.09006555303859758,0.5804776856182489,0.7387897816959531,40
Low Stress - Low Cog,LS–LW,workload,eeg_f_sampent_full_change_precond_Z,EEG_Frontal,-0.03880207205884736,0.8121033406385725,0.9986024848039049,40
High Stress - High Cog,HS–HW,stress,eeg_f_specent_full_change_precond_Z,EEG_Frontal,0.2152601316717915,0.18221892421126817,0.3083076646914534,40
High Stress - High Cog,HS–HW,workload,eeg_f_specent_full_change_precond_Z,EEG_Frontal,0.09824720057027418,0.5464233487208402,0.7285644649611203,40
High Stress - Low Cog,HS–LW,stress,eeg_f_specent_full_change_precond_Z,EEG_Frontal,0.10518673687611071,0.5239356834672617,0.8759505843421381,39
High Stress - Low Cog,HS–LW,workload,eeg_f_specent_full_change_precond_Z,EEG_Frontal,0.11764536955025195,0.4756760815155323,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_f_specent_full_change_precond_Z,EEG_Frontal,0.026833647208004487,0.8694486815239483,0.9363293493334827,40
Low Stress - High Cog,LS–HW,workload,eeg_f_specent_full_change_precond_Z,EEG_Frontal,-0.027457598347056852,0.8664400933127971,0.9330893312599353,40
Low Stress - Low Cog,LS–LW,stress,eeg_f_specent_full_change_precond_Z,EEG_Frontal,-0.20297792351465913,0.20905702129616854,0.7136584141734584,40
Low Stress - Low Cog,LS–LW,workload,eeg_f_specent_full_change_precond_Z,EEG_Frontal,-0.052816579657497385,0.7461841301958055,0.9986024848039049,40
High Stress - High Cog,HS–HW,stress,eeg_f_theta_mean_full_change_precond_Z,EEG_Frontal,0.24052362844382152,0.1349109433443095,0.3083076646914534,40
High Stress - High Cog,HS–HW,workload,eeg_f_theta_mean_full_change_precond_Z,EEG_Frontal,0.41674409555331227,0.007471584715371395,0.026000211847865537,40
High Stress - Low Cog,HS–LW,stress,eeg_f_theta_mean_full_change_precond_Z,EEG_Frontal,0.026654114878315434,0.8720400975238354,0.9569507179432878,39
High Stress - Low Cog,HS–LW,workload,eeg_f_theta_mean_full_change_precond_Z,EEG_Frontal,0.015282615573659581,0.9264279029644296,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_f_theta_mean_full_change_precond_Z,EEG_Frontal,-0.08787074613888793,0.5897726191082866,0.8256816667516012,40
Low Stress - High Cog,LS–HW,workload,eeg_f_theta_mean_full_change_precond_Z,EEG_Frontal,-0.05481952561973371,0.7368951698101834,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_f_theta_mean_full_change_precond_Z,EEG_Frontal,-0.14840990500699727,0.36074933650843977,0.7214986730168795,40
Low Stress - Low Cog,LS–LW,workload,eeg_f_theta_mean_full_change_precond_Z,EEG_Frontal,-0.1810445573458259,0.2635725498111751,0.7380031394712903,40
High Stress - High Cog,HS–HW,stress,eeg_faa_full_change_precond_Z,EEG_Frontal,0.4120693949145723,0.008240537506711077,0.07602279309880389,40
High Stress - High Cog,HS–HW,workload,eeg_faa_full_change_precond_Z,EEG_Frontal,0.16873101311869973,0.2979706731551176,0.49077522637313487,40
High Stress - Low Cog,HS–LW,stress,eeg_faa_full_change_precond_Z,EEG_Frontal,0.08588548127457195,0.6031567108883954,0.8888625213092142,39
High Stress - Low Cog,HS–LW,workload,eeg_faa_full_change_precond_Z,EEG_Frontal,0.01210301099122034,0.941705269476307,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_faa_full_change_precond_Z,EEG_Frontal,-0.2564314032483246,0.11021586963769175,0.5081547791360115,40
Low Stress - High Cog,LS–HW,workload,eeg_faa_full_change_precond_Z,EEG_Frontal,-0.058837710743693254,0.7183722785104057,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_faa_full_change_precond_Z,EEG_Frontal,-0.030777117705013433,0.8504661279637487,0.8819648734438874,40
Low Stress - Low Cog,LS–LW,workload,eeg_faa_full_change_precond_Z,EEG_Frontal,-0.3184248665271503,0.045231246991628636,0.42215830525520065,40
High Stress - High Cog,HS–HW,stress,eeg_fl_alpha_mean_full_change_precond_Z,EEG_Frontal,0.2683418608444838,0.09409328735286827,0.26346120458803113,40
High Stress - High Cog,HS–HW,workload,eeg_fl_alpha_mean_full_change_precond_Z,EEG_Frontal,0.43756663656969874,0.004749350821536899,0.022163637167172196,40
High Stress - Low Cog,HS–LW,stress,eeg_fl_alpha_mean_full_change_precond_Z,EEG_Frontal,0.18698729633025118,0.2543567800423425,0.7098432535156222,39
High Stress - Low Cog,HS–LW,workload,eeg_fl_alpha_mean_full_change_precond_Z,EEG_Frontal,-0.026154811887806665,0.8744178696350331,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_fl_alpha_mean_full_change_precond_Z,EEG_Frontal,-0.15098650788165904,0.3523770018104493,0.6577704033795053,40
Low Stress - High Cog,LS–HW,workload,eeg_fl_alpha_mean_full_change_precond_Z,EEG_Frontal,-0.1064819057849278,0.5131383388161819,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_fl_alpha_mean_full_change_precond_Z,EEG_Frontal,-0.19599170661229412,0.22549273302988268,0.7136584141734584,40
Low Stress - Low Cog,LS–LW,workload,eeg_fl_alpha_mean_full_change_precond_Z,EEG_Frontal,-0.2066901528834916,0.20067122040322297,0.7023492714112803,40
High Stress - High Cog,HS–HW,stress,eeg_fl_beta_mean_full_change_precond_Z,EEG_Frontal,-0.04115962957240848,0.8009108136584863,0.862519337786062,40
High Stress - High Cog,HS–HW,workload,eeg_fl_beta_mean_full_change_precond_Z,EEG_Frontal,0.07038605413989792,0.6660463774888421,0.8108390682472861,40
High Stress - Low Cog,HS–LW,stress,eeg_fl_beta_mean_full_change_precond_Z,EEG_Frontal,0.32955106786330995,0.04049036390498381,0.7098432535156222,39
High Stress - Low Cog,HS–LW,workload,eeg_fl_beta_mean_full_change_precond_Z,EEG_Frontal,0.2425730592731873,0.13677573324566547,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_fl_beta_mean_full_change_precond_Z,EEG_Frontal,0.22118862011950177,0.1701822867862806,0.5081547791360115,40
Low Stress - High Cog,LS–HW,workload,eeg_fl_beta_mean_full_change_precond_Z,EEG_Frontal,-0.09136587603288952,0.5750021319629217,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_fl_beta_mean_full_change_precond_Z,EEG_Frontal,0.016049417208135835,0.9216997019407125,0.9216997019407125,40
Low Stress - Low Cog,LS–LW,workload,eeg_fl_beta_mean_full_change_precond_Z,EEG_Frontal,2.8601035915612304e-4,0.9986024848039049,0.9986024848039049,40
High Stress - High Cog,HS–HW,stress,eeg_fl_halpha_mean_full_change_precond_Z,EEG_Frontal,0.3157463997313267,0.04717446049307102,0.22014748230099812,40
High Stress - High Cog,HS–HW,workload,eeg_fl_halpha_mean_full_change_precond_Z,EEG_Frontal,0.5103966509227875,7.660149916380029e-4,0.007149473255288028,40
High Stress - Low Cog,HS–LW,stress,eeg_fl_halpha_mean_full_change_precond_Z,EEG_Frontal,0.13684488098445471,0.4061376381768129,0.8459047188767368,39
High Stress - Low Cog,HS–LW,workload,eeg_fl_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.1032858649843973,0.5315045197367927,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_fl_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.11177536847559615,0.49229110413233723,0.7445989051486795,40
Low Stress - High Cog,LS–HW,workload,eeg_fl_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.06649139669409238,0.6835341607000658,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_fl_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.2115690821378377,0.19001224182708612,0.7136584141734584,40
Low Stress - Low Cog,LS–LW,workload,eeg_fl_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.2973554367359826,0.062405505137771426,0.4368385359644,40
High Stress - High Cog,HS–HW,stress,eeg_fl_hbeta_mean_full_change_precond_Z,EEG_Frontal,-0.024317298391055123,0.8816000947225568,0.8816000947225568,40
High Stress - High Cog,HS–HW,workload,eeg_fl_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.03783250410019513,0.8167172254976649,0.8634158349318537,40
High Stress - Low Cog,HS–LW,stress,eeg_fl_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.27757043769831935,0.08711267164417182,0.7098432535156222,39
High Stress - Low Cog,HS–LW,workload,eeg_fl_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.3031906821190451,0.06062023234435418,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_fl_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.22118862011950177,0.1701822867862806,0.5081547791360115,40
Low Stress - High Cog,LS–HW,workload,eeg_fl_hbeta_mean_full_change_precond_Z,EEG_Frontal,-0.13996678181792394,0.3890129588081507,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_fl_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.07543226087823843,0.6436457201853238,0.7835687028343074,40
Low Stress - Low Cog,LS–LW,workload,eeg_fl_hbeta_mean_full_change_precond_Z,EEG_Frontal,-0.05186321179364364,0.7506180757215586,0.9986024848039049,40
High Stress - High Cog,HS–HW,stress,eeg_fl_lalpha_mean_full_change_precond_Z,EEG_Frontal,0.21563861102418147,0.18143285911963497,0.3083076646914534,40
High Stress - High Cog,HS–HW,workload,eeg_fl_lalpha_mean_full_change_precond_Z,EEG_Frontal,0.4097054901393225,0.00865459676756001,0.026000211847865537,40
High Stress - Low Cog,HS–LW,stress,eeg_fl_lalpha_mean_full_change_precond_Z,EEG_Frontal,0.023181931330948674,0.888597095233053,0.9569507179432878,39
High Stress - Low Cog,HS–LW,workload,eeg_fl_lalpha_mean_full_change_precond_Z,EEG_Frontal,0.026565083446831086,0.8724640008819103,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_fl_lalpha_mean_full_change_precond_Z,EEG_Frontal,-0.1344516900598253,0.40815315092323967,0.6827019753140571,40
Low Stress - High Cog,LS–HW,workload,eeg_fl_lalpha_mean_full_change_precond_Z,EEG_Frontal,-0.13518322809892452,0.40558382396453074,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_fl_lalpha_mean_full_change_precond_Z,EEG_Frontal,-0.12924501269375271,0.4267071511877908,0.7356377685318846,40
Low Stress - Low Cog,LS–LW,workload,eeg_fl_lalpha_mean_full_change_precond_Z,EEG_Frontal,-0.11278341829389785,0.488371158244442,0.9986024848039049,40
High Stress - High Cog,HS–HW,stress,eeg_fl_lbeta_mean_full_change_precond_Z,EEG_Frontal,0.07143797776360553,0.6613523024840332,0.7715776862313721,40
High Stress - High Cog,HS–HW,workload,eeg_fl_lbeta_mean_full_change_precond_Z,EEG_Frontal,0.2269950246011708,0.1589585213727509,0.29672257322913503,40
High Stress - Low Cog,HS–LW,stress,eeg_fl_lbeta_mean_full_change_precond_Z,EEG_Frontal,0.24795475450019108,0.12801507454762107,0.7098432535156222,39
High Stress - Low Cog,HS–LW,workload,eeg_fl_lbeta_mean_full_change_precond_Z,EEG_Frontal,0.13292798512391155,0.41983042234622414,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_fl_lbeta_mean_full_change_precond_Z,EEG_Frontal,0.1326564812677405,0.41449762786924893,0.6827019753140571,40
Low Stress - High Cog,LS–HW,workload,eeg_fl_lbeta_mean_full_change_precond_Z,EEG_Frontal,0.01368096363633843,0.933226498460269,0.9677904428476862,40
Low Stress - Low Cog,LS–LW,stress,eeg_fl_lbeta_mean_full_change_precond_Z,EEG_Frontal,-0.11130742875524796,0.49411624299091716,0.7356377685318846,40
Low Stress - Low Cog,LS–LW,workload,eeg_fl_lbeta_mean_full_change_precond_Z,EEG_Frontal,-0.10572849610138015,0.5161409366321308,0.9986024848039049,40
High Stress - High Cog,HS–HW,stress,eeg_fl_sampent_full_change_precond_Z,EEG_Frontal,-0.18081851060430484,0.2641792608616407,0.38931680548031256,40
High Stress - High Cog,HS–HW,workload,eeg_fl_sampent_full_change_precond_Z,EEG_Frontal,-0.12728144790298207,0.4338249141036171,0.607354879745064,40
High Stress - Low Cog,HS–LW,stress,eeg_fl_sampent_full_change_precond_Z,EEG_Frontal,0.1559418904949719,0.34313525151895463,0.8006489202108942,39
High Stress - Low Cog,HS–LW,workload,eeg_fl_sampent_full_change_precond_Z,EEG_Frontal,0.1212352456917156,0.46221817565181456,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_fl_sampent_full_change_precond_Z,EEG_Frontal,0.22685770051555904,0.1592175991887697,0.5081547791360115,40
Low Stress - High Cog,LS–HW,workload,eeg_fl_sampent_full_change_precond_Z,EEG_Frontal,0.04668748429743465,0.774824263085168,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_fl_sampent_full_change_precond_Z,EEG_Frontal,0.03427022615619594,0.8337203258613621,0.8819648734438874,40
Low Stress - Low Cog,LS–LW,workload,eeg_fl_sampent_full_change_precond_Z,EEG_Frontal,0.011917098298171794,0.9418197534989338,0.9986024848039049,40
High Stress - High Cog,HS–HW,stress,eeg_fl_specent_full_change_precond_Z,EEG_Frontal,0.23673883491992193,0.14134811540367842,0.3083076646914534,40
High Stress - High Cog,HS–HW,workload,eeg_fl_specent_full_change_precond_Z,EEG_Frontal,0.04604421041651655,0.7778480208546181,0.8634158349318537,40
High Stress - Low Cog,HS–LW,stress,eeg_fl_specent_full_change_precond_Z,EEG_Frontal,0.1320450978454477,0.4229523594383684,0.8459047188767368,39
High Stress - Low Cog,HS–LW,workload,eeg_fl_specent_full_change_precond_Z,EEG_Frontal,0.1124144071726906,0.49564907346684006,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_fl_specent_full_change_precond_Z,EEG_Frontal,0.19133146336693338,0.23693633052614074,0.5528514378943284,40
Low Stress - High Cog,LS–HW,workload,eeg_fl_specent_full_change_precond_Z,EEG_Frontal,0.004018185123959539,0.9803680762112948,0.9803680762112948,40
Low Stress - Low Cog,LS–LW,stress,eeg_fl_specent_full_change_precond_Z,EEG_Frontal,-0.27246245919223544,0.08895993493837417,0.7136584141734584,40
Low Stress - Low Cog,LS–LW,workload,eeg_fl_specent_full_change_precond_Z,EEG_Frontal,-0.00962901542492281,0.9529764603743537,0.9986024848039049,40
High Stress - High Cog,HS–HW,stress,eeg_fl_theta_mean_full_change_precond_Z,EEG_Frontal,0.13473864945082684,0.4071441772738378,0.5428589030317836,40
High Stress - High Cog,HS–HW,workload,eeg_fl_theta_mean_full_change_precond_Z,EEG_Frontal,0.40550187857263414,0.009435049596787091,0.026000211847865537,40
High Stress - Low Cog,HS–LW,stress,eeg_fl_theta_mean_full_change_precond_Z,EEG_Frontal,-0.03145389801732242,0.8492421362812707,0.9569507179432878,39
High Stress - Low Cog,HS–LW,workload,eeg_fl_theta_mean_full_change_precond_Z,EEG_Frontal,0.14359504565854642,0.3831501654381635,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_fl_theta_mean_full_change_precond_Z,EEG_Frontal,-0.04705336728727547,0.7731058605603776,0.9019568373204405,40
Low Stress - High Cog,LS–HW,workload,eeg_fl_theta_mean_full_change_precond_Z,EEG_Frontal,-0.057880999999893365,0.7227685590101107,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_fl_theta_mean_full_change_precond_Z,EEG_Frontal,-0.09695736160444414,0.5517283263989134,0.7356377685318846,40
Low Stress - Low Cog,LS–LW,workload,eeg_fl_theta_mean_full_change_precond_Z,EEG_Frontal,-0.21803523046335113,0.17651133936020677,0.7023492714112803,40
High Stress - High Cog,HS–HW,stress,eeg_fr_alpha_mean_full_change_precond_Z,EEG_Frontal,0.409703898962135,0.00865488137620586,0.07602279309880389,40
High Stress - High Cog,HS–HW,workload,eeg_fr_alpha_mean_full_change_precond_Z,EEG_Frontal,0.4539900492023416,0.0032558712397116863,0.022163637167172196,40
High Stress - Low Cog,HS–LW,stress,eeg_fr_alpha_mean_full_change_precond_Z,EEG_Frontal,0.19444227865253866,0.23556464581559725,0.7098432535156222,39
High Stress - Low Cog,HS–LW,workload,eeg_fr_alpha_mean_full_change_precond_Z,EEG_Frontal,-0.10902966681073915,0.5087976566913736,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_fr_alpha_mean_full_change_precond_Z,EEG_Frontal,-0.2825091730701881,0.07735148703480778,0.5081547791360115,40
Low Stress - High Cog,LS–HW,workload,eeg_fr_alpha_mean_full_change_precond_Z,EEG_Frontal,-0.12858192396670526,0.4291034538416485,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_fr_alpha_mean_full_change_precond_Z,EEG_Frontal,-0.19438676489148055,0.22939020455575448,0.7136584141734584,40
Low Stress - Low Cog,LS–LW,workload,eeg_fr_alpha_mean_full_change_precond_Z,EEG_Frontal,-0.25178445284377365,0.11704490812135282,0.5462095712329799,40
High Stress - High Cog,HS–HW,stress,eeg_fr_beta_mean_full_change_precond_Z,EEG_Frontal,0.16236764217529415,0.3168256055508976,0.4435558477712566,40
High Stress - High Cog,HS–HW,workload,eeg_fr_beta_mean_full_change_precond_Z,EEG_Frontal,0.18691407710484004,0.2481414429510441,0.4342475251643272,40
High Stress - Low Cog,HS–LW,stress,eeg_fr_beta_mean_full_change_precond_Z,EEG_Frontal,0.10089756896465765,0.5410888697452756,0.8759505843421381,39
High Stress - Low Cog,HS–LW,workload,eeg_fr_beta_mean_full_change_precond_Z,EEG_Frontal,0.13487677502927753,0.4129855576704238,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_fr_beta_mean_full_change_precond_Z,EEG_Frontal,-0.014078216316875595,0.9312921459138965,0.9427994167870644,40
Low Stress - High Cog,LS–HW,workload,eeg_fr_beta_mean_full_change_precond_Z,EEG_Frontal,-0.1786178958674395,0.2701340149389704,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_fr_beta_mean_full_change_precond_Z,EEG_Frontal,0.1676692056567603,0.3010657439048456,0.7214986730168795,40
Low Stress - Low Cog,LS–LW,workload,eeg_fr_beta_mean_full_change_precond_Z,EEG_Frontal,-0.04032746064101335,0.8048571879451814,0.9986024848039049,40
High Stress - High Cog,HS–HW,stress,eeg_fr_halpha_mean_full_change_precond_Z,EEG_Frontal,0.4324126601055328,0.0053268595027476,0.07602279309880389,40
High Stress - High Cog,HS–HW,workload,eeg_fr_halpha_mean_full_change_precond_Z,EEG_Frontal,0.5422658921027969,3.0098849769500156e-4,0.004213838967730022,40
High Stress - Low Cog,HS–LW,stress,eeg_fr_halpha_mean_full_change_precond_Z,EEG_Frontal,0.22579405362435026,0.16693170088996612,0.7098432535156222,39
High Stress - Low Cog,HS–LW,workload,eeg_fr_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.02892414491122149,0.8612440720411746,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_fr_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.16298606138664698,0.3149609605209971,0.6577704033795053,40
Low Stress - High Cog,LS–HW,workload,eeg_fr_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.09777583801634879,0.5483591997998891,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_fr_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.2354543912770046,0.14358336757241574,0.7136584141734584,40
Low Stress - Low Cog,LS–LW,workload,eeg_fr_halpha_mean_full_change_precond_Z,EEG_Frontal,-0.3456911874333674,0.028898474668622734,0.4045786453607183,40
High Stress - High Cog,HS–HW,stress,eeg_fr_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.09755305307851297,0.5492752911938876,0.6686829631925589,40
High Stress - High Cog,HS–HW,workload,eeg_fr_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.12952989129911768,0.42567994731105296,0.607354879745064,40
High Stress - Low Cog,HS–LW,stress,eeg_fr_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.10396126032998128,0.5288091759524967,0.8759505843421381,39
High Stress - Low Cog,HS–LW,workload,eeg_fr_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.1276970227463502,0.43851621993767376,0.9713280901449408,39
Low Stress - High Cog,LS–HW,stress,eeg_fr_hbeta_mean_full_change_precond_Z,EEG_Frontal,-0.011716099485185056,0.9427994167870644,0.9427994167870644,40
Low Stress - High Cog,LS–HW,workload,eeg_fr_hbeta_mean_full_change_precond_Z,EEG_Frontal,-0.23869933057807263,0.137986004396567,0.883446870879736,40
Low Stress - Low Cog,LS–LW,stress,eeg_fr_hbeta_mean_full_change_precond_Z,EEG_Frontal,0.20222265682251153,0.21079253598667216,0.7136584141734584,40
Low Stress - Low Cog,LS–LW,workload,eeg_fr_hbeta_mean_full_change_precond_Z,EEG_Frontal,-0.01401450759865003,0.9316023384515981,0.9986024848039049,40
High Stress - High Cog,HS–HW,stress,eeg_fr_lalpha_mean_full_change_precond_Z,EEG_Frontal,0.3035404406167504,0.0568997843625874,0.2275991374503496,40
High Stress - High Cog,HS–HW,workload,eeg_fr_lalpha_mean_full_change_precond_Z,EEG_Frontal,0.40159154223152865,0.01021436894023289,0.026000211847865537,40
High Stress - Low Cog,HS–LW,stress,eeg_fr_lalpha_mean_full_change_precond_Z,EEG_Frontal,0.07066914749346467,0.6690115057872382,0.892015341049651,39
High Stress - Low Cog,HS–LW,workload,eeg_fr_lalpha_mean_full_change_precond_Z,EEG_Frontal,-0.006872048613659006,0.9668812868500379,0.9713280901449408,39
