pid,event_label,window_idx,window_start,window_end,FrontalLeft_Delta,FrontalLeft_Theta,FrontalLeft_LowAlpha,FrontalLeft_HighAlpha,FrontalLeft_LowBeta,FrontalLeft_HighBeta,FrontalLeft_Alpha,FrontalLeft_Beta,FrontalRight_Delta,FrontalRight_Theta,FrontalRight_LowAlpha,FrontalRight_HighAlpha,FrontalRight_LowBeta,FrontalRight_HighBeta,FrontalRight_Alpha,FrontalRight_Beta,OverallFrontal_Delta,OverallFrontal_Theta,OverallFrontal_LowAlpha,OverallFrontal_HighAlpha,OverallFrontal_LowBeta,OverallFrontal_HighBeta,OverallFrontal_Alpha,OverallFrontal_Beta,TemporalLeft_Delta,TemporalLeft_Theta,TemporalLeft_LowAlpha,TemporalLeft_HighAlpha,TemporalLeft_LowBeta,TemporalLeft_HighBeta,TemporalLeft_Alpha,TemporalLeft_Beta,TemporalRight_Delta,TemporalRight_Theta,TemporalRight_LowAlpha,TemporalRight_HighAlpha,TemporalRight_LowBeta,TemporalRight_HighBeta,TemporalRight_Alpha,TemporalRight_Beta,Temporal_Delta,Temporal_Theta,Temporal_LowAlpha,Temporal_HighAlpha,Temporal_LowBeta,Temporal_HighBeta,Temporal_Alpha,Temporal_Beta,Central_Delta,Central_Theta,Central_LowAlpha,Central_HighAlpha,Central_LowBeta,Central_HighBeta,Central_Alpha,Central_Beta,ParietalLeft_Delta,ParietalLeft_Theta,ParietalLeft_LowAlpha,ParietalLeft_HighAlpha,ParietalLeft_LowBeta,ParietalLeft_HighBeta,ParietalLeft_Alpha,ParietalLeft_Beta,ParietalRight_Delta,ParietalRight_Theta,ParietalRight_LowAlpha,ParietalRight_HighAlpha,ParietalRight_LowBeta,ParietalRight_HighBeta,ParietalRight_Alpha,ParietalRight_Beta,Parietal_Delta,Parietal_Theta,Parietal_LowAlpha,Parietal_HighAlpha,Parietal_LowBeta,Parietal_HighBeta,Parietal_Alpha,Parietal_Beta,Occipital_Delta,Occipital_Theta,Occipital_LowAlpha,Occipital_HighAlpha,Occipital_LowBeta,Occipital_HighBeta,Occipital_Alpha,Occipital_Beta,FrontalMidline_Delta,FrontalMidline_Theta,FrontalMidline_LowAlpha,FrontalMidline_HighAlpha,FrontalMidline_LowBeta,FrontalMidline_HighBeta,FrontalMidline_Alpha,FrontalMidline_Beta
26,Forest4,4,2973.768,2983.768,-3.6731,-4.769,-5.7238,-5.6513,-5.4623,-5.3545,-5.3047,-5.0937,-3.6262,-4.7595,-5.7887,-5.6486,-5.4573,-5.3392,-5.3439,-5.0777,-3.6901,-4.8055,-5.7936,-5.6852,-5.4934,-5.3869,-5.3609,-5.123,-4.6527,-5.6943,-6.4404,-6.2139,-6.0149,-6.2245,-5.9429,-5.7971,-4.5516,-5.5803,-6.3294,-6.0642,-5.8606,-6.1647,-5.8107,-5.6751,-4.5966,-5.6306,-6.3784,-6.1287,-5.9269,-6.192,-5.8684,-5.7287,-4.5814,-5.6272,-6.4821,-6.2755,-6.0259,-6.009,-5.9892,-5.7077,-3.994,-5.1162,-6.029,-5.9314,-5.7096,-5.6465,-5.6002,-5.364,-3.9117,-5.104,-6.0249,-5.8601,-5.7152,-5.6569,-5.563,-5.3692,-4.0024,-5.1581,-6.0749,-5.9352,-5.7517,-5.6859,-5.625,-5.4036,-4.4062,-5.6143,-6.4114,-6.2095,-5.8414,-5.7364,-5.926,-5.4734,-4.8127,-5.9566,-6.6706,-6.3622,-6.097,-6.4007,-6.1282,-5.9129
26,Forest4,5,2978.768,2988.768,-3.6032,-4.7688,-5.7489,-5.6587,-5.5441,-5.3785,-5.3168,-5.1428,-3.5323,-4.701,-5.7291,-5.5724,-5.5047,-5.3504,-5.2661,-5.0995,-3.6079,-4.7751,-5.7785,-5.6514,-5.5576,-5.4042,-5.3297,-5.158,-4.6066,-5.6621,-6.4832,-6.2093,-6.0662,-6.2139,-5.9662,-5.8263,-4.4852,-5.5705,-6.3968,-6.1237,-5.9244,-6.1523,-5.8694,-5.7115,-4.5385,-5.6115,-6.4356,-6.1622,-5.9858,-6.1804,-5.9126,-5.7621,-4.5046,-5.6165,-6.5041,-6.2672,-6.0639,-6.0211,-5.9909,-5.7323,-3.9353,-5.1199,-6.0615,-5.9491,-5.7857,-5.6558,-5.6224,-5.4034,-3.8641,-5.1127,-6.0542,-5.8534,-5.7577,-5.6399,-5.5664,-5.3806,-3.9493,-5.1632,-6.1048,-5.9395,-5.8107,-5.6824,-5.6367,-5.4287,-4.415,-5.7008,-6.5078,-6.2979,-5.8571,-5.7197,-6.0238,-5.4712,-4.8282,-5.9725,-6.7379,-6.4834,-6.163,-6.3993,-6.2377,-5.9553
26,Forest4,6,2983.768,2993.768,-4.0086,-4.9937,-5.9434,-5.7563,-5.5964,-5.5646,-5.4581,-5.267,-3.9982,-5.1446,-6.0351,-5.7316,-5.4801,-5.3826,-5.484,-5.1117,-4.0467,-5.1036,-6.0234,-5.7765,-5.5679,-5.5039,-5.505,-5.2194,-5.1729,-6.0271,-6.5886,-6.1942,-6.0179,-6.4125,-5.9773,-5.8594,-4.8872,-5.838,-6.4443,-6.0691,-5.8973,-6.2128,-5.8331,-5.7154,-4.9998,-5.9175,-6.5067,-6.1239,-5.9503,-6.2961,-5.8955,-5.7777,-4.9091,-5.8891,-6.646,-6.3299,-6.0472,-6.2319,-6.084,-5.8183,-4.4209,-5.3983,-6.2544,-6.0542,-5.8459,-5.7721,-5.7665,-5.4929,-4.404,-5.4196,-6.2336,-5.9449,-5.7666,-5.6638,-5.6911,-5.3994,-4.4608,-5.4563,-6.2864,-6.0362,-5.8403,-5.7648,-5.7685,-5.4874,-5.2215,-5.919,-6.567,-6.2324,-5.837,-5.7713,-5.9951,-5.4905,-5.7363,-6.2215,-6.7686,-6.3445,-6.1673,-6.4888,-6.1296,-5.9877
26,Forest4,7,2988.768,2998.768,-3.9041,-4.9659,-5.8951,-5.7753,-5.6351,-5.5898,-5.4477,-5.2977,-3.9173,-5.1101,-6.0482,-5.7894,-5.4882,-5.335,-5.536,-5.0929,-3.9537,-5.0733,-6.0004,-5.8115,-5.5881,-5.4835,-5.5208,-5.2198,-5.085,-6.0412,-6.6214,-6.1689,-6.0399,-6.3616,-5.9573,-5.8588,-4.8178,-5.7833,-6.3347,-5.9934,-5.8809,-6.1952,-5.7431,-5.699,-4.9244,-5.8868,-6.4476,-6.0679,-5.949,-6.2662,-5.8316,-5.7674,-4.8111,-5.8464,-6.596,-6.2919,-6.057,-6.2205,-6.0421,-5.8174,-4.3127,-5.3637,-6.22,-6.0544,-5.8392,-5.7524,-5.7512,-5.4792,-4.2879,-5.3545,-6.2221,-5.9741,-5.7744,-5.6489,-5.7095,-5.3951,-4.3488,-5.4061,-6.2605,-6.049,-5.8414,-5.7475,-5.7678,-5.4788,-4.9849,-5.8683,-6.5409,-6.1824,-5.8326,-5.7946,-5.9464,-5.5001,-5.5071,-6.2328,-6.6835,-6.2676,-6.1543,-6.4348,-6.0364,-5.9599
26,Forest4,8,2993.768,3003.768,-3.6013,-4.584,-5.6808,-5.6138,-5.5403,-5.325,-5.2668,-5.1072,-3.3669,-4.8818,-5.9875,-5.8727,-5.4371,-5.2491,-5.5647,-5.0222,-3.5106,-4.7484,-5.8431,-5.7564,-5.52,-5.3231,-5.4244,-5.0991,-4.5464,-5.6167,-6.4112,-6.1883,-6.0143,-6.1808,-5.9176,-5.7823,-4.4487,-5.3989,-6.3039,-6.0502,-5.8925,-5.8136,-5.793,-5.5451,-4.4922,-5.4888,-6.3514,-6.1102,-5.946,-5.9505,-5.8476,-5.6416,-4.3589,-5.4424,-6.4648,-6.2305,-5.9517,-5.8783,-5.9687,-5.6049,-3.9688,-4.9635,-6.0261,-5.9007,-5.7494,-5.5894,-5.589,-5.3501,-3.8258,-5.0783,-6.1423,-6.009,-5.6561,-5.4834,-5.7009,-5.2507,-3.936,-5.0569,-6.1233,-5.9833,-5.7289,-5.5656,-5.6785,-5.3288,-4.5101,-5.5248,-6.4315,-6.2001,-5.7649,-5.67,-5.9357,-5.4047,-4.8178,-5.8119,-6.5278,-6.3059,-6.1557,-6.1367,-6.03,-5.8391
26,Forest4,9,2998.768,3008.768,-3.9241,-5.0889,-5.8161,-5.822,-5.6375,-5.502,-5.4443,-5.2458,-3.9871,-5.0224,-5.9425,-5.938,-5.5377,-5.3597,-5.5649,-5.1226,-3.9977,-5.0963,-5.9131,-5.9114,-5.6187,-5.4647,-5.5376,-5.2173,-5.2042,-5.9858,-6.5438,-6.3457,-6.1408,-6.3144,-6.066,-5.9102,-4.8212,-5.8523,-6.475,-6.2696,-5.9806,-6.113,-5.993,-5.7324,-4.9624,-5.9105,-6.5062,-6.3039,-6.0492,-6.1969,-6.0261,-5.8077,-4.8663,-5.892,-6.625,-6.3961,-6.1582,-6.1246,-6.1323,-5.8274,-4.3514,-5.4624,-6.1661,-6.0806,-5.8499,-5.6918,-5.7488,-5.4493,-4.3807,-5.3907,-6.2287,-6.134,-5.8027,-5.6531,-5.8106,-5.407,-4.4147,-5.4718,-6.2416,-6.1414,-5.8657,-5.7204,-5.8188,-5.4727,-5.1578,-6.0053,-6.5856,-6.376,-5.9329,-5.7938,-6.1093,-5.5413,-5.6438,-6.3609,-6.7719,-6.5897,-6.2349,-6.4339,-6.3174,-6.0144
26,Forest4,10,3003.768,3013.768,-4.4104,-5.4514,-6.1272,-5.9734,-5.7341,-5.4673,-5.6907,-5.2643,-4.4715,-5.4859,-6.2406,-6.2147,-5.5614,-5.3604,-5.8552,-5.1275,-4.4825,-5.5089,-6.2181,-6.1082,-5.6727,-5.4508,-5.7995,-5.2283,-5.5757,-6.3042,-6.7813,-6.4992,-6.1501,-6.3393,-6.2567,-5.9218,-5.1603,-6.1848,-6.6757,-6.3031,-6.0163,-6.1853,-6.0959,-5.7825,-5.3101,-6.2373,-6.7225,-6.3851,-6.0746,-6.2515,-6.1647,-5.843,-5.31,-6.2193,-6.7683,-6.5171,-6.1818,-6.1658,-6.2699,-5.8589,-4.8203,-5.8118,-6.4216,-6.2286,-5.9396,-5.7091,-5.9562,-5.4935,-4.836,-5.8008,-6.4525,-6.3331,-5.8524,-5.6751,-6.0243,-5.4347,-4.877,-5.8505,-6.4775,-6.309,-5.9289,-5.7404,-6.0247,-5.5067,-5.5291,-6.2505,-6.7758,-6.4867,-5.9615,-5.7747,-6.2556,-5.5377,-5.9184,-6.5734,-7.0442,-6.6091,-6.2712,-6.4782,-6.429,-6.051
26,Forest4,11,3008.768,3018.768,-4.2597,-5.3216,-6.2502,-6.1237,-5.819,-5.4392,-5.8271,-5.2764,-4.3152,-5.3863,-6.1548,-6.1892,-5.6214,-5.3593,-5.819,-5.1542,-4.3293,-5.3933,-6.2386,-6.1809,-5.7399,-5.4377,-5.8555,-5.2482,-5.4372,-6.207,-6.8706,-6.4615,-6.1417,-6.354,-6.2808,-5.9237,-5.1374,-6.1143,-6.7068,-6.3108,-5.9923,-6.1547,-6.1309,-5.7569,-5.2544,-6.1558,-6.7768,-6.3757,-6.0567,-6.2379,-6.1955,-5.828,-5.1697,-6.1416,-6.803,-6.5487,-6.1671,-6.148,-6.3156,-5.8458,-4.6743,-5.71,-6.5053,-6.3656,-5.9853,-5.6595,-6.0703,-5.479,-4.6566,-5.6607,-6.4178,-6.3397,-5.9027,-5.6591,-6.0206,-5.4477,-4.7135,-5.7314,-6.4989,-6.3824,-5.9769,-5.7097,-6.0795,-5.5082,-5.358,-6.1531,-6.8216,-6.4217,-5.9156,-5.7362,-6.2369,-5.5015,-5.81,-6.4562,-7.1217,-6.5448,-6.2432,-6.4652,-6.4171,-6.0286
26,Forest4,12,3013.768,3023.768,-3.7219,-4.8571,-6.0585,-5.7299,-5.573,-5.3846,-5.517,-5.1575,-3.4137,-5.0093,-6.0066,-5.8588,-5.5575,-5.398,-5.5642,-5.1576,-3.5804,-4.9647,-6.0692,-5.8207,-5.5975,-5.4308,-5.574,-5.1941,-4.4073,-5.7168,-6.6642,-6.2463,-6.0907,-6.2441,-6.0657,-5.8464,-4.395,-5.6342,-6.6721,-6.1842,-5.9296,-6.1106,-6.0196,-5.6987,-4.4008,-5.6714,-6.6683,-6.2125,-5.9985,-6.1688,-6.0408,-5.7625,-4.4665,-5.6827,-6.681,-6.3482,-6.0864,-6.1054,-6.126,-5.7837,-3.9398,-5.1979,-6.3293,-6.0369,-5.7875,-5.6078,-5.8041,-5.3773,-3.7729,-5.0986,-6.2399,-5.9939,-5.8076,-5.6775,-5.7463,-5.4252,-3.8963,-5.1918,-6.3256,-6.0531,-5.8377,-5.6887,-5.8142,-5.4451,-4.2119,-5.4213,-6.5511,-6.159,-5.8629,-5.7612,-5.9698,-5.4976,-4.5224,-5.8062,-6.8628,-6.3329,-6.1526,-6.3817,-6.1942,-5.9386
26,Forest4,13,3018.768,3028.768,-3.687,-4.8489,-6.0344,-5.6516,-5.6119,-5.4645,-5.4561,-5.2192,-3.4401,-4.889,-5.9616,-5.6845,-5.5493,-5.4253,-5.4343,-5.1727,-3.5866,-4.9073,-6.0322,-5.7006,-5.6144,-5.4835,-5.4792,-5.2326,-4.479,-5.6394,-6.5847,-6.2038,-6.1869,-6.2842,-6.0063,-5.9185,-4.427,-5.6128,-6.5372,-6.0565,-6.0534,-6.1628,-5.8834,-5.7903,-4.4509,-5.6252,-6.5591,-6.1201,-6.1116,-6.2161,-5.9373,-5.8463,-4.4922,-5.6586,-6.669,-6.3191,-6.1735,-6.1866,-6.1011,-5.8682,-3.9425,-5.1442,-6.3177,-5.96,-5.8358,-5.7064,-5.7535,-5.4542,-3.8128,-5.0767,-6.2449,-5.9027,-5.8357,-5.7509,-5.6876,-5.4826,-3.9217,-5.1554,-6.3224,-5.9712,-5.8767,-5.7745,-5.7606,-5.5121,-4.2783,-5.4222,-6.5637,-6.1388,-5.9271,-5.92,-5.955,-5.6096,-4.6321,-5.8052,-6.7304,-6.2737,-6.273,-6.3961,-6.1037,-6.0168
26,Forest4,14,3023.768,3033.768,-4.201,-5.368,-6.3113,-5.977,-5.6678,-5.6304,-5.7601,-5.3344,-4.2328,-5.2762,-6.2686,-5.9407,-5.5541,-5.4376,-5.7033,-5.1805,-4.2565,-5.3573,-6.3232,-5.989,-5.6406,-5.563,-5.7623,-5.2874,-5.1147,-5.9753,-6.8226,-6.4209,-6.1601,-6.4502,-6.2107,-5.9708,-5.0075,-6.0138,-6.6715,-6.2138,-5.9896,-6.339,-6.0267,-5.8163,-5.055,-5.9951,-6.7366,-6.2998,-6.0621,-6.3881,-6.1043,-5.8827,-5.0972,-6.0795,-6.8832,-6.5067,-6.1443,-6.3339,-6.2967,-5.9175,-4.5055,-5.5803,-6.5934,-6.2345,-5.9075,-5.8583,-6.0193,-5.5671,-4.4513,-5.5797,-6.559,-6.1769,-5.838,-5.7869,-5.9675,-5.4991,-4.5278,-5.6267,-6.6184,-6.2445,-5.9115,-5.8723,-6.0334,-5.5777,-4.891,-5.8902,-6.8684,-6.3797,-5.9139,-6.0165,-6.2025,-5.645,-5.242,-6.1628,-6.932,-6.4823,-6.2335,-6.5288,-6.2903,-6.0442
26,Forest4,15,3028.768,3038.768,-4.6398,-5.6539,-6.2085,-6.1059,-5.6623,-5.6277,-5.7835,-5.3309,-4.6103,-5.7842,-6.2918,-6.1163,-5.6314,-5.4752,-5.8332,-5.2329,-4.6649,-5.7503,-6.2793,-6.1391,-5.6774,-5.5845,-5.8367,-5.315,-5.4705,-6.3111,-6.6466,-6.5311,-6.1193,-6.46,-6.218,-5.9482,-5.3955,-6.211,-6.4615,-6.257,-5.956,-6.3758,-5.963,-5.8065,-5.4295,-6.2556,-6.5395,-6.3658,-6.0257,-6.4136,-6.0655,-5.8679,-5.4553,-6.3486,-6.7796,-6.522,-6.1492,-6.365,-6.2643,-5.9324,-4.9465,-5.9147,-6.4552,-6.3113,-5.8634,-5.8791,-6.0028,-5.5573,-4.9744,-6.0456,-6.5015,-6.2663,-5.8175,-5.8663,-6.0023,-5.5273,-5.0092,-6.0193,-6.514,-6.3226,-5.8804,-5.9219,-6.0374,-5.5869,-5.4674,-6.2929,-6.7733,-6.448,-5.925,-6.1877,-6.2168,-5.7264,-5.6805,-6.471,-6.793,-6.5621,-6.1812,-6.5603,-6.2883,-6.0206
26,Forest4,16,3033.768,3043.768,-4.8406,-5.848,-6.3405,-6.2702,-5.7984,-5.6029,-5.9199,-5.3756,-4.6779,-5.8087,-6.378,-6.1367,-5.7023,-5.4874,-5.8646,-5.2701,-4.7893,-5.8632,-6.3827,-6.2189,-5.7784,-5.5809,-5.9128,-5.3559,-5.4695,-6.2985,-6.5892,-6.5231,-6.2322,-6.4287,-6.1759,-6.0104,-5.4494,-6.2712,-6.4016,-6.2317,-6.0557,-6.334,-5.9128,-5.8638,-5.4588,-6.2839,-6.4805,-6.346,-6.1305,-6.3763,-6.018,-5.9271,-5.5359,-6.3623,-6.7791,-6.5735,-6.2652,-6.32,-6.2891,-5.982,-5.1157,-6.0541,-6.5155,-6.4148,-5.9403,-5.8608,-6.0808,-5.5845,-5.0329,-6.0933,-6.5277,-6.2934,-5.8885,-5.8689,-6.0141,-5.5644,-5.1198,-6.1125,-6.5525,-6.3808,-5.9534,-5.912,-6.0775,-5.6182,-5.3999,-6.2731,-6.7193,-6.4537,-6.0569,-6.1753,-6.1976,-5.8033,-5.5972,-6.5404,-6.7079,-6.4793,-6.2788,-6.5414,-6.1909,-6.0816
26,Forest4,17,3038.768,3048.768,-3.71,-5.1916,-6.0817,-5.9723,-5.6654,-5.2666,-5.6526,-5.1128,-3.5628,-5.4815,-6.2311,-6.0801,-5.6171,-5.3266,-5.7739,-5.1402,-3.6723,-5.3521,-6.1816,-6.0521,-5.6736,-5.3331,-5.7382,-5.1624,-4.729,-6.0876,-6.5382,-6.4965,-6.0958,-6.0974,-6.1359,-5.7898,-4.6477,-5.9538,-6.4114,-6.2664,-6.0463,-5.9133,-5.9296,-5.6675,-4.6843,-6.0121,-6.4669,-6.3605,-6.0691,-5.9909,-6.0154,-5.7212,-4.5619,-5.9346,-6.637,-6.4816,-6.096,-5.9128,-6.1783,-5.6872,-4.0797,-5.5185,-6.3073,-6.2781,-5.8833,-5.5734,-5.919,-5.3914,-4.086,-5.67,-6.3877,-6.2404,-5.8099,-5.6224,-5.9243,-5.3974,-4.13,-5.6251,-6.3784,-6.2922,-5.8746,-5.6293,-5.9548,-5.4258,-4.7966,-5.9885,-6.6393,-6.4519,-6.0162,-5.9258,-6.1576,-5.6612,-4.97,-6.2932,-6.7102,-6.5072,-6.2552,-6.1343,-6.1914,-5.882
26,Forest4,18,3043.768,3053.768,-3.831,-5.2363,-5.9885,-5.9799,-5.6351,-5.3795,-5.6274,-5.179,-3.688,-5.4786,-6.0759,-5.9383,-5.6229,-5.4127,-5.6451,-5.1973,-3.7955,-5.3785,-6.06,-5.9862,-5.6626,-5.4329,-5.6644,-5.2239,-4.8132,-5.9946,-6.29,-6.3522,-6.068,-6.2002,-5.9505,-5.8222,-4.7194,-5.8776,-6.2618,-6.1404,-6.0569,-5.9655,-5.8301,-5.7006,-4.7613,-5.9291,-6.275,-6.2281,-6.0621,-6.0612,-5.883,-5.754,-4.6378,-5.9025,-6.5319,-6.3831,-6.0708,-5.9823,-6.0856,-5.7168,-4.191,-5.5277,-6.1768,-6.218,-5.8509,-5.6571,-5.8378,-5.4327,-4.2002,-5.6768,-6.2256,-6.1157,-5.8064,-5.7103,-5.8052,-5.4469,-4.2412,-5.6313,-6.2416,-6.2012,-5.8578,-5.7132,-5.86,-5.4701,-4.8912,-5.9655,-6.4681,-6.3548,-6.0118,-5.9808,-6.0368,-5.6879,-5.047,-6.1932,-6.5378,-6.3987,-6.2689,-6.208,-6.0929,-5.929
26,Forest4,19,3048.768,3058.768,-3.5319,-5.0048,-5.7733,-5.8813,-5.6153,-5.6282,-5.4537,-5.3076,-4.0205,-4.9212,-6.0502,-5.7869,-5.599,-5.6022,-5.5297,-5.289,-3.7508,-4.9974,-5.9232,-5.8589,-5.6406,-5.6522,-5.52,-5.3336,-4.7672,-5.6499,-6.3665,-6.2391,-6.0988,-6.3933,-5.9191,-5.9113,-4.4372,-5.5422,-6.2399,-6.0445,-6.0174,-6.2633,-5.7551,-5.8119,-4.5634,-5.5899,-6.2953,-6.126,-6.0541,-6.3201,-5.8252,-5.8562,-4.5611,-5.7404,-6.5111,-6.3367,-6.172,-6.339,-6.0349,-5.9357,-3.9542,-5.2235,-6.0902,-6.0772,-5.8191,-5.8941,-5.7169,-5.5414,-3.9522,-5.1182,-6.1473,-5.9641,-5.8094,-5.9242,-5.6787,-5.5498,-4.0039,-5.2148,-6.1614,-6.0591,-5.8539,-5.9512,-5.7397,-5.5864,-4.3457,-5.4557,-6.392,-6.1937,-6.0559,-6.2206,-5.9037,-5.8173,-4.7534,-5.7321,-6.5095,-6.264,-6.2403,-6.4309,-5.9953,-6.0145
26,Forest4,20,3053.768,3063.768,-3.3384,-4.703,-5.5702,-5.6787,-5.4774,-5.3893,-5.2571,-5.1212,-3.4522,-4.6747,-5.7011,-5.697,-5.5146,-5.5495,-5.339,-5.2216,-3.4329,-4.7273,-5.6705,-5.7234,-5.5299,-5.4986,-5.3337,-5.204,-4.4327,-5.4779,-6.5174,-6.2878,-6.0359,-6.141,-6.0116,-5.7726,-4.2465,-5.3773,-6.2641,-6.1613,-5.9515,-6.047,-5.8292,-5.6864,-4.3249,-5.422,-6.3661,-6.2167,-5.9894,-6.089,-5.9062,-5.7251,-4.3056,-5.5014,-6.3705,-6.3232,-6.094,-6.0063,-5.9689,-5.7368,-3.7081,-4.9906,-5.9416,-5.9283,-5.7345,-5.7046,-5.5734,-5.4076,-3.6816,-4.9157,-5.9849,-5.8696,-5.7364,-5.7892,-5.5583,-5.4496,-3.7442,-4.9973,-6.0036,-5.9395,-5.7745,-5.7697,-5.6062,-5.4598,-4.161,-5.2992,-6.3929,-6.181,-5.9842,-6.0265,-5.8969,-5.6922,-4.5966,-5.6102,-6.6526,-6.4172,-6.1641,-6.2433,-6.1379,-5.8917
26,Forest4,21,3058.768,3068.768,-3.5194,-4.7142,-5.7377,-5.5238,-5.4209,-5.4236,-5.2653,-5.1131,-3.3006,-4.7408,-5.6679,-5.6263,-5.541,-5.6725,-5.2788,-5.2896,-3.4371,-4.7663,-5.738,-5.6008,-5.5085,-5.5661,-5.3042,-5.226,-4.2922,-5.512,-6.3024,-5.998,-5.9614,-6.1363,-5.7613,-5.7272,-4.2812,-5.4498,-6.2168,-5.7738,-5.8147,-6.0529,-5.5883,-5.607,-4.2864,-5.4782,-6.2553,-5.8659,-5.8781,-6.0904,-5.6618,-5.6599,-4.3363,-5.5171,-6.4067,-6.0881,-5.984,-6.0181,-5.8585,-5.6899,-3.7462,-5.0244,-5.9936,-5.7935,-5.6787,-5.7262,-5.5257,-5.3919,-3.6528,-4.9563,-5.9148,-5.7767,-5.7381,-5.842,-5.4702,-5.4752,-3.7462,-5.0348,-5.9962,-5.8241,-5.7412,-5.8026,-5.538,-5.4599,-4.1061,-5.3257,-6.2927,-5.9758,-5.8925,-6.0541,-5.7365,-5.6548,-4.5187,-5.6817,-6.4852,-6.043,-6.0422,-6.2584,-5.8527,-5.8271
26,Forest4,22,3063.768,3073.768,-3.7159,-4.8181,-5.9616,-5.6032,-5.5724,-5.7098,-5.3884,-5.3251,-3.492,-4.7561,-5.7584,-5.6328,-5.6593,-5.7844,-5.3095,-5.4057,-3.6299,-4.8258,-5.884,-5.645,-5.6422,-5.7808,-5.378,-5.395,-4.4559,-5.5922,-6.4125,-6.0166,-6.0041,-6.3641,-5.807,-5.8393,-4.4247,-5.5481,-6.3504,-5.7913,-5.8523,-6.2949,-5.6351,-5.7097,-4.4392,-5.5685,-6.3787,-5.8837,-5.9177,-6.3263,-5.7082,-5.7663,-4.5173,-5.6203,-6.5753,-6.1353,-6.0434,-6.4439,-5.944,-5.8899,-3.9239,-5.1096,-6.1457,-5.8665,-5.7984,-5.9473,-5.6195,-5.5552,-3.8237,-5.0366,-6.0047,-5.8589,-5.8455,-6.0325,-5.5497,-5.6168,-3.9209,-5.1191,-6.1165,-5.9008,-5.8533,-6.031,-5.6255,-5.6217,-4.2516,-5.4417,-6.3817,-6.0217,-5.9344,-6.3209,-5.8017,-5.7773,-4.6585,-5.8072,-6.5874,-6.0475,-6.0771,-6.4586,-5.8821,-5.9191
26,Forest4,23,3068.768,3078.768,-4.2729,-5.135,-5.9472,-5.723,-5.6752,-5.7986,-5.4518,-5.419,-4.1791,-5.0108,-5.9951,-5.7933,-5.7202,-5.7891,-5.5114,-5.4421,-4.2637,-5.1066,-6.0072,-5.7918,-5.7281,-5.8287,-5.5164,-5.4632,-5.255,-5.8695,-6.6036,-6.3281,-6.1452,-6.3869,-6.0816,-5.9394,-5.0242,-5.7247,-6.4334,-6.187,-6.0406,-6.3457,-5.9319,-5.8578,-5.1185,-5.7873,-6.5058,-6.2482,-6.0871,-6.3647,-5.9964,-5.8946,-5.0297,-5.8062,-6.5454,-6.3939,-6.1969,-6.4609,-6.0978,-6.0,-4.5884,-5.4154,-6.2287,-5.9771,-5.9201,-6.023,-5.7156,-5.6539,-4.6159,-5.4016,-6.2514,-6.0861,-5.9459,-6.0698,-5.7849,-5.6924,-4.646,-5.4532,-6.2787,-6.0711,-5.967,-6.0877,-5.7905,-5.7106,-5.1567,-5.8194,-6.5273,-6.3149,-6.0886,-6.3439,-6.0429,-5.8888,-5.2881,-5.9487,-6.7554,-6.4622,-6.2358,-6.4869,-6.2216,-6.0345
26,Forest4,24,3073.768,3083.768,-4.0449,-5.0457,-5.7215,-5.6235,-5.6271,-5.7265,-5.3105,-5.3592,-3.6887,-5.1127,-5.8014,-5.8169,-5.6512,-5.6675,-5.4479,-5.3432,-3.867,-5.1131,-5.7906,-5.7362,-5.6697,-5.7274,-5.4028,-5.3822,-4.5047,-5.7156,-6.0194,-6.1409,-6.0853,-6.3925,-5.7113,-5.8994,-4.3825,-5.597,-5.9946,-6.0533,-6.0507,-6.3213,-5.6509,-5.8525,-4.4361,-5.6491,-6.0061,-6.0926,-6.0667,-6.3536,-5.6784,-5.8741,-4.5596,-5.6879,-6.2784,-6.2416,-6.169,-6.3458,-5.8909,-5.9373,-4.0689,-5.1871,-5.8434,-5.7878,-5.7275,-5.8503,-5.4556,-5.4715,-3.9796,-5.2498,-5.9369,-5.9542,-5.83,-5.9027,-5.5759,-5.5524,-4.072,-5.2639,-5.9281,-5.9062,-5.816,-5.9216,-5.5529,-5.553,-4.2801,-5.4919,-6.1093,-6.117,-6.0486,-6.1787,-5.7429,-5.7953,-4.5658,-5.7845,-6.3006,-6.1249,-6.1701,-6.2512,-5.8541,-5.8952
