domain,target,k,n_participants,n_rows,auc,acc,f1,auc_ci_lo,auc_ci_hi,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,perm_P,perm_p_value
eeg,stress_label,3,44,176,0.4207128099173554,0.44886363636363635,0.43274853801169594,0.32398954028925625,0.5224883780991735,0.36363636363636365,0.5340909090909091,0.33532761067460454,0.5263157894736842,1000,0.961038961038961
eeg,workload_label,3,44,176,0.5983987603305785,0.5681818181818182,0.5529411764705883,0.4997094524793389,0.6918937241735538,0.4943181818181818,0.6421874999999992,0.4733566433566433,0.6309523809523809,1000,0.011988011988011988
