feature,mean_val_Low,mean_val_High,sd_val_Low,sd_val_High,mean_diff,pooled_sd,cohens_d,signal_to_noise
eeg_tright_lalpha_power_precond,-0.003701136363636312,-0.026402272727272736,0.2823272933554362,0.3674746478008852,0.022701136363636423,0.32767843791573403,0.0692787005090468,0.0692787005090468
eeg_f_specent_precond,0.0938977272727273,0.0582125,0.5184669437089632,0.5169085507533745,0.0356852272727273,0.5176883336336966,0.06893187455519768,0.06893187455519768
eeg_pleft_hbeta_power_precond,0.028693181818181836,0.006017045454545481,0.30359809102251994,0.3554235974357342,0.022676136363636357,0.33052816406977875,0.06860576141054392,0.06860576141054392
eeg_fr_lalpha_power_precond,0.04955113636363639,0.022927272727272695,0.2822564200604842,0.48734114410944396,0.026623863636363692,0.39822737061084984,0.06685593608376228,0.06685593608376228
eeg_fr_specent_precond,0.10705909090909088,0.07335227272727271,0.5216750291209648,0.5294282404952118,0.03370681818181817,0.525565932040032,0.06413432859124275,0.06413432859124275
pupil_full_pupil_asymmetry_precond,0.00524062984211311,0.016848258583555386,0.18930126570597797,0.1801326888011408,0.011607628741442276,0.1847738547151814,0.0628207316415777,0.0628207316415777
eeg_tleft_specent_precond,0.01241022727272727,-0.023544318181818177,0.5695272572851561,0.6184580186939823,0.03595454545454545,0.5944962647812173,0.06047900985177292,0.06047900985177292
eeg_f_theta_power_precond,0.10133522727272726,0.07773068181818184,0.3231365687725682,0.46224551528828,0.02360454545454542,0.39880330896460486,0.059188439323206325,0.059188439323206325
eeg_p_specent_precond,0.10003522727272725,0.06661363636363639,0.6014789355365661,0.5304929078971308,0.03342159090909086,0.5670977143417852,0.05893444826855348,0.05893444826855348
eeg_pleft_specent_precond,0.08780340909090907,0.05478409090909089,0.6074557158919931,0.5270428116018973,0.03301931818181818,0.5686723890040234,0.05806386738707049,0.05806386738707049
eda_pkht_mean_precond,0.00228926781470299,0.002534732231633123,0.003638477212877548,0.005121879166978297,2.454644169301327e-4,0.004442530958235151,0.05525328224783973,0.05525328224783973
eda_peakarea_precond,4.155661791841375,4.596051493424951,6.5542275963532335,9.217196261759446,0.4403897015835758,7.997331002046576,0.05506708443990587,0.05506708443990587
eeg_fr_theta_power_precond,0.10449772727272726,0.08307954545454545,0.311422319598645,0.47924425638493773,0.02141818181818181,0.40414039542104213,0.05299688440168889,0.05299688440168889
eeg_p_lalpha_power_precond,0.007697727272727308,-0.011315909090909041,0.2883148275148024,0.490687211718414,0.01901363636363635,0.40242973269185883,0.04724709637246194,0.04724709637246194
eeg_fl_halpha_power_precond,-0.021268181818181745,-0.03534204545454544,0.27885505794907617,0.3168926087071759,0.014073863636363693,0.29848037523179133,0.04715172186926639,0.04715172186926639
eeg_t_specent_precond,0.005788636363636367,-0.018290909090909115,0.5603999715785553,0.6025505026072648,0.024079545454545482,0.5818570427250637,0.04138395462530035,0.04138395462530035
pupil_full_pupil_mean_precond,0.03355589339779983,0.010583011962122342,0.5266826182458942,0.6265762206510179,0.022972881435677488,0.5787885367937342,0.03969132070745287,0.03969132070745287
eeg_c_specent_precond,0.0746988636363636,0.05349204545454551,0.5763638008395687,0.5942289684519698,0.021206818181818098,0.585364543624623,0.036228395472168204,0.036228395472168204
eeg_pright_lalpha_power_precond,-0.015380681818181852,-0.024664772727272723,0.22671590803437594,0.3240514117858577,0.00928409090909087,0.2796510508081984,0.03319884149285197,0.03319884149285197
eeg_fm_specent_precond,-0.013869318181818191,0.00978863636363634,0.7616529000025462,0.7338489166804443,0.02365795454545453,0.747880128294418,0.03163335092136731,0.03163335092136731
eeg_pright_specent_precond,0.10954545454545453,0.09384204545454541,0.617185748397578,0.545669066844283,0.015703409090909115,0.5825259558748387,0.026957441007629784,0.026957441007629784
eeg_fl_alpha_power_precond,0.011336363636363665,0.004052272727272791,0.2794782051757061,0.3300995642130202,0.007284090909090875,0.3058380204142872,0.023816825976129025,0.023816825976129025
eeg_tright_specent_precond,-1.7386363636362985e-4,-0.013579545454545443,0.5704733623274014,0.6141750651168487,0.013405681818181813,0.5927271158536684,0.022616953838655474,0.022616953838655474
eeg_tb_ratio_precond,0.09668667954545455,0.1014587159090909,0.29161705509249747,0.31992435922009693,0.0047720363636363505,0.3060981071839634,0.01558989177534633,0.01558989177534633
eeg_fl_lalpha_power_precond,0.056580681818181884,0.05168977272727273,0.2974886308492935,0.3615644725705709,0.004890909090909154,0.3310803175287096,0.01477257581307303,0.01477257581307303
pupil_full_pupil_sd_precond,0.040115515127435504,0.03847656652438503,0.36314890486193463,0.4264912728697375,0.0016389486030504719,0.3960883316486812,0.004137836114051881,0.004137836114051881
eeg_fl_theta_power_precond,0.10710454545454545,0.10793409090909095,0.3190808321575674,0.3743264055672684,8.295454545454994e-4,0.3478022680743161,0.002385106512210115,0.002385106512210115
eeg_ta_ratio_precond,0.10607721136363636,0.10561044318181818,0.19563683143778002,0.21653014551162175,4.667681818181779e-4,0.20634809634486387,0.002262042587677093,0.002262042587677093
eda_pkht_med_precond,0,0,0,0,0,0,NA,NA
imi_competence_score_precond,NA,NA,NA,NA,NA,NA,NA,NA
imi_effort_score_precond,NA,NA,NA,NA,NA,NA,NA,NA
imi_interest_score_precond,NA,NA,NA,NA,NA,NA,NA,NA
imi_pressure_score_precond,NA,NA,NA,NA,NA,NA,NA,NA
mps_phys_presence_score_precond,NA,NA,NA,NA,NA,NA,NA,NA
mps_social_presence_score_precond,NA,NA,NA,NA,NA,NA,NA,NA
nasa_effort_precond,NA,NA,NA,NA,NA,NA,NA,NA
nasa_performance_precond,NA,NA,NA,NA,NA,NA,NA,NA
