feature,mean_val_Low,mean_val_High,sd_val_Low,sd_val_High,mean_diff,pooled_sd,cohens_d,signal_to_noise
eeg_f_lbeta_power_precond,-0.03439545454545457,-0.0020579545454545334,0.4296223944560872,0.19564042240428398,0.03233750000000003,0.33380426652209555,0.09687563414609475,0.09687563414609475
eeg_pleft_lbeta_power_precond,-0.01872499999999995,0.012550000000000026,0.256468038048077,0.3790222348131552,0.031274999999999976,0.3235998370078301,0.09664714385886176,0.09664714385886176
eeg_tright_lbeta_power_precond,-0.04426250000000002,-0.017972727272727293,0.33452437648494865,0.1935996958575985,0.026289772727272724,0.2733014825232369,0.0961933044949271,0.0961933044949271
hr_sd_precond,-0.29180353263647274,-0.48933256901152794,1.9687780705307232,2.1386202412124216,0.1975290363750552,2.055454162360007,0.09609994715146489,0.09609994715146489
pupil_full_pupil_asymmetry_precond,0.019631075728143235,0.00229048193140863,0.20230870912383886,0.1649532427804666,0.017340593796734603,0.1845784197721196,0.09394702705843559,0.09394702705843559
eeg_tleft_hbeta_power_precond,-0.0032477272727272836,-0.03076704545454549,0.3282422903042821,0.2671529501738145,0.027519318181818207,0.2992605051880161,0.09195773483216127,0.09195773483216127
eeg_c_hbeta_power_precond,0.020445454545454565,-0.006910227272727321,0.33868487265835656,0.26981801914886827,0.027355681818181887,0.3061937347701829,0.08934108935545006,0.08934108935545006
eda_peakarea_precond,4.716893806169462,4.020089747980516,9.09638439762842,6.618204363213918,0.6968040581889454,7.954396209099767,0.08759986803169385,0.08759986803169385
eda_pkht_mean_precond,0.0026008124786002433,0.002214996257723702,0.005051686918101102,0.0036783233504695074,3.858162208765412e-4,0.0044186877797103424,0.08731465994228553,0.08731465994228553
eeg_pright_theta_power_precond,0.014097727272727355,0.041955681818181816,0.3451175754932158,0.32472505146324276,0.02785795454545446,0.33507648377804816,0.08313909180182079,0.08313909180182079
eeg_tleft_theta_power_precond,0.028210227272727248,0.059363636363636355,0.3733085627167542,0.3767301403690538,0.031153409090909107,0.3750232537191099,0.08307060637429918,0.08307060637429918
eeg_t_hbeta_power_precond,-0.008232954545454555,-0.031822727272727204,0.32483587110168216,0.2479419883611416,0.023589772727272647,0.2889581048758324,0.08163734579242676,0.08163734579242676
eeg_faa_precond,-0.024334904545454544,-0.005922665556818182,0.3027309675943999,0.16157301461542847,0.01841223898863636,0.24264364590130838,0.07588180980484138,0.07588180980484138
eeg_t_lalpha_power_precond,-0.0219897727272727,0.002357954545454485,0.3785355851231763,0.31733750687451245,0.024347727272727188,0.3492794600845265,0.06970844282350579,0.06970844282350579
eeg_fr_hbeta_power_precond,0.024848863636363586,-0.0019920454545454243,0.47527369029681094,0.2674377169823538,0.02684090909090901,0.3856215846870365,0.06960427049925798,0.06960427049925798
eeg_fm_beta_power_precond,-0.03438977272727272,-0.014061363636363627,0.3905197791920118,0.27688629411616505,0.02032840909090909,0.338505330688869,0.0600534385959008,0.0600534385959008
eeg_pright_alpha_power_precond,-0.05390454545454543,-0.06897045454545452,0.2713577783796649,0.23740003638995497,0.015065909090909088,0.25494491676154213,0.059094761653948565,0.059094761653948565
eeg_fl_lbeta_power_precond,-0.014967045454545474,-3.727272727272821e-4,0.2784534496359469,0.21158144472849227,0.014594318181818193,0.2472883250049978,0.05901741694244253,0.05901741694244253
eeg_p_beta_power_precond,0.01647499999999996,-0.00297386363636367,0.2955823467929575,0.3751266769929823,0.01944886363636363,0.33770471386066664,0.05759133005288171,0.05759133005288171
eeg_f_hbeta_power_precond,0.010794318181818181,-0.009864772727272734,0.45490975089747065,0.26453682968920744,0.020659090909090915,0.37210389390841875,0.055519684817314695,0.055519684817314695
eeg_tright_beta_power_precond,-0.0310988636363636,-0.017685227272727314,0.3197248441640176,0.19526225190916296,0.013413636363636287,0.2649068921303698,0.05063528644258518,0.05063528644258518
eeg_c_alpha_power_precond,-0.07504886363636361,-0.06096704545454545,0.3127459638903888,0.24482576996130798,0.01408181818181816,0.28084666240394923,0.050140592953046764,0.050140592953046764
eeg_fr_lbeta_power_precond,-0.020162500000000014,-0.003246590909090882,0.45551972119072753,0.18499892074793217,0.01691590909090913,0.3476512743192363,0.04865769332798656,0.04865769332798656
eeg_tleft_halpha_power_precond,-0.06645909090909091,-0.08294659090909091,0.353481223756778,0.34441843134523664,0.016487500000000002,0.3489792482361257,0.047244929557657425,0.047244929557657425
eda_pkrate_precond,0.06049943858392655,0.055218038370424494,0.14672061733510622,0.07420299872189393,0.005281400213502055,0.11626053623331535,0.04542728241768275,0.04542728241768275
eeg_pright_lalpha_power_precond,-0.026350000000000044,-0.013695454545454532,0.3036825717222114,0.2532763698400055,0.012654545454545512,0.2796176173698175,0.045256609986089776,0.045256609986089776
eeg_p_alpha_power_precond,-0.0544386363636363,-0.037431818181818254,0.3210725275001904,0.4402201691957913,0.017006818181818047,0.38528000550387487,0.0441414502150878,0.0441414502150878
eeg_c_beta_power_precond,-0.007800000000000009,-0.019361363636363597,0.3062607911305462,0.22761230116032485,0.011561363636363588,0.2698175604213025,0.04284881835826873,0.04284881835826873
eeg_tleft_beta_power_precond,-0.017773863636363664,-0.02951931818181824,0.3240319937709849,0.2540490693203151,0.011745454545454576,0.2911508737834371,0.04034147104841266,0.04034147104841266
eeg_pleft_beta_power_precond,-7.011363636363142e-4,0.010960227272727269,0.27099808689756855,0.36170941424570463,0.011661363636363583,0.31958853503850293,0.03648867952962913,0.03648867952962913
eeg_fl_beta_power_precond,0.00420340909090913,-0.005622727272727294,0.3093199334873398,0.2355074085406528,0.009826136363636424,0.2749023105851843,0.03574410248760564,0.03574410248760564
eeg_pleft_hbeta_power_precond,0.022927272727272765,0.011782954545454553,0.29980271970397765,0.3589057130438831,0.011144318181818212,0.3306773212645826,0.03370148923185871,0.03370148923185871
eeg_tleft_alpha_power_precond,-0.04439204545454543,-0.055801136363636344,0.34495739741010334,0.3324580386604575,0.011409090909090917,0.33876537123642836,0.033678444958674295,0.033678444958674295
eeg_t_lbeta_power_precond,-0.0341147727272728,-0.02454772727272733,0.33948715329231893,0.24117764329837718,0.00956704545454547,0.29446407495438365,0.03248968641090609,0.03248968641090609
eeg_fm_hbeta_power_precond,-0.021012499999999948,-0.03132159090909091,0.3968592236614546,0.30325517059729035,0.010309090909090962,0.35317201325923614,0.029189999552778435,0.029189999552778435
eeg_tright_hbeta_power_precond,-0.01373750000000003,-0.021150000000000023,0.3181284932739578,0.21283712784311326,0.007412499999999994,0.2706523427030185,0.027387533120796163,0.027387533120796163
eeg_f_beta_power_precond,-0.013061363636363621,-0.005850000000000022,0.43813315837435163,0.21951788710403689,0.007211363636363599,0.3465175083785128,0.02081096470452045,0.02081096470452045
eeg_c_halpha_power_precond,-0.10368409090909088,-0.09779204545454545,0.308634267764039,0.25554463686458145,0.005892045454545428,0.28333564254122295,0.02079528506085564,0.02079528506085564
eeg_tleft_lalpha_power_precond,-0.010579545454545562,-0.00324431818181815,0.36175494028165234,0.3459331869774904,0.0073352272727274116,0.35393248414816714,0.02072493371265876,0.02072493371265876
eeg_t_alpha_power_precond,-0.050121590909090866,-0.04384090909090907,0.3564971539757958,0.30448394126968026,0.006280681818181796,0.3315122103965104,0.01894555199239777,0.01894555199239777
