 minimum eigenvalues =   2.143042142723299E-006  3.276174770635367E-006
  3.351296480813748E-006
 maximum eigenvalues =   0.402897817089748       4.095322725567386E-002
  3.295251683176237E-002
 num eigs kept =           86
 minimum eigenvalues =   2.143042142723299E-006  3.276174770635367E-006
  3.351296480813748E-006
 maximum eigenvalues =   0.402897817089748       4.095322725567386E-002
  3.295251683176237E-002
 num eigs kept =           86
 iter     1 lrate =  0.0500000000 LL =   3.2197800579 nd =  0.0615353216, D =   0.30457E-01  0.30457E-01  (  8.19 s,   0.5 h)
 iter     2 lrate =  0.0500000000 LL =   3.7802488677 nd =  0.0875127437, D =   0.28301E-01  0.28301E-01  (  7.31 s,   0.4 h)
 iter     3 lrate =  0.0500000000 LL =   4.0251173734 nd =  0.1417912267, D =   0.10145E+00  0.10145E+00  (  8.28 s,   0.5 h)
 iter     4 lrate =  0.0500000000 LL =   4.0804233850 nd =  0.2833116585, D =   0.48309E+00  0.48309E+00  (  8.50 s,   0.5 h)
 iter     5 lrate =  0.0500000000 LL =   4.0459537275 nd =  0.2237895640, D =   0.13541E+01  0.13541E+01  (  8.28 s,   0.4 h)
 iter     6 lrate =  0.0500000000 LL =   4.0469844853 nd =  0.2533875972, D =   0.19429E+01  0.19429E+01  (  7.76 s,   0.4 h)
 iter     7 lrate =  0.0500000000 LL =   4.0502769899 nd =  0.1775203375, D =   0.23920E+01  0.23920E+01  (  7.27 s,   0.4 h)
 iter     8 lrate =  0.0500000000 LL =   4.1374545023 nd =  0.1309652785, D =   0.26637E+01  0.26637E+01  (  6.66 s,   0.4 h)
 iter     9 lrate =  0.0500000000 LL =   4.1744388737 nd =  0.2189810405, D =   0.30503E+01  0.30503E+01  (  6.56 s,   0.3 h)
 iter    10 lrate =  0.0500000000 LL =   4.1427088570 nd =  0.2641053176, D =   0.36842E+01  0.36842E+01  (  8.53 s,   0.4 h)
 iter    11 lrate =  0.0500000000 LL =   4.1307217020 nd =  0.2792642321, D =   0.41959E+01  0.41959E+01  ( 20.72 s,   1.1 h)
 iter    12 lrate =  0.0250000000 LL =   4.2114944490 nd =  0.1943393058, D =   0.43146E+01  0.43146E+01  (  8.02 s,   0.4 h)
 iter    13 lrate =  0.0250000000 LL =   4.1954417818 nd =  0.2913079263, D =   0.44807E+01  0.44807E+01  (  7.87 s,   0.4 h)
 iter    14 lrate =  0.0250000000 LL =   4.1962154077 nd =  0.2804873682, D =   0.46144E+01  0.46144E+01  (  9.42 s,   0.5 h)
