condition,cond_short,rating,feature,group,rho,p_raw,p_fdr,n
High Stress - High Cog,HS–HW,stress,eeg_fm_theta_power_precond_Z,EEG_FrontalMidline,0.09240846455364832,0.5507738855351436,0.8467513667693556,44
High Stress - High Cog,HS–HW,workload,eeg_fm_theta_power_precond_Z,EEG_FrontalMidline,0.033397119932315186,0.8296005925869714,0.9203176193546945,44
High Stress - Low Cog,HS–LW,stress,eeg_fm_theta_power_precond_Z,EEG_FrontalMidline,0.09319868846823806,0.5473572514468248,0.9713505226781991,44
High Stress - Low Cog,HS–LW,workload,eeg_fm_theta_power_precond_Z,EEG_FrontalMidline,0.17044888189758184,0.26864000123423176,0.7996346659838194,44
Low Stress - High Cog,LS–HW,stress,eeg_fm_theta_power_precond_Z,EEG_FrontalMidline,0.3932682379480428,0.008268597866322272,0.06614878293057817,44
Low Stress - High Cog,LS–HW,workload,eeg_fm_theta_power_precond_Z,EEG_FrontalMidline,0.2658748012451525,0.0810907437170463,0.3243629748681852,44
Low Stress - Low Cog,LS–LW,stress,eeg_fm_theta_power_precond_Z,EEG_FrontalMidline,0.0312063094755833,0.8406290236967519,0.8592615476819441,44
Low Stress - Low Cog,LS–LW,workload,eeg_fm_theta_power_precond_Z,EEG_FrontalMidline,-0.07341750274027031,0.6357731663057713,0.8343344532056074,44
High Stress - High Cog,HS–HW,stress,eeg_f_alpha_power_precond_Z,EEG_Frontal,0.11209857584700261,0.4687835942155555,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_f_alpha_power_precond_Z,EEG_Frontal,-0.04130696412681089,0.7900659283251322,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_f_alpha_power_precond_Z,EEG_Frontal,0.07668879810308239,0.6207546239388857,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_f_alpha_power_precond_Z,EEG_Frontal,0.13812852044944263,0.3712359470447639,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_f_alpha_power_precond_Z,EEG_Frontal,0.2199094675931044,0.15147333928833567,0.2366770926380245,44
Low Stress - High Cog,LS–HW,workload,eeg_f_alpha_power_precond_Z,EEG_Frontal,0.07089039947015915,0.6474751797721383,0.6744533122626442,44
Low Stress - Low Cog,LS–LW,stress,eeg_f_alpha_power_precond_Z,EEG_Frontal,0.10078219492000878,0.5150926069648107,0.8584876782746846,44
Low Stress - Low Cog,LS–LW,workload,eeg_f_alpha_power_precond_Z,EEG_Frontal,0.17703206801113913,0.2503087079041584,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_f_beta_power_precond_Z,EEG_Frontal,-0.07449543911709496,0.6308079984717065,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_f_beta_power_precond_Z,EEG_Frontal,-0.1763602298180153,0.252139901281565,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_f_beta_power_precond_Z,EEG_Frontal,0.023442614890783805,0.8799404093154037,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_f_beta_power_precond_Z,EEG_Frontal,0.1390560363408903,0.36800119530901776,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_f_beta_power_precond_Z,EEG_Frontal,0.35863906073428514,0.016821538338959222,0.12099719401433527,44
Low Stress - High Cog,LS–HW,workload,eeg_f_beta_power_precond_Z,EEG_Frontal,0.130108945290181,0.39990769547036975,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_f_beta_power_precond_Z,EEG_Frontal,0.27532475769139625,0.07047274659435539,0.31715649697351833,44
Low Stress - Low Cog,LS–LW,workload,eeg_f_beta_power_precond_Z,EEG_Frontal,0.11205829365620205,0.4689443969415513,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_f_halpha_power_precond_Z,EEG_Frontal,0.16093289519189213,0.29667150209153237,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_f_halpha_power_precond_Z,EEG_Frontal,-0.08027027071451194,0.6044851985442539,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_f_halpha_power_precond_Z,EEG_Frontal,0.06775487474531416,0.6621118565518435,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_f_halpha_power_precond_Z,EEG_Frontal,0.2903124740231312,0.055917908529317634,0.46598257107764696,44
Low Stress - High Cog,LS–HW,stress,eeg_f_halpha_power_precond_Z,EEG_Frontal,0.25631268052477996,0.09306903251121258,0.18518733091237286,44
Low Stress - High Cog,LS–HW,workload,eeg_f_halpha_power_precond_Z,EEG_Frontal,0.07754980063250744,0.6168266255082947,0.6704637233785812,44
Low Stress - Low Cog,LS–LW,stress,eeg_f_halpha_power_precond_Z,EEG_Frontal,0.17766319371894582,0.24859665514222476,0.5649923980505108,44
Low Stress - Low Cog,LS–LW,workload,eeg_f_halpha_power_precond_Z,EEG_Frontal,0.22232766180703692,0.14691235040845266,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_f_hbeta_power_precond_Z,EEG_Frontal,-0.006539675953027418,0.9663943513828417,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_f_hbeta_power_precond_Z,EEG_Frontal,-0.16771799264254775,0.2764985632421066,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_f_hbeta_power_precond_Z,EEG_Frontal,-0.04073869051142308,0.7928902072221174,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_f_hbeta_power_precond_Z,EEG_Frontal,0.12771180351472225,0.4087205820935209,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_f_hbeta_power_precond_Z,EEG_Frontal,0.32933199067428126,0.02903932656344046,0.12099719401433527,44
Low Stress - High Cog,LS–HW,workload,eeg_f_hbeta_power_precond_Z,EEG_Frontal,0.14063509551453798,0.3625332173413516,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_f_hbeta_power_precond_Z,EEG_Frontal,0.2534094176278616,0.09696427974330409,0.31715649697351833,44
Low Stress - Low Cog,LS–LW,workload,eeg_f_hbeta_power_precond_Z,EEG_Frontal,0.011592237274779524,0.9404669435024904,0.9764629860199299,44
High Stress - High Cog,HS–HW,stress,eeg_f_lalpha_power_precond_Z,EEG_Frontal,0.08579770516634885,0.5797455479123751,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_f_lalpha_power_precond_Z,EEG_Frontal,0.022411225217737824,0.8851864904741213,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_f_lalpha_power_precond_Z,EEG_Frontal,0.07740351197170385,0.6174932713938137,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_f_lalpha_power_precond_Z,EEG_Frontal,0.04509154179961143,0.7713262081745189,0.7744970360888406,44
Low Stress - High Cog,LS–HW,stress,eeg_f_lalpha_power_precond_Z,EEG_Frontal,0.20082084326830768,0.19117586650354004,0.26552203681047226,44
Low Stress - High Cog,LS–HW,workload,eeg_f_lalpha_power_precond_Z,EEG_Frontal,0.10841218666446563,0.4836204161131946,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_f_lalpha_power_precond_Z,EEG_Frontal,0.031135386044956973,0.8409865648970509,0.9006779634531302,44
Low Stress - Low Cog,LS–LW,workload,eeg_f_lalpha_power_precond_Z,EEG_Frontal,0.1273714959821454,0.40998065980085174,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_f_lbeta_power_precond_Z,EEG_Frontal,-0.08636637264052516,0.5772265084719694,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_f_lbeta_power_precond_Z,EEG_Frontal,-0.04599427920503056,0.7668747104851901,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_f_lbeta_power_precond_Z,EEG_Frontal,0.051673812701331374,0.7390434602284774,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_f_lbeta_power_precond_Z,EEG_Frontal,0.12071976064073187,0.43505388037781345,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_f_lbeta_power_precond_Z,EEG_Frontal,0.3386279378361711,0.024549072644048823,0.12099719401433527,44
Low Stress - High Cog,LS–HW,workload,eeg_f_lbeta_power_precond_Z,EEG_Frontal,0.09058217710075893,0.5587085447756526,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_f_lbeta_power_precond_Z,EEG_Frontal,0.3044742876788161,0.04448373930527275,0.31715649697351833,44
Low Stress - Low Cog,LS–LW,workload,eeg_f_lbeta_power_precond_Z,EEG_Frontal,0.16658474305979462,0.27980355760844483,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_f_specent_precond_Z,EEG_Frontal,-0.0071083434272037165,0.9634740105995727,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_f_specent_precond_Z,EEG_Frontal,-0.0675266328456022,0.6631822506679741,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_f_specent_precond_Z,EEG_Frontal,-0.0645386623365176,0.6772555127171932,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_f_specent_precond_Z,EEG_Frontal,-0.18393353601170614,0.23201566189412678,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_f_specent_precond_Z,EEG_Frontal,-0.023417271476516444,0.8800692566539099,0.9167388090144896,44
Low Stress - High Cog,LS–HW,workload,eeg_f_specent_precond_Z,EEG_Frontal,0.29043581843531874,0.05580901526193763,0.4650751271828136,44
Low Stress - Low Cog,LS–LW,stress,eeg_f_specent_precond_Z,EEG_Frontal,-0.13844253658258773,0.37013890359936763,0.7118055838449378,44
Low Stress - Low Cog,LS–LW,workload,eeg_f_specent_precond_Z,EEG_Frontal,-0.11377566214135458,0.4621149905795907,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_f_theta_power_precond_Z,EEG_Frontal,0.16512681781394234,0.28409333481656973,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_f_theta_power_precond_Z,EEG_Frontal,-0.02299713960251528,0.882205674084958,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_f_theta_power_precond_Z,EEG_Frontal,0.004073869051142307,0.9790618223614669,0.9790618223614669,44
High Stress - Low Cog,HS–LW,workload,eeg_f_theta_power_precond_Z,EEG_Frontal,0.050085858138175995,0.7467934560465714,0.7744970360888406,44
Low Stress - High Cog,LS–HW,stress,eeg_f_theta_power_precond_Z,EEG_Frontal,0.3877332465081389,0.009308847683055918,0.12099719401433527,44
Low Stress - High Cog,LS–HW,workload,eeg_f_theta_power_precond_Z,EEG_Frontal,0.22384180681183588,0.14410851138807126,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_f_theta_power_precond_Z,EEG_Frontal,0.029433223709925155,0.849576877942736,0.9006779634531302,44
Low Stress - Low Cog,LS–LW,workload,eeg_f_theta_power_precond_Z,EEG_Frontal,0.07069833597211216,0.6483680388365655,0.8531158405744284,44
High Stress - High Cog,HS–HW,stress,eeg_faa_precond_Z,EEG_Frontal,0.17202191093832994,0.26418113402110166,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_faa_precond_Z,EEG_Frontal,-0.04350414306972636,0.7791713923917103,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_faa_precond_Z,EEG_Frontal,-0.23721353299546175,0.12104051336555027,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_faa_precond_Z,EEG_Frontal,-0.3102183920011242,0.040424766688981206,0.46598257107764696,44
Low Stress - High Cog,LS–HW,stress,eeg_faa_precond_Z,EEG_Frontal,-0.012914980026442403,0.9336881921631763,0.9336881921631763,44
Low Stress - High Cog,LS–HW,workload,eeg_faa_precond_Z,EEG_Frontal,0.029215437357398927,0.8506772464210228,0.8506772464210228,44
Low Stress - Low Cog,LS–LW,stress,eeg_faa_precond_Z,EEG_Frontal,-0.02744736765238804,0.8596206404122004,0.9006779634531302,44
Low Stress - Low Cog,LS–LW,workload,eeg_faa_precond_Z,EEG_Frontal,0.09753221855262031,0.5288024242093401,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_fl_alpha_power_precond_Z,EEG_Frontal,0.21104671635367836,0.16907863540178308,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fl_alpha_power_precond_Z,EEG_Frontal,0.03705908483717431,0.8112394910271962,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fl_alpha_power_precond_Z,EEG_Frontal,0.08805274861416357,0.5697857071465807,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fl_alpha_power_precond_Z,EEG_Frontal,0.2095472440909158,0.17219777319501373,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_fl_alpha_power_precond_Z,EEG_Frontal,0.25389999194841156,0.09629741207443389,0.18518733091237286,44
Low Stress - High Cog,LS–HW,workload,eeg_fl_alpha_power_precond_Z,EEG_Frontal,0.12495327987416943,0.41899862102419994,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_fl_alpha_power_precond_Z,EEG_Frontal,0.10986039404017849,0.47776263079178816,0.853147554985336,44
Low Stress - Low Cog,LS–LW,workload,eeg_fl_alpha_power_precond_Z,EEG_Frontal,0.2050108629150823,0.18188635882566026,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_fl_beta_power_precond_Z,EEG_Frontal,0.00973843049526909,0.949974168743502,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fl_beta_power_precond_Z,EEG_Frontal,-0.03705908483717431,0.8112394910271962,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fl_beta_power_precond_Z,EEG_Frontal,0.038237191971247975,0.805353172775678,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fl_beta_power_precond_Z,EEG_Frontal,0.09767455810706971,0.5281982483658723,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_fl_beta_power_precond_Z,EEG_Frontal,0.22721849475092618,0.13799838619613392,0.22999731032688986,44
Low Stress - High Cog,LS–HW,workload,eeg_fl_beta_power_precond_Z,EEG_Frontal,0.13784244341419838,0.3722370733680217,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_fl_beta_power_precond_Z,EEG_Frontal,0.2501469398190507,0.10149007903152586,0.31715649697351833,44
Low Stress - Low Cog,LS–LW,workload,eeg_fl_beta_power_precond_Z,EEG_Frontal,0.02754945278265504,0.859103781611555,0.9563017535351184,44
High Stress - High Cog,HS–HW,stress,eeg_fl_halpha_power_precond_Z,EEG_Frontal,0.2706146342736455,0.07561862420627913,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fl_halpha_power_precond_Z,EEG_Frontal,0.03705908483717431,0.8112394910271962,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fl_halpha_power_precond_Z,EEG_Frontal,0.11313920540277672,0.46463970834781865,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fl_halpha_power_precond_Z,EEG_Frontal,0.3322647312670735,0.027554539313631703,0.46598257107764696,44
Low Stress - High Cog,LS–HW,stress,eeg_fl_halpha_power_precond_Z,EEG_Frontal,0.27263380912962476,0.07337760288093668,0.17672157186712328,44
Low Stress - High Cog,LS–HW,workload,eeg_fl_halpha_power_precond_Z,EEG_Frontal,0.09509338433976905,0.5392066951739498,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_fl_halpha_power_precond_Z,EEG_Frontal,0.08879613514415975,0.5665197278566625,0.8851870747760351,44
Low Stress - Low Cog,LS–LW,workload,eeg_fl_halpha_power_precond_Z,EEG_Frontal,0.2562456893887992,0.09315752761151012,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_fl_hbeta_power_precond_Z,EEG_Frontal,-0.04926081995052175,0.7508298641222276,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fl_hbeta_power_precond_Z,EEG_Frontal,-0.14882225373347469,0.33497613414673766,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fl_hbeta_power_precond_Z,EEG_Frontal,-0.01693871868632854,0.9130979012782482,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fl_hbeta_power_precond_Z,EEG_Frontal,0.06349916487603509,0.6821773930570532,0.7744970360888406,44
Low Stress - High Cog,LS–HW,stress,eeg_fl_hbeta_power_precond_Z,EEG_Frontal,0.26873093055020536,0.07775749162153424,0.17672157186712328,44
Low Stress - High Cog,LS–HW,workload,eeg_fl_hbeta_power_precond_Z,EEG_Frontal,0.17801366978062189,0.2476493364607801,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_fl_hbeta_power_precond_Z,EEG_Frontal,0.21745123830031454,0.1562155137228385,0.4339319825634403,44
Low Stress - Low Cog,LS–LW,workload,eeg_fl_hbeta_power_precond_Z,EEG_Frontal,0.004579649293740058,0.9764629860199299,0.9764629860199299,44
High Stress - High Cog,HS–HW,stress,eeg_fl_lalpha_power_precond_Z,EEG_Frontal,0.15887147559800305,0.3029835558377945,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fl_lalpha_power_precond_Z,EEG_Frontal,0.10605050364472017,0.4932530556052004,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fl_lalpha_power_precond_Z,EEG_Frontal,0.09262691737334089,0.5498283662149777,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fl_lalpha_power_precond_Z,EEG_Frontal,0.17130505041276434,0.26620699033384293,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_fl_lalpha_power_precond_Z,EEG_Frontal,0.17541665178772317,0.2547269247280903,0.31840865591011286,44
Low Stress - High Cog,LS–HW,workload,eeg_fl_lalpha_power_precond_Z,EEG_Frontal,0.13991903087342525,0.3650067066960906,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_fl_lalpha_power_precond_Z,EEG_Frontal,0.034043246700636326,0.82635409269878,0.9006779634531302,44
Low Stress - Low Cog,LS–LW,workload,eeg_fl_lalpha_power_precond_Z,EEG_Frontal,0.03577851010734421,0.8176494562183884,0.9563017535351184,44
High Stress - High Cog,HS–HW,stress,eeg_fl_lbeta_power_precond_Z,EEG_Frontal,0.02182261432151541,0.8881826028781582,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fl_lbeta_power_precond_Z,EEG_Frontal,0.09579700191111462,0.5361948884220895,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fl_lbeta_power_precond_Z,EEG_Frontal,0.06439571956279332,0.6779315460583382,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fl_lbeta_power_precond_Z,EEG_Frontal,0.17572858774120723,0.2538697236724784,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_fl_lbeta_power_precond_Z,EEG_Frontal,0.2689438148363555,0.07751341708456573,0.17672157186712328,44
Low Stress - High Cog,LS–HW,workload,eeg_fl_lbeta_power_precond_Z,EEG_Frontal,0.09129824174187165,0.5555910926670449,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_fl_lbeta_power_precond_Z,EEG_Frontal,0.30177919731501573,0.046499220682531706,0.31715649697351833,44
Low Stress - Low Cog,LS–LW,workload,eeg_fl_lbeta_power_precond_Z,EEG_Frontal,-0.04000037430001083,0.7965634950891539,0.9563017535351184,44
High Stress - High Cog,HS–HW,stress,eeg_fl_specent_precond_Z,EEG_Frontal,-0.02509245229802912,0.871559283854919,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fl_specent_precond_Z,EEG_Frontal,0.02563375433401385,0.8688124651243374,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fl_specent_precond_Z,EEG_Frontal,0.04910084277429413,0.7516132998870492,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fl_specent_precond_Z,EEG_Frontal,-0.17779766165289826,0.24823290689822997,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_fl_specent_precond_Z,EEG_Frontal,0.13589113599251207,0.3791085951987989,0.43080522181681696,44
Low Stress - High Cog,LS–HW,workload,eeg_fl_specent_precond_Z,EEG_Frontal,0.20522412614290517,0.1814223326689613,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_fl_specent_precond_Z,EEG_Frontal,-0.1598614126317381,0.29994171564994415,0.624878574270717,44
Low Stress - Low Cog,LS–LW,workload,eeg_fl_specent_precond_Z,EEG_Frontal,-0.09674509133025874,0.5321495808169192,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_fl_theta_power_precond_Z,EEG_Frontal,0.1890108517293468,0.21915626833237636,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fl_theta_power_precond_Z,EEG_Frontal,0.04057457114583907,0.7937063579160486,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fl_theta_power_precond_Z,EEG_Frontal,0.056748281168543725,0.7144516883600851,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fl_theta_power_precond_Z,EEG_Frontal,0.15047161654332358,0.32958635281803705,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_fl_theta_power_precond_Z,EEG_Frontal,0.34707234785346036,0.02098762943180451,0.12099719401433527,44
Low Stress - High Cog,LS–HW,workload,eeg_fl_theta_power_precond_Z,EEG_Frontal,0.22520232962995004,0.14162304254177255,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_fl_theta_power_precond_Z,EEG_Frontal,0.05205779807972304,0.7371732200085961,0.9006779634531302,44
Low Stress - Low Cog,LS–LW,workload,eeg_fl_theta_power_precond_Z,EEG_Frontal,0.08622620935869954,0.5778469313485838,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_fr_alpha_power_precond_Z,EEG_Frontal,0.09610480313579424,0.5348799286246815,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fr_alpha_power_precond_Z,EEG_Frontal,-0.05068159428325024,0.7438830321633386,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fr_alpha_power_precond_Z,EEG_Frontal,0.08176326657029474,0.5977579479840174,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fr_alpha_power_precond_Z,EEG_Frontal,0.10538007474371217,0.49600547632296643,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_fr_alpha_power_precond_Z,EEG_Frontal,0.2069235261379453,0.1777549416031114,0.2614043258869285,44
Low Stress - High Cog,LS–HW,workload,eeg_fr_alpha_power_precond_Z,EEG_Frontal,0.10318491478434276,0.5050725882107898,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_fr_alpha_power_precond_Z,EEG_Frontal,0.06581694362123022,0.6712212005439289,0.9006779634531302,44
Low Stress - Low Cog,LS–LW,workload,eeg_fr_alpha_power_precond_Z,EEG_Frontal,0.1539191504817948,0.31849650207333385,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_fr_beta_power_precond_Z,EEG_Frontal,-0.040162140363701,0.7957582981787372,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fr_beta_power_precond_Z,EEG_Frontal,-0.2696670955938257,0.07668865666314457,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fr_beta_power_precond_Z,EEG_Frontal,0.018153732262985018,0.9068908490146359,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fr_beta_power_precond_Z,EEG_Frontal,0.13106513019918703,0.39642332939394487,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_fr_beta_power_precond_Z,EEG_Frontal,0.22750234046579307,0.13749367422881445,0.22999731032688986,44
Low Stress - High Cog,LS–HW,workload,eeg_fr_beta_power_precond_Z,EEG_Frontal,0.09631069422966067,0.5340012156696324,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_fr_beta_power_precond_Z,EEG_Frontal,0.3291556415367775,0.02913068317272242,0.31715649697351833,44
Low Stress - Low Cog,LS–LW,workload,eeg_fr_beta_power_precond_Z,EEG_Frontal,0.08429416981290296,0.5864296121999544,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_fr_halpha_power_precond_Z,EEG_Frontal,0.15083904752526286,0.3283930792901657,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fr_halpha_power_precond_Z,EEG_Frontal,-0.0621069247864107,0.6887898975687519,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fr_halpha_power_precond_Z,EEG_Frontal,-0.035878636204797164,0.8171478417857619,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fr_halpha_power_precond_Z,EEG_Frontal,0.23066606746541735,0.1319606962129035,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_fr_halpha_power_precond_Z,EEG_Frontal,0.28086533486076387,0.06477830738498118,0.17672157186712328,44
Low Stress - High Cog,LS–HW,workload,eeg_fr_halpha_power_precond_Z,EEG_Frontal,0.11285178743936448,0.46578226667415346,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_fr_halpha_power_precond_Z,EEG_Frontal,0.19042941123168444,0.21565338847321175,0.5391334711830293,44
Low Stress - Low Cog,LS–LW,workload,eeg_fr_halpha_power_precond_Z,EEG_Frontal,0.21080698155247207,0.16957455866375473,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_fr_hbeta_power_precond_Z,EEG_Frontal,0.0661786773072666,0.6695172661124724,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fr_hbeta_power_precond_Z,EEG_Frontal,-0.2447657342407837,0.10930696166448059,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fr_hbeta_power_precond_Z,EEG_Frontal,-0.013865449051256275,0.9288200900195049,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fr_hbeta_power_precond_Z,EEG_Frontal,0.11708104445120626,0.4491225257392347,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_fr_hbeta_power_precond_Z,EEG_Frontal,0.15866975461057808,0.30360581186457386,0.36143549031496885,44
Low Stress - High Cog,LS–HW,workload,eeg_fr_hbeta_power_precond_Z,EEG_Frontal,0.16118615071447298,0.2959019261887367,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_fr_hbeta_power_precond_Z,EEG_Frontal,0.2712821221456957,0.07487192141097056,0.31715649697351833,44
Low Stress - Low Cog,LS–LW,workload,eeg_fr_hbeta_power_precond_Z,EEG_Frontal,0.0234707026304178,0.879797613252309,0.9563017535351184,44
High Stress - High Cog,HS–HW,stress,eeg_fr_lalpha_power_precond_Z,EEG_Frontal,0.059923335091327336,0.6992071060776646,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fr_lalpha_power_precond_Z,EEG_Frontal,-0.04365062166592073,0.778446549414181,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fr_lalpha_power_precond_Z,EEG_Frontal,0.07047078744607571,0.6494264905043015,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fr_lalpha_power_precond_Z,EEG_Frontal,0.10302561132696031,0.5057338504132509,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_fr_lalpha_power_precond_Z,EEG_Frontal,0.1910281661054008,0.21418659845729185,0.2818244716543314,44
Low Stress - High Cog,LS–HW,workload,eeg_fr_lalpha_power_precond_Z,EEG_Frontal,0.20486609382234885,0.1822018359727661,0.6348960736086962,44
