condition,cond_short,rating,feature,group,rho,p_raw,p_fdr,n
Low Stress - Low Cog,LS–LW,stress,eeg_fr_lalpha_power_precond_Z,EEG_Frontal,0.00262416693317405,0.9865118810949045,0.9865118810949045,44
Low Stress - Low Cog,LS–LW,workload,eeg_fr_lalpha_power_precond_Z,EEG_Frontal,0.15291735219878913,0.3216944728985117,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_fr_lbeta_power_precond_Z,EEG_Frontal,-0.10506131585407093,0.4973168936352239,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fr_lbeta_power_precond_Z,EEG_Frontal,-0.2285066100632092,0.13571897132600833,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fr_lbeta_power_precond_Z,EEG_Frontal,0.05424678262836863,0.7265404688963508,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fr_lbeta_power_precond_Z,EEG_Frontal,0.044449415413224565,0.7744970360888406,0.7744970360888406,44
Low Stress - High Cog,LS–HW,stress,eeg_fr_lbeta_power_precond_Z,EEG_Frontal,0.28107821914691405,0.0645670394803166,0.17672157186712328,44
Low Stress - High Cog,LS–HW,workload,eeg_fr_lbeta_power_precond_Z,EEG_Frontal,0.15202052330823018,0.324574432905285,0.6348960736086962,44
Low Stress - Low Cog,LS–LW,stress,eeg_fr_lbeta_power_precond_Z,EEG_Frontal,0.2509980209865666,0.10029410487617123,0.31715649697351833,44
Low Stress - Low Cog,LS–LW,workload,eeg_fr_lbeta_power_precond_Z,EEG_Frontal,0.08629776637891423,0.5775301514611368,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_fr_specent_precond_Z,EEG_Frontal,0.06390400741056142,0.6802589549647491,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fr_specent_precond_Z,EEG_Frontal,-0.05844495988155158,0.7062912134498726,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fr_specent_precond_Z,EEG_Frontal,-0.1565223372280992,0.3102807131209219,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fr_specent_precond_Z,EEG_Frontal,-0.152326648326219,0.32358956988201415,0.6602478104573404,44
Low Stress - High Cog,LS–HW,stress,eeg_fr_specent_precond_Z,EEG_Frontal,-0.035409752929641526,0.8194974851080731,0.8907581359870359,44
Low Stress - High Cog,LS–HW,workload,eeg_fr_specent_precond_Z,EEG_Frontal,0.3053299629704633,0.04385889972885752,0.4650751271828136,44
Low Stress - Low Cog,LS–LW,stress,eeg_fr_specent_precond_Z,EEG_Frontal,0.026454439623619475,0.864650844915005,0.9006779634531302,44
Low Stress - Low Cog,LS–LW,workload,eeg_fr_specent_precond_Z,EEG_Frontal,-0.1519871109359982,0.324682040638937,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_fr_theta_power_precond_Z,EEG_Frontal,0.13569827602531895,0.3797918098878812,0.9663943513828417,44
High Stress - High Cog,HS–HW,workload,eeg_fr_theta_power_precond_Z,EEG_Frontal,-0.11322795485824405,0.46428721095681147,0.8851864904741213,44
High Stress - Low Cog,HS–LW,stress,eeg_fr_theta_power_precond_Z,EEG_Frontal,0.0554617962050251,0.7206603668305408,0.967520927103651,44
High Stress - Low Cog,HS–LW,workload,eeg_fr_theta_power_precond_Z,EEG_Frontal,0.07377318705822504,0.6341330619672836,0.7549203118658138,44
Low Stress - High Cog,LS–HW,stress,eeg_fr_theta_power_precond_Z,EEG_Frontal,0.3429565849878908,0.022665123595034097,0.12099719401433527,44
Low Stress - High Cog,LS–HW,workload,eeg_fr_theta_power_precond_Z,EEG_Frontal,0.3057596017551309,0.04354786839221116,0.4650751271828136,44
Low Stress - Low Cog,LS–LW,stress,eeg_fr_theta_power_precond_Z,EEG_Frontal,0.04461083786395885,0.7736995866543452,0.9006779634531302,44
Low Stress - Low Cog,LS–LW,workload,eeg_fr_theta_power_precond_Z,EEG_Frontal,0.09466993774403278,0.5410231698299655,0.8144855724999366,44
High Stress - High Cog,HS–HW,stress,eeg_t_alpha_power_precond_Z,EEG_Temporal,0.16342081539141345,0.289167240807953,0.5067236936755231,44
High Stress - High Cog,HS–HW,workload,eeg_t_alpha_power_precond_Z,EEG_Temporal,-0.06738015424940783,0.6638695459867527,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_t_alpha_power_precond_Z,EEG_Temporal,0.02572969927037247,0.8683257540375551,0.9611467555027432,44
High Stress - Low Cog,HS–LW,workload,eeg_t_alpha_power_precond_Z,EEG_Temporal,0.06506880715386966,0.6747504373093935,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_t_alpha_power_precond_Z,EEG_Temporal,0.10268118735308876,0.5071650401971252,0.6600227046196493,44
Low Stress - High Cog,LS–HW,workload,eeg_t_alpha_power_precond_Z,EEG_Temporal,0.0804140591969583,0.6038358827166945,0.9206231974116,44
Low Stress - Low Cog,LS–LW,stress,eeg_t_alpha_power_precond_Z,EEG_Temporal,-0.0038298652538215866,0.9803156584212579,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_t_alpha_power_precond_Z,EEG_Temporal,0.18361531387089047,0.23283846005500275,0.6726444401588968,44
High Stress - High Cog,HS–HW,stress,eeg_t_beta_power_precond_Z,EEG_Temporal,0.1652689846824864,0.2836731476519088,0.5067236936755231,44
High Stress - High Cog,HS–HW,workload,eeg_t_beta_power_precond_Z,EEG_Temporal,-0.0026366147314985677,0.9864479057979616,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_t_beta_power_precond_Z,EEG_Temporal,0.1557361519726156,0.31274761119045275,0.9556049250152459,44
High Stress - Low Cog,HS–LW,workload,eeg_t_beta_power_precond_Z,EEG_Temporal,0.030608024417774216,0.8436461020141102,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_t_beta_power_precond_Z,EEG_Temporal,0.1703783903488363,0.2688409736595612,0.6354423013771447,44
Low Stress - High Cog,LS–HW,workload,eeg_t_beta_power_precond_Z,EEG_Temporal,-0.017257157850816524,0.9114706048623507,0.9206231974116,44
Low Stress - Low Cog,LS–LW,stress,eeg_t_beta_power_precond_Z,EEG_Temporal,0.0182273216709657,0.9065150803388342,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_t_beta_power_precond_Z,EEG_Temporal,0.2148857317047093,0.16127943135840167,0.6726444401588968,44
High Stress - High Cog,HS–HW,stress,eeg_t_halpha_power_precond_Z,EEG_Temporal,0.1937023583913013,0.20772022059517115,0.5067236936755231,44
High Stress - High Cog,HS–HW,workload,eeg_t_halpha_power_precond_Z,EEG_Temporal,-0.13197721517112274,0.39311618344465415,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_t_halpha_power_precond_Z,EEG_Temporal,0.08254945182577833,0.5942287273597652,0.9556049250152459,44
High Stress - Low Cog,HS–LW,workload,eeg_t_halpha_power_precond_Z,EEG_Temporal,0.18514644140821465,0.22889781290537145,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_t_halpha_power_precond_Z,EEG_Temporal,0.12751768740393954,0.4094390753386379,0.6600227046196493,44
Low Stress - High Cog,LS–HW,workload,eeg_t_halpha_power_precond_Z,EEG_Temporal,0.06308529488203052,0.6841406582190482,0.9206231974116,44
Low Stress - Low Cog,LS–LW,stress,eeg_t_halpha_power_precond_Z,EEG_Temporal,-0.008439888244532756,0.9566378948322212,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_t_halpha_power_precond_Z,EEG_Temporal,0.19413419584244967,0.2066889473977035,0.6726444401588968,44
High Stress - High Cog,HS–HW,stress,eeg_t_hbeta_power_precond_Z,EEG_Temporal,0.10847332069912873,0.4833723811080468,0.6283840954404609,44
High Stress - High Cog,HS–HW,workload,eeg_t_hbeta_power_precond_Z,EEG_Temporal,0.02534079714162512,0.8702988790683879,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_t_hbeta_power_precond_Z,EEG_Temporal,0.07375847124173442,0.6342008841545212,0.9556049250152459,44
High Stress - Low Cog,HS–LW,workload,eeg_t_hbeta_power_precond_Z,EEG_Temporal,0.12343096093880977,0.42473281694294973,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_t_hbeta_power_precond_Z,EEG_Temporal,0.13099479741105866,0.3966790206857401,0.6600227046196493,44
Low Stress - High Cog,LS–HW,workload,eeg_t_hbeta_power_precond_Z,EEG_Temporal,0.10103672086100461,0.5140264711669604,0.9206231974116,44
Low Stress - Low Cog,LS–LW,stress,eeg_t_hbeta_power_precond_Z,EEG_Temporal,0.2244726579323208,0.14295206521039416,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_t_hbeta_power_precond_Z,EEG_Temporal,0.12522478537570472,0.41798056069681233,0.8257655835538912,44
High Stress - High Cog,HS–HW,stress,eeg_t_lalpha_power_precond_Z,EEG_Temporal,0.1363380269337673,0.3775282683315371,0.5166176303484191,44
High Stress - High Cog,HS–HW,workload,eeg_t_lalpha_power_precond_Z,EEG_Temporal,-0.017284474350935053,0.9113310279148439,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_t_lalpha_power_precond_Z,EEG_Temporal,-0.06732604642414129,0.6641234954372675,0.9556049250152459,44
High Stress - Low Cog,HS–LW,workload,eeg_t_lalpha_power_precond_Z,EEG_Temporal,-0.03053667704150901,0.844006046597939,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_t_lalpha_power_precond_Z,EEG_Temporal,0.2116069804332486,0.16792374485819345,0.6265409794788699,44
Low Stress - High Cog,LS–HW,workload,eeg_t_lalpha_power_precond_Z,EEG_Temporal,0.2615068069343649,0.0864033817187043,0.8408310118282476,44
Low Stress - Low Cog,LS–LW,stress,eeg_t_lalpha_power_precond_Z,EEG_Temporal,0.04758962195026453,0.7590260835802356,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_t_lalpha_power_precond_Z,EEG_Temporal,0.001001798283005638,0.9948505927295365,0.9948505927295365,44
High Stress - High Cog,HS–HW,stress,eeg_t_lbeta_power_precond_Z,EEG_Temporal,0.16455815033976604,0.28577814190815093,0.5067236936755231,44
High Stress - High Cog,HS–HW,workload,eeg_t_lbeta_power_precond_Z,EEG_Temporal,-0.03134641958559408,0.8399227898397856,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_t_lbeta_power_precond_Z,EEG_Temporal,0.13114999489203746,0.3961149357818461,0.9556049250152459,44
High Stress - Low Cog,HS–LW,workload,eeg_t_lbeta_power_precond_Z,EEG_Temporal,-0.025899097584270492,0.8674665449385903,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_t_lbeta_power_precond_Z,EEG_Temporal,0.08671486589182756,0.5756852399495214,0.6600227046196493,44
Low Stress - High Cog,LS–HW,workload,eeg_t_lbeta_power_precond_Z,EEG_Temporal,0.03530198680685704,0.8200377386646901,0.9206231974116,44
Low Stress - Low Cog,LS–LW,stress,eeg_t_lbeta_power_precond_Z,EEG_Temporal,-0.023830272690445426,0.8779699190997801,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_t_lbeta_power_precond_Z,EEG_Temporal,0.11019781113062016,0.476403221281091,0.8257655835538912,44
High Stress - High Cog,HS–HW,stress,eeg_t_specent_precond_Z,EEG_Temporal,-0.0027011705023374123,0.9861161236128357,0.9861161236128357,44
High Stress - High Cog,HS–HW,workload,eeg_t_specent_precond_Z,EEG_Temporal,-0.018749260312878702,0.9038504950267104,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_t_specent_precond_Z,EEG_Temporal,0.03595010759165931,0.8167898266293373,0.9611467555027432,44
High Stress - Low Cog,HS–LW,workload,eeg_t_specent_precond_Z,EEG_Temporal,-0.1371296571817297,0.37473847373465474,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_t_specent_precond_Z,EEG_Temporal,-0.05712395011695677,0.7126420903794651,0.7720289312444205,44
Low Stress - High Cog,LS–HW,workload,eeg_t_specent_precond_Z,EEG_Temporal,0.2146761794055931,0.16169827150543223,0.8408310118282476,44
Low Stress - Low Cog,LS–LW,stress,eeg_t_specent_precond_Z,EEG_Temporal,-0.14851366373152597,0.33599058596635145,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_t_specent_precond_Z,EEG_Temporal,-0.030340176571027888,0.844997545514477,0.9154140076406834,44
High Stress - High Cog,HS–HW,stress,eeg_t_theta_power_precond_Z,EEG_Temporal,0.22831999088178337,0.13604746047635324,0.5067236936755231,44
High Stress - High Cog,HS–HW,workload,eeg_t_theta_power_precond_Z,EEG_Temporal,0.002783093327692932,0.9856950873815843,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_t_theta_power_precond_Z,EEG_Temporal,-0.0798335391250168,0.6064592269585185,0.9556049250152459,44
High Stress - Low Cog,HS–LW,workload,eeg_t_theta_power_precond_Z,EEG_Temporal,0.019335138967871358,0.9008607291972726,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_t_theta_power_precond_Z,EEG_Temporal,0.22792810903809335,0.13673918001964727,0.6265409794788699,44
Low Stress - High Cog,LS–HW,workload,eeg_t_theta_power_precond_Z,EEG_Temporal,0.24367679737065817,0.1109431361162966,0.8408310118282476,44
Low Stress - Low Cog,LS–LW,stress,eeg_t_theta_power_precond_Z,EEG_Temporal,0.02914952998741985,0.8510102996413098,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_t_theta_power_precond_Z,EEG_Temporal,-0.05552824768659821,0.7203392276150434,0.9081224019625432,44
High Stress - High Cog,HS–HW,stress,eeg_ta_ratio_precond_Z,EEG_Temporal,0.24239451086764674,0.11289364029131123,0.5067236936755231,44
High Stress - High Cog,HS–HW,workload,eeg_ta_ratio_precond_Z,EEG_Temporal,0.26629808788135534,0.08058981024587013,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_ta_ratio_precond_Z,EEG_Temporal,-0.004073869051142307,0.9790618223614662,0.9790618223614662,44
High Stress - Low Cog,HS–LW,workload,eeg_ta_ratio_precond_Z,EEG_Temporal,-0.08754323067741017,0.5720292002874366,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_ta_ratio_precond_Z,EEG_Temporal,0.20287872470109244,0.18657225485134657,0.6265409794788699,44
Low Stress - High Cog,LS–HW,workload,eeg_ta_ratio_precond_Z,EEG_Temporal,0.11091841290836014,0.4735068626341101,0.9206231974116,44
Low Stress - Low Cog,LS–LW,stress,eeg_ta_ratio_precond_Z,EEG_Temporal,0.2276642123105054,0.1372064614022389,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_ta_ratio_precond_Z,EEG_Temporal,-0.06447287521343427,0.6775666151575632,0.9081224019625432,44
High Stress - High Cog,HS–HW,stress,eeg_tb_ratio_precond_Z,EEG_Temporal,0.16860990609327214,0.2739155098002867,0.5067236936755231,44
High Stress - High Cog,HS–HW,workload,eeg_tb_ratio_precond_Z,EEG_Temporal,-0.025487275737819486,0.8695556165674021,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_tb_ratio_precond_Z,EEG_Temporal,-0.21462857474702365,0.1617935309577547,0.9556049250152459,44
High Stress - Low Cog,HS–LW,workload,eeg_tb_ratio_precond_Z,EEG_Temporal,0.09246619963970952,0.5505239184638329,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_tb_ratio_precond_Z,EEG_Temporal,0.1859189432377972,0.22692709998186048,0.6354423013771447,44
Low Stress - High Cog,LS–HW,workload,eeg_tb_ratio_precond_Z,EEG_Temporal,0.08456723411541209,0.5852131313789692,0.9206231974116,44
Low Stress - Low Cog,LS–LW,stress,eeg_tb_ratio_precond_Z,EEG_Temporal,-0.020709641742887096,0.8938519673895047,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_tb_ratio_precond_Z,EEG_Temporal,0.052737523898225364,0.7338662268618451,0.9081224019625432,44
High Stress - High Cog,HS–HW,stress,eeg_tleft_alpha_power_precond_Z,EEG_Temporal,0.19363127495702923,0.20789031943150157,0.5067236936755231,44
High Stress - High Cog,HS–HW,workload,eeg_tleft_alpha_power_precond_Z,EEG_Temporal,-0.1804616305114575,0.24110055134810304,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_tleft_alpha_power_precond_Z,EEG_Temporal,0.04431225985453036,0.775174783950652,0.9597402087008072,44
High Stress - Low Cog,HS–LW,workload,eeg_tleft_alpha_power_precond_Z,EEG_Temporal,0.12699832975207018,0.4113649603746927,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_tleft_alpha_power_precond_Z,EEG_Temporal,0.10991925308219384,0.4775253482607953,0.6600227046196493,44
Low Stress - High Cog,LS–HW,workload,eeg_tleft_alpha_power_precond_Z,EEG_Temporal,0.11650371710903934,0.45137731968886396,0.9206231974116,44
Low Stress - Low Cog,LS–LW,stress,eeg_tleft_alpha_power_precond_Z,EEG_Temporal,0.037163877648194656,0.8107154800851626,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_tleft_alpha_power_precond_Z,EEG_Temporal,0.15907125593725235,0.30236809222719546,0.7861570397907083,44
High Stress - High Cog,HS–HW,stress,eeg_tleft_beta_power_precond_Z,EEG_Temporal,0.07278943669456606,0.6386734605594011,0.7547959079338377,44
High Stress - High Cog,HS–HW,workload,eeg_tleft_beta_power_precond_Z,EEG_Temporal,-0.03178585537417718,0.8377085939721137,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_tleft_beta_power_precond_Z,EEG_Temporal,0.09427075927117023,0.5427382341778733,0.9556049250152459,44
High Stress - Low Cog,HS–LW,workload,eeg_tleft_beta_power_precond_Z,EEG_Temporal,0.02411541317764029,0.8765209954441986,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_tleft_beta_power_precond_Z,EEG_Temporal,0.26482805197078596,0.08233996711042844,0.6265409794788699,44
Low Stress - High Cog,LS–HW,workload,eeg_tleft_beta_power_precond_Z,EEG_Temporal,0.061509952671582546,0.6916323132207827,0.9206231974116,44
Low Stress - Low Cog,LS–LW,stress,eeg_tleft_beta_power_precond_Z,EEG_Temporal,0.0419866709307848,0.7866913245878253,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_tleft_beta_power_precond_Z,EEG_Temporal,0.18476022619432547,0.22988746769589266,0.6726444401588968,44
High Stress - High Cog,HS–HW,stress,eeg_tleft_halpha_power_precond_Z,EEG_Temporal,0.25362569348262864,0.09666984548215517,0.5067236936755231,44
High Stress - High Cog,HS–HW,workload,eeg_tleft_halpha_power_precond_Z,EEG_Temporal,-0.19467005434231088,0.20541424829048807,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_tleft_halpha_power_precond_Z,EEG_Temporal,0.15552173781202913,0.3134225560504597,0.9556049250152459,44
High Stress - Low Cog,HS–LW,workload,eeg_tleft_halpha_power_precond_Z,EEG_Temporal,0.16274336526093935,0.29119829638748057,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_tleft_halpha_power_precond_Z,EEG_Temporal,0.08486986874519292,0.5838662387019975,0.6600227046196493,44
Low Stress - High Cog,LS–HW,workload,eeg_tleft_halpha_power_precond_Z,EEG_Temporal,0.12130135020449456,0.4328281959022404,0.9206231974116,44
Low Stress - Low Cog,LS–LW,stress,eeg_tleft_halpha_power_precond_Z,EEG_Temporal,0.03546171531316284,0.8192370165669708,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_tleft_halpha_power_precond_Z,EEG_Temporal,0.20121834084370382,0.19028042161795147,0.6726444401588968,44
High Stress - High Cog,HS–HW,stress,eeg_tleft_hbeta_power_precond_Z,EEG_Temporal,0.08807237506305404,0.5696993695717693,0.7053420766126667,44
High Stress - High Cog,HS–HW,workload,eeg_tleft_hbeta_power_precond_Z,EEG_Temporal,-0.0054197080591914994,0.972147080787986,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_tleft_hbeta_power_precond_Z,EEG_Temporal,0.022013187153540892,0.88721238969484,0.9611467555027432,44
High Stress - Low Cog,HS–LW,workload,eeg_tleft_hbeta_power_precond_Z,EEG_Temporal,0.05251166893119306,0.7349645290686011,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_tleft_hbeta_power_precond_Z,EEG_Temporal,0.22792810903809335,0.13673918001964727,0.6265409794788699,44
Low Stress - High Cog,LS–HW,workload,eeg_tleft_hbeta_power_precond_Z,EEG_Temporal,0.08392277593841063,0.5880859546373962,0.9206231974116,44
Low Stress - Low Cog,LS–LW,stress,eeg_tleft_hbeta_power_precond_Z,EEG_Temporal,0.13418713074500818,0.3851703176811496,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_tleft_hbeta_power_precond_Z,EEG_Temporal,0.10032294234099315,0.5170190799646549,0.8401560049425643,44
High Stress - High Cog,HS–HW,stress,eeg_tleft_lalpha_power_precond_Z,EEG_Temporal,0.19860711535607187,0.19621743005015627,0.5067236936755231,44
High Stress - High Cog,HS–HW,workload,eeg_tleft_lalpha_power_precond_Z,EEG_Temporal,0.009667587348828081,0.9503376314881342,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_tleft_lalpha_power_precond_Z,EEG_Temporal,-0.09305574569451376,0.5479745333908226,0.9556049250152459,44
High Stress - Low Cog,HS–LW,workload,eeg_tleft_lalpha_power_precond_Z,EEG_Temporal,-0.011486927578698482,0.9410068163790255,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_tleft_lalpha_power_precond_Z,EEG_Temporal,0.2163613961572686,0.15835230240910858,0.6265409794788699,44
Low Stress - High Cog,LS–HW,workload,eeg_tleft_lalpha_power_precond_Z,EEG_Temporal,0.22878265283551366,0.13523416063764263,0.8408310118282476,44
Low Stress - Low Cog,LS–LW,stress,eeg_tleft_lalpha_power_precond_Z,EEG_Temporal,0.1005694246281298,0.5159846889651178,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_tleft_lalpha_power_precond_Z,EEG_Temporal,0.13982241749950117,0.365341212532711,0.7915726271542072,44
High Stress - High Cog,HS–HW,stress,eeg_tleft_lbeta_power_precond_Z,EEG_Temporal,0.1487776279313738,0.33512271825620277,0.5125406279212512,44
High Stress - High Cog,HS–HW,workload,eeg_tleft_lbeta_power_precond_Z,EEG_Temporal,-0.042771750088754536,0.7827983727140595,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_tleft_lbeta_power_precond_Z,EEG_Temporal,0.05053027051153704,0.7446219808058766,0.9597402087008072,44
High Stress - Low Cog,HS–LW,workload,eeg_tleft_lbeta_power_precond_Z,EEG_Temporal,-0.10202674805924739,0.5098900793617203,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_tleft_lbeta_power_precond_Z,EEG_Temporal,0.14355497029391745,0.3525522823663696,0.6600227046196493,44
Low Stress - High Cog,LS–HW,workload,eeg_tleft_lbeta_power_precond_Z,EEG_Temporal,0.08664382157463897,0.5759992930198461,0.9206231974116,44
Low Stress - Low Cog,LS–LW,stress,eeg_tleft_lbeta_power_precond_Z,EEG_Temporal,-0.03709295421756833,0.8110701200448597,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_tleft_lbeta_power_precond_Z,EEG_Temporal,0.2649040888347765,0.08224871891510366,0.6726444401588968,44
High Stress - High Cog,HS–HW,stress,eeg_tleft_specent_precond_Z,EEG_Temporal,0.04144164218059766,0.7893969760256568,0.8551800573611282,44
High Stress - High Cog,HS–HW,workload,eeg_tleft_specent_precond_Z,EEG_Temporal,-1.4647859619436486e-4,0.9992470710923145,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_tleft_specent_precond_Z,EEG_Temporal,0.08612302116888562,0.5783038797765364,0.9556049250152459,44
High Stress - Low Cog,HS–LW,workload,eeg_tleft_specent_precond_Z,EEG_Temporal,-0.08354777760655853,0.5897604835790358,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_tleft_specent_precond_Z,EEG_Temporal,0.0017030742892011957,0.9912460298879812,0.9912460298879812,44
Low Stress - High Cog,LS–HW,workload,eeg_tleft_specent_precond_Z,EEG_Temporal,0.10626399274112745,0.4923782422807683,0.9206231974116,44
Low Stress - Low Cog,LS–LW,stress,eeg_tleft_specent_precond_Z,EEG_Temporal,-0.2774524606101861,0.06824089790748865,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_tleft_specent_precond_Z,EEG_Temporal,-0.11170050855512863,0.4703739313711969,0.8257655835538912,44
High Stress - High Cog,HS–HW,stress,eeg_tleft_theta_power_precond_Z,EEG_Temporal,0.26770021346849193,0.07894776262193437,0.5067236936755231,44
High Stress - High Cog,HS–HW,workload,eeg_tleft_theta_power_precond_Z,EEG_Temporal,0.003076050520081662,0.9841894880223032,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_tleft_theta_power_precond_Z,EEG_Temporal,-0.06932724525628138,0.6547560230800027,0.9556049250152459,44
High Stress - Low Cog,HS–LW,workload,eeg_tleft_theta_power_precond_Z,EEG_Temporal,0.029466466397530887,0.8494089436038137,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_tleft_theta_power_precond_Z,EEG_Temporal,0.22821195475296024,0.13623789701976735,0.6265409794788699,44
Low Stress - High Cog,LS–HW,workload,eeg_tleft_theta_power_precond_Z,EEG_Temporal,0.17844330856528953,0.2464913715702075,0.8940433876132683,44
Low Stress - Low Cog,LS–LW,stress,eeg_tleft_theta_power_precond_Z,EEG_Temporal,0.022553650939171565,0.8844617595412511,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_tleft_theta_power_precond_Z,EEG_Temporal,-0.041073729603231156,0.7912247677955674,0.9081224019625432,44
High Stress - High Cog,HS–HW,stress,eeg_tright_alpha_power_precond_Z,EEG_Temporal,0.14074519985863357,0.3621537853457635,0.5166176303484191,44
High Stress - High Cog,HS–HW,workload,eeg_tright_alpha_power_precond_Z,EEG_Temporal,-0.0404280925496447,0.7944349666165252,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_tright_alpha_power_precond_Z,EEG_Temporal,0.06010743635106457,0.6983266759726796,0.9556049250152459,44
High Stress - Low Cog,HS–LW,workload,eeg_tright_alpha_power_precond_Z,EEG_Temporal,0.1155827495496369,0.454986966949695,0.970667198702746,44
Low Stress - High Cog,LS–HW,stress,eeg_tright_alpha_power_precond_Z,EEG_Temporal,0.11112559737037801,0.47267584457293343,0.6600227046196493,44
Low Stress - High Cog,LS–HW,workload,eeg_tright_alpha_power_precond_Z,EEG_Temporal,0.053203602834675005,0.7316014085125702,0.9206231974116,44
Low Stress - Low Cog,LS–LW,stress,eeg_tright_alpha_power_precond_Z,EEG_Temporal,-0.08184563894277984,0.5973877446070156,0.9803156584212579,44
Low Stress - Low Cog,LS–LW,workload,eeg_tright_alpha_power_precond_Z,EEG_Temporal,0.24064625898199712,0.11559475115373823,0.6726444401588968,44
High Stress - High Cog,HS–HW,stress,eeg_tright_beta_power_precond_Z,EEG_Temporal,0.1610039786261642,0.2964553683881745,0.5067236936755231,44
High Stress - High Cog,HS–HW,workload,eeg_tright_beta_power_precond_Z,EEG_Temporal,-0.045701322012641835,0.7683185098122642,0.9992470710923145,44
High Stress - Low Cog,HS–LW,stress,eeg_tright_beta_power_precond_Z,EEG_Temporal,0.24164475898091475,0.11404610163615883,0.9556049250152459,44
High Stress - Low Cog,HS–LW,workload,eeg_tright_beta_power_precond_Z,EEG_Temporal,0.12714102450460057,0.4108353033098795,0.970667198702746,44
