stress_level,workload_level,mean_val,se_val
Low,Low,0.7105893717422717,0.1234114568739461
Low,High,1.0733548506002961,0.18563408761146583
High,Low,1.2289561868767225,0.1677841115682446
High,High,1.2384267542228502,0.21514447944517662
