domain,target,k,n_participants,n_rows,auc,acc,f1,auc_ci_lo,auc_ci_hi,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,perm_P,perm_p_value
eeg,stress_label,7,44,176,0.3580836776859504,0.3693181818181818,0.39344262295081966,0.2745060692148761,0.44615831611570245,0.29545454545454547,0.4431818181818182,0.3157894736842105,0.46808510638297873,1000,1
eeg,workload_label,7,44,176,0.593879132231405,0.5454545454545454,0.550561797752809,0.483984375,0.6913771952479338,0.4602272727272727,0.6251420454545447,0.46058516196447236,0.6353335524153794,1000,0.001998001998001998
