Participant_ID,Condition,FrontalLeft_Delta_Power,FrontalLeft_Theta_Power,FrontalLeft_LowAlpha_Power,FrontalLeft_HighAlpha_Power,FrontalLeft_LowBeta_Power,FrontalLeft_HighBeta_Power,FrontalLeft_Alpha_Power,FrontalLeft_Beta_Power,FrontalRight_Delta_Power,FrontalRight_Theta_Power,FrontalRight_LowAlpha_Power,FrontalRight_HighAlpha_Power,FrontalRight_LowBeta_Power,FrontalRight_HighBeta_Power,FrontalRight_Alpha_Power,FrontalRight_Beta_Power,OverallFrontal_Delta_Power,OverallFrontal_Theta_Power,OverallFrontal_LowAlpha_Power,OverallFrontal_HighAlpha_Power,OverallFrontal_LowBeta_Power,OverallFrontal_HighBeta_Power,OverallFrontal_Alpha_Power,OverallFrontal_Beta_Power,TemporalLeft_Delta_Power,TemporalLeft_Theta_Power,TemporalLeft_LowAlpha_Power,TemporalLeft_HighAlpha_Power,TemporalLeft_LowBeta_Power,TemporalLeft_HighBeta_Power,TemporalLeft_Alpha_Power,TemporalLeft_Beta_Power,TemporalRight_Delta_Power,TemporalRight_Theta_Power,TemporalRight_LowAlpha_Power,TemporalRight_HighAlpha_Power,TemporalRight_LowBeta_Power,TemporalRight_HighBeta_Power,TemporalRight_Alpha_Power,TemporalRight_Beta_Power,Temporal_Delta_Power,Temporal_Theta_Power,Temporal_LowAlpha_Power,Temporal_HighAlpha_Power,Temporal_LowBeta_Power,Temporal_HighBeta_Power,Temporal_Alpha_Power,Temporal_Beta_Power,Central_Delta_Power,Central_Theta_Power,Central_LowAlpha_Power,Central_HighAlpha_Power,Central_LowBeta_Power,Central_HighBeta_Power,Central_Alpha_Power,Central_Beta_Power,ParietalLeft_Delta_Power,ParietalLeft_Theta_Power,ParietalLeft_LowAlpha_Power,ParietalLeft_HighAlpha_Power,ParietalLeft_LowBeta_Power,ParietalLeft_HighBeta_Power,ParietalLeft_Alpha_Power,ParietalLeft_Beta_Power,ParietalRight_Delta_Power,ParietalRight_Theta_Power,ParietalRight_LowAlpha_Power,ParietalRight_HighAlpha_Power,ParietalRight_LowBeta_Power,ParietalRight_HighBeta_Power,ParietalRight_Alpha_Power,ParietalRight_Beta_Power,Parietal_Delta_Power,Parietal_Theta_Power,Parietal_LowAlpha_Power,Parietal_HighAlpha_Power,Parietal_LowBeta_Power,Parietal_HighBeta_Power,Parietal_Alpha_Power,Parietal_Beta_Power,Occipital_Delta_Power,Occipital_Theta_Power,Occipital_LowAlpha_Power,Occipital_HighAlpha_Power,Occipital_LowBeta_Power,Occipital_HighBeta_Power,Occipital_Alpha_Power,Occipital_Beta_Power,FrontalMidline_Delta_Power,FrontalMidline_Theta_Power,FrontalMidline_LowAlpha_Power,FrontalMidline_HighAlpha_Power,FrontalMidline_LowBeta_Power,FrontalMidline_HighBeta_Power,FrontalMidline_Alpha_Power,FrontalMidline_Beta_Power,Frontal_Alpha_Asymmetry,Alpha_Beta_Ratio,Theta_Beta_Ratio,RightFrontal_Alpha,Theta_Alpha_Ratio,FrontalLeft_SampleEntropy,FrontalLeft_SpectralEntropy,FrontalRight_SampleEntropy,FrontalRight_SpectralEntropy,OverallFrontal_SampleEntropy,OverallFrontal_SpectralEntropy,TemporalLeft_SampleEntropy,TemporalLeft_SpectralEntropy,TemporalRight_SampleEntropy,TemporalRight_SpectralEntropy,Temporal_SampleEntropy,Temporal_SpectralEntropy,Central_SampleEntropy,Central_SpectralEntropy,ParietalLeft_SampleEntropy,ParietalLeft_SpectralEntropy,ParietalRight_SampleEntropy,ParietalRight_SpectralEntropy,Parietal_SampleEntropy,Parietal_SpectralEntropy,Occipital_SampleEntropy,Occipital_SpectralEntropy,FrontalMidline_SampleEntropy,FrontalMidline_SpectralEntropy,Full_Response_Count,Full_Response_Rate_per_min,Full_Mean_Response_Latency_sec,Full_Response_Accuracy,Full_Response_Correct,Full_Response_Incorrect,Full_Response_Usable,Full_RMSSD,Full_Polar_HeartRate_BPM_CLEANED_ABS_Median,Full_Polar_HeartRate_BPM_CLEANED_ABS_Mean,Full_Polar_HeartRate_BPM_CLEANED_ABS_SD,Full_Polar_HeartRate_RR_Interval_CLEANED_ABS_Median,Full_Polar_HeartRate_RR_Interval_CLEANED_ABS_Mean,Full_Polar_HeartRate_RR_Interval_CLEANED_ABS_SD,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_Median,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_Mean,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_SD,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_Tonic_Mean,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_Tonic_SD,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakRate,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakHeight_Mean,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakHeight_Max,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakHeight_Median,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakArea,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_TotalSCRs,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_MeaningfulSCRs,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_ProportionMeaningful,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_LowVar_Flag,Full_Foveal_Corrected_Dilation_Left_CLEANED_ABS_Median,Full_Foveal_Corrected_Dilation_Left_CLEANED_ABS_Mean,Full_Foveal_Corrected_Dilation_Left_CLEANED_ABS_SD,Full_Foveal_Corrected_Dilation_Right_CLEANED_ABS_Median,Full_Foveal_Corrected_Dilation_Right_CLEANED_ABS_Mean,Full_Foveal_Corrected_Dilation_Right_CLEANED_ABS_SD,Full_Inter_Blink_Interval_CLEANED_ABS_Median,Full_Inter_Blink_Interval_CLEANED_ABS_Mean,Full_Inter_Blink_Interval_CLEANED_ABS_SD,Full_Current_Blink_Duration_CLEANED_ABS_Median,Full_Current_Blink_Duration_CLEANED_ABS_Mean,Full_Current_Blink_Duration_CLEANED_ABS_SD,Full_Full_Pupil_Dilation_Mean,Full_Full_Pupil_Dilation_Median,Full_Full_Pupil_Dilation_SD,Full_Full_Pupil_Dilation_Asymmetry,Stress,Calm,Happy,Sad,Pleasure,Arousal,NASA_Mental,NASA_Performance,NASA_Effort,IMI_Interest_Score,IMI_Effort_Score,IMI_Pressure_Score,IMI_Competence_Score,MPS_Phys_Presence_Score,MPS_Social_Presence_Score
44,Forest2,-3.9378,-5.0787,-6.0532,-5.7836,-5.5886,-5.6222,-5.5419,-5.2931,-4.0366,-5.1894,-6.0902,-5.8091,-5.5748,-5.4791,-5.5641,-5.2107,-4.0221,-5.1675,-6.106,-5.8242,-5.6107,-5.5721,-5.5836,-5.2779,-4.6323,-5.6851,-6.4403,-5.9069,-5.7641,-5.7579,-5.7459,-5.4473,-4.7637,-5.8354,-6.6086,-6.1252,-6.056,-6.0069,-5.9587,-5.7171,-4.6965,-5.7577,-6.5208,-6.0081,-5.8934,-5.8712,-5.8449,-5.5685,-4.6566,-5.7708,-6.496,-6.0548,-5.8106,-5.7828,-5.869,-5.4848,-4.2878,-5.4464,-6.2385,-5.8014,-5.5947,-5.6394,-5.6156,-5.3025,-4.0467,-5.4045,-6.3306,-5.9921,-5.8594,-5.7556,-5.7779,-5.493,-4.1887,-5.456,-6.2987,-5.9062,-5.7241,-5.6988,-5.7064,-5.3984,-4.5941,-5.6523,-6.3881,-5.8897,-5.7594,-5.7475,-5.7201,-5.4392,-4.8349,-5.9341,-6.7563,-6.2462,-6.06,-5.9749,-6.0846,-5.6995,-0.022191,-0.30564,-0.23459,-5.5641,0.15054,,3.6729,,3.8832,,3.8704,,4.2987,,4.1059,,4.1972,,4.2857,,4.1973,,3.6446,,3.9556,,4.2405,,4.7324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,HighStress_LowCog_Task,-3.8824,-4.9796,-5.9837,-5.8029,-5.6313,-5.547,-5.5105,-5.2748,-3.8262,-4.956,-5.9732,-5.8182,-5.5908,-5.457,-5.5223,-5.2063,-3.8893,-5.0028,-6.0127,-5.8419,-5.6396,-5.5279,-5.5491,-5.2678,-4.5441,-5.5959,-6.4422,-6.0554,-5.7125,-5.6598,-5.8456,-5.3732,-4.6223,-5.6914,-6.5382,-6.2092,-5.9713,-5.8597,-5.9779,-5.6,-4.5835,-5.6435,-6.4901,-6.1295,-5.8296,-5.7536,-5.9102,-5.4778,-4.7228,-5.7314,-6.6258,-6.3527,-6.0323,-5.9521,-6.1024,-5.6767,-4.2925,-5.3652,-6.2581,-5.9849,-5.6682,-5.6413,-5.7365,-5.3419,-4.3787,-5.4473,-6.3647,-6.1163,-5.8593,-5.7337,-5.8545,-5.4799,-4.3705,-5.4354,-6.3353,-6.0759,-5.785,-5.7153,-5.8206,-5.4363,-4.4524,-5.5131,-6.4352,-6.123,-5.8286,-5.7994,-5.8878,-5.5009,-4.5976,-5.6737,-6.6453,-6.3675,-6.0894,-5.9552,-6.1192,-5.7052,-0.011837,-0.2813,0.031523,-5.5223,0.44555,,3.5976,,3.8111,,3.7708,,4.1643,,4.1779,,4.1714,,4.1364,,3.9246,,3.9045,,3.9573,,3.9429,,4.3911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-2.0,0.0,-2.0,0.0,1.0,4.0,6.0,3.0,13.0,23.0,20.0,32.0,2.6,2.2
44,Forest3,-3.8068,-4.9569,-5.9302,-5.6674,-5.2601,-5.1088,-5.4209,-4.865,-3.8086,-5.1094,-6.0186,-5.697,-5.4351,-5.2648,-5.4745,-5.0287,-3.8444,-5.0612,-6.0043,-5.7071,-5.3607,-5.2023,-5.4746,-4.9613,-4.4502,-5.5482,-6.3199,-5.6727,-5.5075,-5.4786,-5.5467,-5.18,-4.4612,-5.5655,-6.4117,-5.9451,-5.7585,-5.7328,-5.7664,-5.4319,-4.4559,-5.5573,-6.3658,-5.7949,-5.6216,-5.5939,-5.6485,-5.2944,-4.5613,-5.6248,-6.431,-5.9502,-5.4113,-5.2385,-5.772,-5.0041,-4.1351,-5.2045,-6.0717,-5.5816,-5.2595,-5.1881,-5.4114,-4.9075,-3.9775,-5.2812,-6.1749,-5.8303,-5.5803,-5.4341,-5.6099,-5.1884,-4.0916,-5.2747,-6.1494,-5.718,-5.4176,-5.3147,-5.5287,-5.0489,-4.3585,-5.5002,-6.3067,-5.7549,-5.4517,-5.3378,-5.6005,-5.0787,-4.5972,-5.712,-6.5507,-6.0584,-5.6464,-5.5001,-5.8914,-5.2522,-0.053579,-0.51333,-0.45973,-5.4745,0.17944,,3.9872,,3.8313,,4.0173,,4.3275,,4.0725,,4.1933,,4.7704,,4.524,,3.8768,,4.2978,,4.3874,,5.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,HighStress_HighCog_Task,-4.0618,-5.1406,-6.1327,-5.9077,-5.5805,-5.4221,-5.642,-5.1821,-4.0372,-5.0797,-6.0824,-5.9156,-5.5564,-5.3699,-5.6279,-5.1395,-4.0854,-5.1442,-6.1396,-5.9406,-5.5966,-5.4221,-5.6656,-5.1878,-4.6765,-5.6565,-6.448,-6.0975,-5.7506,-5.6713,-5.8794,-5.3976,-4.9092,-5.8112,-6.5072,-6.069,-5.7833,-5.6213,-5.8772,-5.3826,-4.7835,-5.7311,-6.4782,-6.0823,-5.7675,-5.6443,-5.8782,-5.3896,-4.8058,-5.7766,-6.6365,-6.3474,-5.9358,-5.7563,-6.1086,-5.5218,-4.3918,-5.4166,-6.2557,-5.9842,-5.6762,-5.5906,-5.7384,-5.3192,-4.6077,-5.5901,-6.4495,-6.1779,-5.8397,-5.6565,-5.9298,-5.4248,-4.5156,-5.5227,-6.3706,-6.1003,-5.7814,-5.6537,-5.8531,-5.4,-4.666,-5.6211,-6.4836,-6.1549,-5.8284,-5.7242,-5.9305,-5.4602,-4.8033,-5.8131,-6.712,-6.3884,-6.028,-5.8152,-6.1636,-5.5969,0.01409,-0.47779,-0.21615,-5.6279,0.35051,,4.1421,,4.2654,,4.2917,,4.4958,,5.0259,,4.7748,,4.6583,,4.3837,,4.5067,,4.4356,,4.5671,,5.1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-5.0,-2.0,0.0,-3.0,1.0,6.0,6.0,6.0,17.0,25.0,19.0,26.0,2.0,2.2
44,Forest4,-3.8751,-4.9505,-5.9778,-5.6542,-5.3327,-5.1103,-5.4235,-4.8962,-3.6292,-4.6234,-5.7185,-5.4811,-5.2252,-5.1048,-5.2198,-4.8501,-3.7721,-4.7934,-5.8623,-5.5857,-5.2998,-5.1264,-5.3392,-4.8937,-4.4505,-5.4576,-6.1792,-5.5454,-5.3927,-5.3107,-5.4106,-5.037,-4.6496,-5.4887,-6.3473,-5.8441,-5.695,-5.6393,-5.6778,-5.3526,-4.544,-5.4737,-6.2596,-5.6772,-5.5258,-5.453,-5.5308,-5.1748,-4.5343,-5.4787,-6.364,-5.8655,-5.453,-5.2318,-5.6963,-5.0158,-4.3266,-5.3112,-6.1177,-5.5293,-5.2613,-5.1212,-5.3837,-4.8744,-4.2373,-5.3912,-6.2651,-5.8431,-5.5836,-5.358,-5.6524,-5.1441,-4.3096,-5.3703,-6.2059,-5.6828,-5.4202,-5.2461,-5.5212,-5.0129,-4.3403,-5.2412,-6.1419,-5.5992,-5.424,-5.2941,-5.4437,-5.0416,-4.5473,-5.5381,-6.4495,-5.9718,-5.6328,-5.3583,-5.7987,-5.1657,0.20368,-0.4455,-0.37234,-5.2198,0.26061,,3.9773,,4.1775,,4.1527,,4.6867,,4.5998,,4.6409,,4.809,,4.9225,,4.1306,,4.5731,,4.7006,,4.8554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,LowStress_HighCog_Task,-4.1404,-5.1835,-6.1482,-5.8729,-5.6728,-5.5962,-5.6251,-5.3193,-3.9534,-5.0073,-5.9872,-5.7784,-5.6271,-5.5706,-5.5094,-5.2849,-4.0737,-5.1229,-6.0934,-5.8503,-5.6751,-5.6083,-5.5929,-5.3271,-4.8002,-5.6819,-6.4578,-5.9321,-5.6864,-5.6974,-5.7704,-5.3789,-4.8141,-5.7347,-6.4361,-5.8884,-5.7362,-5.6465,-5.7287,-5.3755,-4.8075,-5.7089,-6.4462,-5.9085,-5.7119,-5.6699,-5.748,-5.3771,-4.9478,-5.81,-6.6514,-6.2073,-5.9968,-5.903,-6.0215,-5.6331,-4.5943,-5.5447,-6.3167,-5.8592,-5.6732,-5.6594,-5.6783,-5.3519,-4.4967,-5.593,-6.4065,-6.0314,-5.8466,-5.7686,-5.8197,-5.4928,-4.5108,-5.5751,-6.3801,-5.9679,-5.7857,-5.7419,-5.7709,-5.4495,-4.6986,-5.6471,-6.458,-5.9516,-5.7802,-5.7628,-5.7832,-5.4572,-4.8283,-5.8572,-6.6793,-6.2521,-6.042,-5.9597,-6.0553,-5.6849,0.11566,-0.26572,-0.17228,-5.5094,0.19804,,4.0409,,3.8918,,4.0208,,4.6544,,4.5723,,4.6112,,4.658,,4.4029,,4.0638,,4.1676,,4.4957,,4.5291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-3.0,-1.0,1.0,-2.0,1.0,5.0,6.0,6.0,14.0,24.0,20.0,26.0,2.0,1.8
44,Post_Exposure_Room_Fixation_Cross,-4.0283,-5.0528,-5.8496,-5.7036,-5.2716,-4.9898,-5.4122,-4.8007,-3.8376,-4.7494,-5.7478,-5.5672,-5.0072,-4.7726,-5.2701,-4.5654,-3.9597,-4.9093,-5.8136,-5.655,-5.1384,-4.8929,-5.3567,-4.6902,-4.597,-5.4857,-6.2595,-5.8162,-5.4282,-5.1968,-5.6348,-4.9893,-4.7646,-5.6157,-6.3724,-6.0457,-5.7105,-5.496,-5.8243,-5.2782,-4.6771,-5.5493,-6.3152,-5.9219,-5.5541,-5.3288,-5.7242,-5.1175,-4.6837,-5.4293,-6.1434,-5.8703,-5.3082,-4.903,-5.6383,-4.7517,-4.5755,-5.3435,-5.9726,-5.7227,-5.2084,-4.9593,-5.4715,-4.7593,-4.2803,-5.3849,-6.1632,-5.923,-5.3396,-4.9788,-5.6587,-4.812,-4.4281,-5.3832,-6.0867,-5.8333,-5.2931,-4.9754,-5.5797,-4.7971,-4.6185,-5.3808,-6.1146,-5.8364,-5.4348,-5.0051,-5.6007,-4.8601,-4.736,-5.5387,-6.0308,-6.0042,-5.3695,-5.2452,-5.632,-4.9955,0.14211,-0.66649,-0.5432,-5.2701,0.093273,,4.4405,,5.3187,,4.9818,,5.1456,,5.1473,,5.1465,,5.753,,5.7083,,5.1238,,5.4424,,5.6064,,5.9354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Post_Exposure_Blank_Fixation_Cross,-4.2672,-5.324,-6.2513,-6.0341,-5.5787,-5.3412,-5.774,-5.1334,-4.1475,-5.2242,-6.0284,-5.6432,-5.0574,-4.664,-5.4488,-4.5054,-4.2407,-5.3047,-6.1573,-5.8256,-5.2691,-4.908,-5.6119,-4.7401,-4.7429,-5.7338,-6.4373,-6.0334,-5.5214,-5.2442,-5.8451,-5.049,-4.9875,-5.8342,-6.5393,-6.1108,-5.7535,-5.5123,-5.9263,-5.3025,-4.8545,-5.7838,-6.488,-6.0724,-5.6281,-5.3647,-5.886,-5.164,-4.9741,-5.8323,-6.5213,-6.118,-5.5367,-5.1389,-5.9266,-4.9817,-4.7894,-5.6055,-6.3198,-5.9701,-5.5163,-5.2067,-5.763,-5.0225,-4.4166,-5.5425,-6.3599,-5.9725,-5.3633,-5.0368,-5.7699,-4.8574,-4.5949,-5.5963,-6.3484,-5.9709,-5.4357,-5.0978,-5.7694,-4.9224,-4.8557,-5.6748,-6.3876,-5.9605,-5.4941,-5.1974,-5.7762,-5.0084,-5.0353,-5.9038,-6.6887,-6.2893,-5.617,-5.2772,-6.0985,-5.1023,0.32525,-0.87182,-0.80153,-5.4488,0.19471,,4.2533,,5.6443,,5.065,,5.3102,,5.4378,,5.3774,,5.8542,,5.6932,,5.2648,,5.5397,,5.8045,,6.1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Pre_Exposure_Blank_Fixation_Cross,-3.6387,-4.9708,-5.8207,-5.7101,-5.5759,-5.4551,-5.3848,-5.1979,-3.7112,-5.0605,-6.0999,-5.8566,-5.6389,-5.5058,-5.6014,-5.2553,-3.7126,-5.051,-5.9708,-5.7997,-5.6354,-5.5104,-5.5067,-5.2558,-4.6906,-5.746,-6.3633,-5.9065,-5.848,-5.8024,-5.7223,-5.515,-4.627,-5.7613,-6.3046,-5.8557,-5.8987,-5.9656,-5.6609,-5.621,-4.656,-5.754,-6.3314,-5.879,-5.8739,-5.8807,-5.6889,-5.5675,-4.6131,-5.7456,-6.2939,-5.999,-5.8972,-5.8984,-5.7486,-5.5869,-4.5875,-5.6745,-6.1428,-5.8419,-5.7002,-5.6283,-5.5946,-5.3511,-4.0237,-5.4675,-6.2215,-5.8614,-5.7418,-5.6431,-5.6442,-5.3782,-4.2536,-5.5953,-6.2198,-5.8906,-5.7575,-5.6718,-5.6576,-5.401,-4.5372,-5.668,-6.2437,-5.8958,-5.7664,-5.7755,-5.6662,-5.4599,-4.6345,-5.8628,-6.5355,-6.0979,-6.0889,-6.0089,-5.9033,-5.7368,-0.21664,-0.25093,-0.12604,-5.6014,0.040457,,4.1111,,4.2849,,4.2127,,4.6774,,4.3469,,4.5035,,4.4108,,4.6823,,4.4459,,4.4927,,4.3619,,4.3494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Pre_Exposure_Room_Fixation_Cross,-3.8244,-5.1518,-5.8109,-5.6798,-5.5793,-5.5629,-5.3433,-5.2546,-3.7232,-5.0768,-5.9929,-5.8955,-5.5445,-5.471,-5.5677,-5.1916,-3.8096,-5.1494,-5.9219,-5.7988,-5.5922,-5.5491,-5.4679,-5.2548,-4.6956,-5.7181,-6.1764,-6.0021,-5.8761,-5.9878,-5.6931,-5.6171,-4.6593,-5.7257,-6.1312,-5.8654,-5.8769,-6.0387,-5.5926,-5.6391,-4.6761,-5.7221,-6.152,-5.9248,-5.8766,-6.0138,-5.6374,-5.6285,-4.6044,-5.7258,-6.1522,-5.9379,-5.9096,-6.0135,-5.641,-5.6448,-4.5186,-5.5873,-5.9751,-5.8174,-5.7374,-5.7905,-5.4963,-5.4497,-4.4642,-5.5739,-6.1508,-5.939,-5.7634,-5.7828,-5.6459,-5.4598,-4.5281,-5.6223,-6.0961,-5.9138,-5.7917,-5.8279,-5.6053,-5.4961,-4.5764,-5.6737,-6.1156,-5.857,-5.7916,-5.9066,-5.5806,-5.5316,-4.705,-5.9019,-6.3853,-6.1349,-6.0894,-6.1936,-5.8572,-5.8269,-0.2245,-0.21309,-0.075027,-5.5677,-0.04471,,3.7503,,3.6985,,3.7899,,4.1756,,4.0717,,4.1209,,3.9924,,4.0637,,3.9657,,3.993,,4.0388,,4.4017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Forest1,-3.8912,-5.0908,-5.835,-5.774,-5.6425,-5.6418,-5.4231,-5.3284,-3.7876,-5.0049,-5.9494,-5.8256,-5.7292,-5.7812,-5.5136,-5.4421,-3.8752,-5.0833,-5.9211,-5.82,-5.7097,-5.7365,-5.4928,-5.4099,-4.7296,-5.6989,-6.3073,-5.9775,-5.8536,-6.0193,-5.7494,-5.6178,-4.729,-5.7451,-6.1724,-5.8605,-5.8432,-6.051,-5.6229,-5.6241,-4.7293,-5.7226,-6.2312,-5.912,-5.8481,-6.0357,-5.6783,-5.6211,-4.6653,-5.704,-6.1354,-5.9774,-5.8912,-6.0518,-5.6701,-5.6525,-4.4916,-5.5448,-5.9649,-5.8531,-5.7427,-5.8681,-5.5281,-5.4892,-4.4457,-5.5581,-6.1559,-5.9353,-5.8494,-5.9743,-5.6589,-5.5955,-4.5104,-5.5933,-6.0922,-5.9326,-5.8314,-5.9556,-5.6297,-5.5773,-4.6515,-5.6572,-6.0999,-5.8754,-5.7669,-5.9212,-5.5986,-5.5253,-4.7767,-5.8869,-6.4892,-6.0887,-6.0829,-6.2308,-5.885,-5.8403,-0.090441,-0.082924,-0.046606,-5.5136,-0.0019836,,3.618,,3.395,,3.5922,,4.0389,,4.0884,,4.0649,,3.957,,3.8916,,3.8277,,3.8561,,4.0685,,4.3923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,LowStress_LowCog_Task,-3.8072,-4.8192,-5.8616,-5.7355,-5.5311,-5.4734,-5.4212,-5.1864,-3.7537,-4.767,-5.8161,-5.755,-5.609,-5.5798,-5.4142,-5.2811,-3.8191,-4.8299,-5.8737,-5.7778,-5.5994,-5.5573,-5.4517,-5.2638,-4.71,-5.5719,-6.3916,-6.1655,-5.9718,-6.1154,-5.8971,-5.7251,-4.7438,-5.5766,-6.4149,-6.1527,-5.9468,-6.087,-5.9009,-5.6999,-4.7274,-5.5744,-6.4037,-6.1587,-5.9585,-6.1002,-5.8991,-5.7116,-4.6361,-5.542,-6.4131,-6.1795,-6.0065,-6.1019,-5.9137,-5.738,-4.4348,-5.4221,-6.2802,-6.0453,-5.8255,-5.8909,-5.7764,-5.5433,-4.2725,-5.3267,-6.2637,-6.061,-5.8745,-5.9189,-5.7833,-5.5829,-4.3916,-5.4125,-6.3142,-6.0916,-5.8894,-5.9434,-5.8201,-5.602,-4.6621,-5.5008,-6.3488,-6.085,-5.8823,-5.9932,-5.8313,-5.6206,-4.7746,-5.6368,-6.557,-6.3419,-6.1111,-6.1738,-6.0722,-5.8299,0.0070186,-0.18785,0.19304,-5.4142,0.43537,,3.6115,,3.5002,,3.6173,,4.0812,,4.2285,,4.1587,,3.9941,,3.97,,3.7317,,3.8749,,4.2682,,4.1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,-1.0,-3.0,2.0,0.0,1.0,2.0,5.0,7.0,18.0,26.0,22.0,23.0,2.6,3.0
45,Forest2,-3.728,-4.873,-5.7777,-5.7158,-5.4659,-5.283,-5.3728,-5.0502,-3.7648,-4.8667,-5.8727,-5.8119,-5.6011,-5.418,-5.4767,-5.1869,-3.7852,-4.9077,-5.8567,-5.7908,-5.5565,-5.3739,-5.4535,-5.1417,-4.6434,-5.597,-6.2569,-6.0296,-5.7776,-5.7285,-5.7642,-5.4386,-4.6526,-5.623,-6.218,-6.0048,-5.8246,-5.9295,-5.7304,-5.5615,-4.6482,-5.6105,-6.236,-6.0164,-5.8017,-5.8227,-5.7461,-5.4989,-4.5519,-5.5546,-6.1629,-6.0092,-5.8219,-5.8235,-5.7056,-5.5094,-4.341,-5.3899,-5.9975,-5.8789,-5.6003,-5.476,-5.5614,-5.2198,-4.1663,-5.2615,-6.0751,-5.8029,-5.6598,-5.5365,-5.5586,-5.2807,-4.2875,-5.3631,-6.0771,-5.879,-5.6649,-5.5422,-5.6007,-5.2857,-4.5009,-5.5005,-6.1198,-5.9284,-5.6902,-5.6931,-5.6411,-5.3777,-4.7094,-5.7285,-6.4806,-6.256,-5.9835,-5.8103,-5.9889,-5.577,-0.10387,-0.31173,-0.15149,-5.4767,0.26046,,3.982,,3.9603,,4.069,,4.5652,,4.3448,,4.4492,,4.299,,4.4617,,3.9737,,4.2374,,4.5405,,4.9814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
