Participant_ID,Condition,FrontalLeft_Delta_Power,FrontalLeft_Theta_Power,FrontalLeft_LowAlpha_Power,FrontalLeft_HighAlpha_Power,FrontalLeft_LowBeta_Power,FrontalLeft_HighBeta_Power,FrontalLeft_Alpha_Power,FrontalLeft_Beta_Power,FrontalRight_Delta_Power,FrontalRight_Theta_Power,FrontalRight_LowAlpha_Power,FrontalRight_HighAlpha_Power,FrontalRight_LowBeta_Power,FrontalRight_HighBeta_Power,FrontalRight_Alpha_Power,FrontalRight_Beta_Power,OverallFrontal_Delta_Power,OverallFrontal_Theta_Power,OverallFrontal_LowAlpha_Power,OverallFrontal_HighAlpha_Power,OverallFrontal_LowBeta_Power,OverallFrontal_HighBeta_Power,OverallFrontal_Alpha_Power,OverallFrontal_Beta_Power,TemporalLeft_Delta_Power,TemporalLeft_Theta_Power,TemporalLeft_LowAlpha_Power,TemporalLeft_HighAlpha_Power,TemporalLeft_LowBeta_Power,TemporalLeft_HighBeta_Power,TemporalLeft_Alpha_Power,TemporalLeft_Beta_Power,TemporalRight_Delta_Power,TemporalRight_Theta_Power,TemporalRight_LowAlpha_Power,TemporalRight_HighAlpha_Power,TemporalRight_LowBeta_Power,TemporalRight_HighBeta_Power,TemporalRight_Alpha_Power,TemporalRight_Beta_Power,Temporal_Delta_Power,Temporal_Theta_Power,Temporal_LowAlpha_Power,Temporal_HighAlpha_Power,Temporal_LowBeta_Power,Temporal_HighBeta_Power,Temporal_Alpha_Power,Temporal_Beta_Power,Central_Delta_Power,Central_Theta_Power,Central_LowAlpha_Power,Central_HighAlpha_Power,Central_LowBeta_Power,Central_HighBeta_Power,Central_Alpha_Power,Central_Beta_Power,ParietalLeft_Delta_Power,ParietalLeft_Theta_Power,ParietalLeft_LowAlpha_Power,ParietalLeft_HighAlpha_Power,ParietalLeft_LowBeta_Power,ParietalLeft_HighBeta_Power,ParietalLeft_Alpha_Power,ParietalLeft_Beta_Power,ParietalRight_Delta_Power,ParietalRight_Theta_Power,ParietalRight_LowAlpha_Power,ParietalRight_HighAlpha_Power,ParietalRight_LowBeta_Power,ParietalRight_HighBeta_Power,ParietalRight_Alpha_Power,ParietalRight_Beta_Power,Parietal_Delta_Power,Parietal_Theta_Power,Parietal_LowAlpha_Power,Parietal_HighAlpha_Power,Parietal_LowBeta_Power,Parietal_HighBeta_Power,Parietal_Alpha_Power,Parietal_Beta_Power,Occipital_Delta_Power,Occipital_Theta_Power,Occipital_LowAlpha_Power,Occipital_HighAlpha_Power,Occipital_LowBeta_Power,Occipital_HighBeta_Power,Occipital_Alpha_Power,Occipital_Beta_Power,FrontalMidline_Delta_Power,FrontalMidline_Theta_Power,FrontalMidline_LowAlpha_Power,FrontalMidline_HighAlpha_Power,FrontalMidline_LowBeta_Power,FrontalMidline_HighBeta_Power,FrontalMidline_Alpha_Power,FrontalMidline_Beta_Power,Frontal_Alpha_Asymmetry,Alpha_Beta_Ratio,Theta_Beta_Ratio,RightFrontal_Alpha,Theta_Alpha_Ratio,FrontalLeft_SampleEntropy,FrontalLeft_SpectralEntropy,FrontalRight_SampleEntropy,FrontalRight_SpectralEntropy,OverallFrontal_SampleEntropy,OverallFrontal_SpectralEntropy,TemporalLeft_SampleEntropy,TemporalLeft_SpectralEntropy,TemporalRight_SampleEntropy,TemporalRight_SpectralEntropy,Temporal_SampleEntropy,Temporal_SpectralEntropy,Central_SampleEntropy,Central_SpectralEntropy,ParietalLeft_SampleEntropy,ParietalLeft_SpectralEntropy,ParietalRight_SampleEntropy,ParietalRight_SpectralEntropy,Parietal_SampleEntropy,Parietal_SpectralEntropy,Occipital_SampleEntropy,Occipital_SpectralEntropy,FrontalMidline_SampleEntropy,FrontalMidline_SpectralEntropy,Full_Response_Count,Full_Response_Rate_per_min,Full_Mean_Response_Latency_sec,Full_Response_Accuracy,Full_Response_Correct,Full_Response_Incorrect,Full_Response_Usable,Full_RMSSD,Full_Polar_HeartRate_BPM_CLEANED_ABS_Median,Full_Polar_HeartRate_BPM_CLEANED_ABS_Mean,Full_Polar_HeartRate_BPM_CLEANED_ABS_SD,Full_Polar_HeartRate_RR_Interval_CLEANED_ABS_Median,Full_Polar_HeartRate_RR_Interval_CLEANED_ABS_Mean,Full_Polar_HeartRate_RR_Interval_CLEANED_ABS_SD,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_Median,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_Mean,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_SD,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_Tonic_Mean,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_Tonic_SD,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakRate,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakHeight_Mean,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakHeight_Max,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakHeight_Median,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_PeakArea,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_TotalSCRs,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_MeaningfulSCRs,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_EDA_ProportionMeaningful,Full_Shimmer_D36A_GSR_Skin_Conductance_uS_CLEANED_ABS_CLEANED_NK_LowVar_Flag,Full_Foveal_Corrected_Dilation_Left_CLEANED_ABS_Median,Full_Foveal_Corrected_Dilation_Left_CLEANED_ABS_Mean,Full_Foveal_Corrected_Dilation_Left_CLEANED_ABS_SD,Full_Foveal_Corrected_Dilation_Right_CLEANED_ABS_Median,Full_Foveal_Corrected_Dilation_Right_CLEANED_ABS_Mean,Full_Foveal_Corrected_Dilation_Right_CLEANED_ABS_SD,Full_Inter_Blink_Interval_CLEANED_ABS_Median,Full_Inter_Blink_Interval_CLEANED_ABS_Mean,Full_Inter_Blink_Interval_CLEANED_ABS_SD,Full_Current_Blink_Duration_CLEANED_ABS_Median,Full_Current_Blink_Duration_CLEANED_ABS_Mean,Full_Current_Blink_Duration_CLEANED_ABS_SD,Full_Full_Pupil_Dilation_Mean,Full_Full_Pupil_Dilation_Median,Full_Full_Pupil_Dilation_SD,Full_Full_Pupil_Dilation_Asymmetry,Stress,Calm,Happy,Sad,Pleasure,Arousal,NASA_Mental,NASA_Performance,NASA_Effort,IMI_Interest_Score,IMI_Effort_Score,IMI_Pressure_Score,IMI_Competence_Score,MPS_Phys_Presence_Score,MPS_Social_Presence_Score
13,Forest2,-2.7243,-4.2605,-5.2976,-5.0971,-4.9389,-5.123,-4.8251,-4.7077,-3.8745,-5.0468,-5.9976,-5.7957,-5.5302,-5.5121,-5.5173,-5.2058,-2.9498,-4.4671,-5.4914,-5.2881,-5.1156,-5.274,-5.0163,-4.8738,-4.187,-5.2483,-6.0966,-5.795,-5.501,-5.7113,-5.5561,-5.2773,-4.3871,-5.4446,-6.2977,-5.9446,-5.6785,-5.8164,-5.724,-5.4265,-4.2808,-5.3406,-6.1908,-5.8673,-5.5854,-5.7634,-5.6364,-5.3494,-4.2466,-5.3609,-6.2088,-5.9541,-5.6387,-5.7278,-5.6997,-5.3662,-4.1159,-5.2385,-6.1176,-5.8584,-5.5656,-5.5156,-5.6077,-5.2265,-4.263,-5.3244,-6.2059,-5.9102,-5.6022,-5.5835,-5.6668,-5.2779,-4.185,-5.2916,-6.1678,-5.8927,-5.5959,-5.5747,-5.6445,-5.2711,-4.3395,-5.4073,-6.2527,-5.9331,-5.6048,-5.7333,-5.7012,-5.3483,-2.6631,-4.2646,-5.2906,-5.0735,-4.9313,-5.2612,-4.8088,-4.7528,-0.69222,-0.14258,0.48817,-5.5173,0.5442,,3.0445,,3.4864,,3.1748,,3.6223,,3.6312,,3.627,,3.5665,,3.667,,3.7956,,3.6897,,3.8335,,2.3293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,HighStress_LowCog_Task,-3.7699,-4.8724,-6.0162,-5.7101,-5.4582,-5.4217,-5.4853,-5.1233,-4.014,-5.1615,-6.1957,-5.9422,-5.5922,-5.5789,-5.688,-5.2691,-3.9104,-5.0283,-6.1287,-5.8367,-5.5469,-5.5217,-5.6031,-5.2178,-4.5816,-5.5682,-6.358,-5.9199,-5.5309,-5.721,-5.7313,-5.2992,-4.6341,-5.6431,-6.5098,-6.0102,-5.722,-5.8232,-5.8393,-5.4544,-4.6084,-5.606,-6.4313,-5.9651,-5.621,-5.7718,-5.7848,-5.374,-4.6957,-5.6562,-6.5159,-6.0913,-5.6724,-5.6089,-5.8998,-5.3235,-4.5442,-5.5208,-6.3561,-5.8235,-5.5468,-5.5386,-5.6658,-5.2276,-4.6046,-5.5928,-6.4457,-6.0256,-5.6176,-5.6109,-5.8333,-5.2977,-4.5391,-5.5339,-6.3857,-5.9229,-5.5913,-5.5836,-5.7448,-5.2718,-4.5347,-5.5477,-6.4104,-5.9784,-5.5789,-5.5892,-5.7884,-5.2674,-4.5905,-5.6917,-6.6708,-6.2065,-5.9402,-5.9558,-6.0297,-5.6303,-0.20269,-0.38538,-0.061435,-5.688,0.33798,,4.2355,,4.1853,,4.2397,,4.4299,,4.3657,,4.3961,,4.8455,,4.8421,,4.708,,4.752,,4.4764,,4.5128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-3.0,-5.0,-1.0,-1.0,2.0,4.0,0.0,5.0,19.0,21.0,17.0,32.0,3.0,2.6
13,Forest3,-2.1518,-3.6949,-4.7476,-4.5128,-4.45,-4.7481,-4.2419,-4.2602,-3.5498,-4.8841,-5.7596,-5.5128,-5.2985,-5.2615,-5.2594,-4.9664,-2.3841,-3.9195,-4.9633,-4.7275,-4.6554,-4.9174,-4.4578,-4.4533,-3.8319,-4.9755,-5.8009,-5.343,-5.2168,-5.4762,-5.1601,-5.0116,-4.0791,-5.3341,-6.1521,-5.7238,-5.501,-5.6216,-5.5374,-5.2431,-3.9445,-5.1278,-5.9508,-5.5025,-5.3433,-5.5467,-5.3185,-5.1181,-3.8762,-5.1408,-5.995,-5.703,-5.4699,-5.5277,-5.4636,-5.1837,-3.8139,-4.9527,-5.8112,-5.5491,-5.2906,-5.3959,-5.3048,-5.0261,-3.9878,-5.2065,-6.0539,-5.7058,-5.4314,-5.4048,-5.4874,-5.1046,-3.8723,-5.0437,-5.8907,-5.6106,-5.3547,-5.4114,-5.3704,-5.0684,-3.7137,-4.8651,-5.7148,-5.417,-5.2388,-5.4092,-5.1791,-5.0014,-2.0728,-3.6183,-4.6803,-4.4444,-4.4041,-4.7937,-4.1734,-4.2428,-1.0175,-0.0045152,0.62455,-5.2594,0.5551,,2.7629,,3.069,,2.8616,,3.3476,,3.2677,,3.3055,,3.1233,,3.2803,,3.3689,,3.3105,,3.3231,,2.3542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,HighStress_HighCog_Task,-1.8749,-3.1613,-4.2234,-4.0781,-4.0884,-4.4319,-3.7824,-3.9152,-3.4611,-4.6974,-5.7582,-5.562,-5.3409,-5.3726,-5.2875,-5.0409,-2.1114,-3.3978,-4.4594,-4.3122,-4.3165,-4.6464,-4.0173,-4.1388,-3.59,-4.7247,-5.6884,-5.4481,-5.236,-5.4674,-5.1875,-5.0222,-3.9176,-5.0874,-6.0281,-5.7654,-5.5212,-5.6575,-5.5168,-5.2697,-3.732,-4.8783,-5.8345,-5.5865,-5.3629,-5.5571,-5.33,-5.135,-3.7642,-4.9092,-5.9064,-5.6748,-5.4534,-5.5271,-5.4084,-5.1737,-3.7076,-4.548,-5.5864,-5.3517,-5.2018,-5.3153,-5.0761,-4.9415,-3.8933,-5.0165,-5.959,-5.7128,-5.4367,-5.4928,-5.4579,-5.1488,-3.7827,-4.729,-5.7123,-5.4918,-5.2974,-5.4027,-5.2153,-5.0328,-3.7786,-4.7433,-5.6492,-5.4265,-5.2491,-5.3934,-5.1486,-5.0006,-1.7936,-3.0849,-4.1449,-3.9963,-4.0151,-4.3889,-3.7019,-3.8515,-1.5051,0.12152,0.76661,-5.2875,0.61705,,3.2217,,3.3103,,3.2239,,3.3019,,3.263,,3.2814,,3.3088,,3.5559,,3.4403,,3.4973,,3.4616,,2.8314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,-5.0,-7.0,-1.0,-3.0,3.0,8.0,8.0,9.0,15.0,23.0,21.0,13.0,3.6,3.0
13,Forest4,-1.8646,-3.3612,-4.2814,-4.121,-4.1914,-4.4411,-3.8241,-3.9864,-3.2122,-4.6036,-5.4678,-5.2615,-5.0899,-5.0465,-4.9885,-4.7541,-2.0944,-3.588,-4.5042,-4.3396,-4.3985,-4.6157,-4.0449,-4.1814,-2.9093,-4.0216,-4.8979,-4.8208,-4.6503,-4.9279,-4.4915,-4.4563,-3.627,-4.8871,-5.6671,-5.4583,-5.2245,-5.2947,-5.1853,-4.9463,-3.15,-4.2849,-5.1472,-5.0463,-4.8621,-5.0829,-4.7279,-4.6474,-3.4665,-4.6604,-5.4772,-5.2911,-5.1213,-5.1796,-5.0095,-4.8372,-3.3214,-4.5063,-5.3995,-5.1875,-5.0384,-5.102,-4.9241,-4.7569,-3.5365,-4.7811,-5.5817,-5.3894,-5.1301,-5.1382,-5.1094,-4.822,-3.3682,-4.5459,-5.3869,-5.2044,-5.0159,-5.089,-4.9242,-4.739,-3.0113,-4.0505,-4.7983,-4.6208,-4.2774,-4.2906,-4.3413,-3.971,-1.7814,-3.2834,-4.1963,-4.0267,-4.1274,-4.4045,-3.7345,-3.9324,-1.1644,0.13649,0.64907,-4.9885,0.45115,,3.08,,3.2025,,3.1033,,3.1701,,3.222,,3.1974,,3.251,,3.3482,,3.2805,,3.3152,,3.4897,,2.7497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,LowStress_LowCog_Task,-3.2537,-4.4671,-5.3307,-5.3399,-5.0478,-5.1482,-4.9671,-4.7801,-3.8665,-5.064,-6.0363,-5.7904,-5.3684,-5.2282,-5.5372,-4.9762,-3.4439,-4.6626,-5.5276,-5.5044,-5.1781,-5.2127,-5.1489,-4.8798,-3.4044,-4.4641,-5.47,-5.1611,-5.0587,-5.2684,-4.9359,-4.8344,-4.2629,-5.3296,-6.152,-5.8299,-5.4823,-5.5413,-5.6072,-5.1947,-3.6668,-4.7274,-5.7042,-5.3928,-5.2313,-5.3908,-5.1681,-4.9873,-3.9903,-5.1136,-5.9493,-5.7564,-5.4128,-5.4322,-5.4803,-5.1047,-3.8352,-4.9345,-5.7689,-5.5287,-5.2535,-5.2162,-5.2745,-4.9171,-4.2818,-5.3252,-6.1414,-5.8152,-5.3587,-5.2758,-5.592,-4.9981,-3.9395,-5.0244,-5.8579,-5.6237,-5.2967,-5.2629,-5.3666,-4.9626,-3.5334,-4.6049,-5.385,-5.2482,-4.9503,-5.0318,-4.9483,-4.6748,-3.3177,-4.5972,-5.3392,-5.4618,-5.168,-5.5934,-5.0242,-5.0201,-0.57011,-0.26902,0.42291,-5.5372,0.42697,,3.6177,,3.8271,,3.6206,,3.8452,,3.9149,,3.8819,,3.8946,,4.1008,,4.2331,,4.0914,,4.0444,,2.6702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-2.0,-3.0,-1.0,1.0,0.0,2.0,0.0,2.0,22.0,18.0,12.0,40.0,3.0,2.2
13,Post_Exposure_Room_Fixation_Cross,-2.591,-3.9725,-4.9101,-4.6039,-4.6066,-4.8204,-4.3486,-4.3877,-3.5283,-4.6938,-5.687,-5.4477,-5.1138,-5.0341,-5.187,-4.7588,-2.8005,-4.1599,-5.104,-4.7985,-4.7602,-4.917,-4.5445,-4.5187,-3.1373,-4.2532,-5.1004,-4.9993,-4.8146,-5.0827,-4.6713,-4.6167,-4.0031,-4.9423,-5.8755,-5.5782,-5.2405,-5.3732,-5.3398,-4.9876,-3.4006,-4.4888,-5.3507,-5.2122,-4.9878,-5.2116,-4.903,-4.773,-3.8544,-4.8637,-5.7413,-5.4325,-5.1864,-5.2769,-5.1982,-4.9161,-3.9658,-5.0837,-5.9768,-5.62,-5.2807,-5.2728,-5.3981,-4.9625,-3.9615,-4.8821,-5.7945,-5.4391,-5.1271,-5.1658,-5.2237,-4.831,-3.9406,-4.9372,-5.8422,-5.5027,-5.1898,-5.2246,-5.2805,-4.8924,-3.8177,-4.7736,-5.5514,-5.2419,-4.8907,-4.9333,-5.001,-4.5992,-2.5216,-3.9087,-4.8438,-4.5013,-4.551,-4.9431,-4.2556,-4.3917,-0.83835,-0.025763,0.48306,-5.187,0.34693,,3.2065,,3.5404,,3.2955,,3.378,,3.7988,,3.5995,,3.6383,,3.6907,,4.0394,,3.8524,,4.0235,,2.5679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Post_Exposure_Blank_Fixation_Cross,-2.4366,-3.8752,-4.813,-4.5979,-4.6153,-4.7235,-4.329,-4.3547,-3.4467,-4.3782,-5.1198,-4.9879,-4.6763,-4.7168,-4.6736,-4.3827,-2.6683,-4.0329,-4.9225,-4.7242,-4.6444,-4.74,-4.446,-4.3773,-3.5109,-4.5294,-5.2795,-5.0154,-4.9184,-5.1182,-4.7642,-4.692,-3.8658,-4.5215,-5.2255,-5.0586,-4.7774,-4.9657,-4.759,-4.5467,-3.662,-4.5252,-5.2503,-5.0376,-4.8385,-5.0313,-4.7614,-4.6095,-3.7654,-4.4127,-5.1171,-4.9771,-4.688,-4.8412,-4.6666,-4.444,-4.1698,-5.0367,-5.7354,-5.477,-5.146,-5.111,-5.2194,-4.813,-3.7598,-4.4417,-5.1465,-5.0027,-4.6858,-4.8001,-4.6936,-4.4248,-3.8906,-4.5826,-5.2851,-5.1259,-4.8131,-4.9086,-4.8242,-4.5438,-4.0047,-4.6926,-5.4063,-5.1176,-4.7609,-4.8106,-4.8707,-4.4717,-2.4643,-3.8519,-4.7872,-4.5339,-4.641,-4.99,-4.2814,-4.47,-0.34462,-0.06866,0.61801,-4.6736,0.42945,,2.9394,,3.8366,,3.3054,,4.1807,,4.5285,,4.3638,,4.266,,4.3863,,4.3241,,4.3874,,4.7066,,2.5341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Forest1,-3.8763,-4.6549,-5.4277,-5.3995,-5.31,-5.2563,-5.0543,-4.9702,-3.9934,-4.8699,-5.7222,-5.657,-5.5966,-5.472,-5.3213,-5.2175,-3.9342,-4.7555,-5.5623,-5.5202,-5.4448,-5.3623,-5.1788,-5.0893,-3.139,-3.6864,-4.3613,-4.436,-4.3625,-4.273,-4.0411,-4.0044,-2.8095,-3.7757,-4.6679,-4.4079,-4.3547,-4.6389,-4.1638,-4.1621,-2.9355,-3.7311,-4.4959,-4.421,-4.3584,-4.4277,-4.1014,-4.0802,-3.5163,-4.0849,-4.8074,-4.8341,-4.7757,-4.6562,-4.4635,-4.4008,-3.1051,-3.8879,-4.6509,-4.58,-4.3824,-4.2544,-4.243,-4.0023,-4.411,-5.0725,-5.8096,-5.6941,-5.666,-5.5647,-5.3845,-5.3019,-3.4406,-4.2155,-4.9764,-4.9026,-4.7172,-4.5916,-4.5676,-4.3385,-4.2248,-4.9018,-5.685,-5.5323,-5.4623,-5.3917,-5.2411,-5.1144,-3.9665,-4.8196,-5.6925,-5.6353,-5.6123,-5.4867,-5.2997,-5.2322,-0.26698,-0.089456,0.41258,-5.3213,0.48003,,4.0967,,3.9536,,4.0164,,4.3825,,4.1921,,4.2823,,4.4906,,4.3912,,4.567,,4.4738,,4.6273,,3.9348,0.0,0.0,,,0.0,0.0,False,9.580669339993715,65.0,66.51201130475742,3.5084581435416995,944.0,932.4344798173914,74.16306950402797,0.990898900598459,0.9943817558406416,0.0176343809170098,0.9944247068292624,0.0166582987753771,,,,,,,,,True,-0.2162247,-0.2017102096575236,0.4014272384200971,-0.02943039,-0.0096011135180797,0.3771990623683616,15.26904,11.642636344703709,4.983421411327155,0.08767065,0.1170892277761582,0.0890476361388655,-0.1056556615878017,-0.122827545,0.3893131503942293,-0.1929196978955305,,,,,,,,,,,,,,,
16,LowStress_HighCog_Task,-3.5153,-4.5576,-5.3817,-5.1759,-4.933,-4.8454,-4.9015,-4.5746,-3.5602,-4.6648,-5.5673,-5.4606,-5.1931,-5.0798,-5.1456,-4.8214,-3.5431,-4.6096,-5.4688,-5.3076,-5.0587,-4.9654,-5.0157,-4.6976,-2.9397,-3.8459,-4.5383,-4.2625,-4.0706,-3.9746,-4.0118,-3.7093,-1.9223,-3.0519,-3.9919,-3.7655,-3.6345,-3.9551,-3.4966,-3.4547,-2.165,-3.272,-4.1717,-3.9348,-3.7895,-3.9642,-3.67,-3.5572,-3.1225,-4.0823,-4.8106,-4.6361,-4.3607,-4.3163,-4.3506,-4.0273,-2.6515,-3.5986,-4.2908,-4.149,-3.9088,-3.879,-3.8503,-3.5826,-4.0068,-4.9529,-5.7218,-5.5102,-5.297,-5.2167,-5.2412,-4.945,-2.9899,-3.9376,-4.6335,-4.4884,-4.2498,-4.2176,-4.1912,-3.9224,-3.836,-4.7832,-5.5152,-5.2793,-5.0603,-4.9364,-5.0226,-4.6832,-3.6024,-4.6255,-5.5099,-5.4431,-5.2291,-5.1907,-5.1115,-4.8977,-0.24415,-0.31816,0.27214,-5.1456,0.486,,3.9078,,3.7061,,3.803,,4.337,,3.9709,,4.1443,,4.055,,4.1423,,4.1936,,4.1448,,4.4102,,3.7661,15.0,4.247766740176158,0.0,0.8666666666666667,13.0,2.0,True,8.815915132185994,77.0,80.37602996254682,8.317529356341067,777.0,773.1177902621723,88.32934516805287,4.374187861484616,3.7497940614689194,1.2307557380536034,3.7486986906972746,1.2190028774111552,0.2328159645232816,0.00420939949048,0.5494493466977591,0.0,7.593756680826099,42.0,35.0,0.0194013303769401,False,0.64948655,0.6415379426626963,0.3070315676068924,0.8917999,0.8771969763324514,0.338781823746646,4.199466,4.039206049112229,0.9356348999889053,0.09860335,0.1223999896835422,0.0731942338930998,0.7593674594975739,0.7706432249999999,0.3229066956767692,-0.2354552372988736,3.0,-3.0,-2.0,2.0,-4.0,1.0,9.0,8.0,8.0,22.0,18.0,20.0,18.0,3.6,3.4
16,Forest2,-2.8269,-3.5534,-4.6512,-4.3692,-4.5805,-4.6752,-4.1356,-4.3125,-2.903,-3.6472,-4.9327,-4.4707,-4.7426,-4.8503,-4.2988,-4.4831,-2.8697,-3.6021,-4.7816,-4.4216,-4.6627,-4.7685,-4.2169,-4.4009,-1.999,-2.5944,-3.4923,-3.4378,-3.7191,-3.8542,-3.1073,-3.465,-2.0168,-2.7979,-3.8405,-3.7764,-3.8727,-4.2012,-3.4471,-3.6981,-2.0083,-2.6897,-3.6412,-3.5835,-3.7932,-4.0027,-3.2534,-3.5722,-2.1017,-2.7896,-3.9497,-3.621,-3.8916,-4.0488,-3.407,-3.6515,-1.3381,-2.1104,-3.4742,-2.9465,-3.2201,-3.4849,-2.7888,-3.024,-3.0132,-3.6937,-4.959,-4.5344,-4.83,-4.9737,-4.3497,-4.5859,-1.6899,-2.4596,-3.8196,-3.2958,-3.5699,-3.8308,-3.1371,-3.3724,-2.9591,-3.6317,-4.8915,-4.4512,-4.7116,-4.835,-4.2712,-4.459,-2.9345,-3.6448,-4.914,-4.4673,-4.7535,-4.9352,-4.2914,-4.5246,-0.16316,0.18399,0.87982,-4.2988,0.64655,,3.7681,,3.7215,,3.7463,,3.7751,,3.5961,,3.6809,,3.7387,,3.6827,,3.7145,,3.7051,,3.8077,,3.7607,0.0,0.0,,,0.0,0.0,False,14.277134843505152,70.0,71.04323671497585,5.4759299044049,885.0,890.3002739218492,110.6329871992528,2.5289821317973007,2.537621430425017,0.1036173335957882,2.5370608388335527,0.0843903911795598,0.1455767077267637,0.0013566500457318,0.2443736254241055,0.0,2.422976981677042,26.0,17.0,0.009518477043673,False,-0.09571457,-0.0947764209363643,0.3705745882418197,0.06993103,0.0756035869735131,0.3392790430670771,7.857559,7.517431740517839,4.588846394787393,0.1780252,0.2149491896832495,0.1355581429731193,-0.0095864169814255,-0.0128917699999999,0.3549268156544484,-0.1659985521844226,,,,,,,,,,,,,,,
16,HighStress_HighCog_Task,-3.6542,-4.6265,-5.489,-5.3073,-4.9592,-4.858,-5.0197,-4.594,-3.6576,-4.6762,-5.5843,-5.4412,-5.1452,-4.998,-5.139,-4.7541,-3.6498,-4.6487,-5.5359,-5.375,-5.0541,-4.9377,-5.0793,-4.6806,-3.3672,-4.203,-4.8884,-4.6712,-4.3654,-4.2207,-4.4053,-3.9772,-2.594,-3.5984,-4.585,-4.2618,-4.2256,-4.2974,-4.0324,-3.9461,-2.8114,-3.7895,-4.7031,-4.41,-4.2863,-4.2594,-4.1709,-3.9606,-3.4085,-4.232,-4.9463,-4.6679,-4.3221,-4.2778,-4.4213,-3.9895,-2.8629,-3.683,-4.4503,-4.181,-3.8262,-3.7677,-3.9333,-3.486,-4.2757,-5.0921,-5.855,-5.5376,-5.2556,-5.134,-5.3052,-4.8805,-3.2039,-4.025,-4.7916,-4.5205,-4.1693,-4.1083,-4.2733,-3.8277,-4.0601,-4.9317,-5.6283,-5.3392,-5.0392,-4.8815,-5.0977,-4.6423,-3.5968,-4.6305,-5.5536,-5.4344,-5.1833,-5.1149,-5.1191,-4.8366,-0.11926,-0.39873,0.20611,-5.139,0.48859,,4.3563,,4.1141,,4.2022,,5.1317,,4.9869,,5.0555,,4.8472,,4.7638,,4.9308,,4.8033,,4.9866,,3.8948,24.0,7.999807204646368,0.0,0.875,21.0,3.0,True,10.568605426463648,87.0,87.49297274275979,7.679963947883508,697.5,710.6991056218058,82.61340459639842,6.310996731341482,6.127720678308512,0.9577147541298406,6.1273287459806856,0.929331366595878,0.1444444444444444,0.0042868206302739,0.836177567937052,0.0,7.716277134493123,26.0,24.0,0.0133333333333333,False,0.8239441000000001,0.8222234519043502,0.3618908461942147,1.059082,1.0348323031814002,0.5408647838151488,2.040491,7.13631098086834,6.602294756841315,0.1611044,0.1901592590295549,0.0580475401257715,0.9285278775428752,0.94151305,0.4513778150046817,-0.210096966169269,3.0,-3.0,-3.0,1.0,-5.0,1.0,9.0,8.0,8.0,16.0,26.0,22.0,14.0,3.6,3.6
