 minimum eigenvalues =   2.985007344205502E-007  4.500954502578464E-007
  7.093563831096161E-007
 maximum eigenvalues =   0.102327545078450       3.415751456173394E-002
  2.460676685321090E-002
 num eigs kept =           83
 minimum eigenvalues =   2.985007344205502E-007  4.500954502578464E-007
  7.093563831096161E-007
 maximum eigenvalues =   0.102327545078450       3.415751456173394E-002
  2.460676685321090E-002
 num eigs kept =           83
 iter     1 lrate =  0.0500000000 LL =   3.5151467789 nd =  0.0517217330, D =   0.27943E-01  0.27943E-01  (  6.28 s,   0.3 h)
 iter     2 lrate =  0.0500000000 LL =   3.8798347811 nd =  0.0587391552, D =   0.25428E-01  0.25428E-01  (  5.44 s,   0.3 h)
 iter     3 lrate =  0.0500000000 LL =   4.0061389347 nd =  0.0831189648, D =   0.48632E-01  0.48632E-01  (  6.57 s,   0.4 h)
 iter     4 lrate =  0.0500000000 LL =   4.0344465502 nd =  0.1306992357, D =   0.17035E+00  0.17035E+00  (  6.56 s,   0.4 h)
 iter     5 lrate =  0.0500000000 LL =   4.0599160424 nd =  0.0717052975, D =   0.41721E+00  0.41721E+00  (  7.49 s,   0.4 h)
 iter     6 lrate =  0.0500000000 LL =   4.0841998478 nd =  0.0651342453, D =   0.63930E+00  0.63930E+00  (  7.67 s,   0.4 h)
 iter     7 lrate =  0.0500000000 LL =   4.1029059153 nd =  0.0676239825, D =   0.93305E+00  0.93305E+00  (  6.59 s,   0.4 h)
 iter     8 lrate =  0.0500000000 LL =   4.1049689225 nd =  0.1205806137, D =   0.12659E+01  0.12659E+01  (  5.73 s,   0.3 h)
 iter     9 lrate =  0.0500000000 LL =   4.1012873192 nd =  0.0967545863, D =   0.16233E+01  0.16233E+01  (  6.07 s,   0.3 h)
 iter    10 lrate =  0.0500000000 LL =   4.1210500560 nd =  0.0758266751, D =   0.19066E+01  0.19066E+01  (  5.42 s,   0.3 h)
 iter    11 lrate =  0.0500000000 LL =   4.1291984496 nd =  0.0976770939, D =   0.22126E+01  0.22126E+01  ( 16.44 s,   0.9 h)
 iter    12 lrate =  0.0500000000 LL =   4.1235260901 nd =  0.1010235867, D =   0.25294E+01  0.25294E+01  (  6.32 s,   0.3 h)
 iter    13 lrate =  0.0500000000 LL =   4.1316410699 nd =  0.1191476837, D =   0.28030E+01  0.28030E+01  (  6.09 s,   0.3 h)
 iter    14 lrate =  0.0500000000 LL =   4.1245153442 nd =  0.1206601907, D =   0.30902E+01  0.30902E+01  (  5.22 s,   0.3 h)
 iter    15 lrate =  0.0250000000 LL =   4.1446525023 nd =  0.0645172676, D =   0.31667E+01  0.31667E+01  (  5.01 s,   0.3 h)
 iter    16 lrate =  0.0250000000 LL =   4.1500768536 nd =  0.1112267341, D =   0.32774E+01  0.32774E+01  (  5.55 s,   0.3 h)
 iter    17 lrate =  0.0250000000 LL =   4.1450011495 nd =  0.1138146447, D =   0.34015E+01  0.34015E+01  (  6.28 s,   0.3 h)
 iter    18 lrate =  0.0250000000 LL =   4.1545100052 nd =  0.0820391988, D =   0.35066E+01  0.35066E+01  (  5.92 s,   0.3 h)
 iter    19 lrate =  0.0250000000 LL =   4.1561796820 nd =  0.1099936029, D =   0.36198E+01  0.36198E+01  (  6.11 s,   0.3 h)
 iter    20 lrate =  0.0250000000 LL =   4.1505467761 nd =  0.1404119504, D =   0.37326E+01  0.37326E+01  (  6.02 s,   0.3 h)
 iter    21 lrate =  0.0250000000 LL =   4.1516388760 nd =  0.1204622479, D =   0.38362E+01  0.38362E+01  ( 13.74 s,   0.7 h)
 iter    22 lrate =  0.0250000000 LL =   4.1577612304 nd =  0.1031990225, D =   0.39226E+01  0.39226E+01  (  7.06 s,   0.3 h)
 iter    23 lrate =  0.0250000000 LL =   4.1580357742 nd =  0.1211631341, D =   0.40156E+01  0.40156E+01  (  5.59 s,   0.3 h)
 iter    24 lrate =  0.0250000000 LL =   4.1554857666 nd =  0.1380835576, D =   0.41062E+01  0.41062E+01  (  6.14 s,   0.3 h)
 iter    25 lrate =  0.0125000000 LL =   4.1677630706 nd =  0.0370315029, D =   0.41387E+01  0.41387E+01  (  5.74 s,   0.3 h)
 iter    26 lrate =  0.0125000000 LL =   4.1712216536 nd =  0.0593086386, D =   0.41802E+01  0.41802E+01  (  6.37 s,   0.3 h)
 iter    27 lrate =  0.0125000000 LL =   4.1697727105 nd =  0.1289722851, D =   0.42226E+01  0.42226E+01  (  5.42 s,   0.3 h)
 iter    28 lrate =  0.0125000000 LL =   4.1630868233 nd =  0.1479210679, D =   0.42677E+01  0.42677E+01  (  5.44 s,   0.3 h)
 iter    29 lrate =  0.0125000000 LL =   4.1683275892 nd =  0.1065500027, D =   0.43059E+01  0.43059E+01  (  5.17 s,   0.2 h)
 iter    30 lrate =  0.0125000000 LL =   4.1703698452 nd =  0.1105828407, D =   0.43448E+01  0.43448E+01  (  5.52 s,   0.3 h)
 iter    31 lrate =  0.0125000000 LL =   4.1689063733 nd =  0.1340514788, D =   0.43845E+01  0.43845E+01  ( 12.46 s,   0.6 h)
 iter    32 lrate =  0.0062500000 LL =   4.1747186690 nd =  0.0350803267, D =   0.44011E+01  0.44011E+01  (  5.58 s,   0.3 h)
 iter    33 lrate =  0.0062500000 LL =   4.1760239339 nd =  0.0514669727, D =   0.44198E+01  0.44198E+01  (  5.53 s,   0.3 h)
 iter    34 lrate =  0.0062500000 LL =   4.1759412325 nd =  0.0971537870, D =   0.44382E+01  0.44382E+01  (  5.78 s,   0.3 h)
 iter    35 lrate =  0.0062500000 LL =   4.1739072640 nd =  0.1614763121, D =   0.44572E+01  0.44572E+01  (  6.33 s,   0.3 h)
 iter    36 lrate =  0.0062500000 LL =   4.1717584853 nd =  0.1600120919, D =   0.44757E+01  0.44757E+01  (  6.21 s,   0.3 h)
 iter    37 lrate =  0.0031250000 LL =   4.1767075334 nd =  0.0569257244, D =   0.44835E+01  0.44835E+01  (  6.78 s,   0.3 h)
 iter    38 lrate =  0.0031250000 LL =   4.1776667564 nd =  0.0411004899, D =   0.44924E+01  0.44924E+01  (  5.61 s,   0.3 h)
 iter    39 lrate =  0.0031250000 LL =   4.1779962237 nd =  0.0504860061, D =   0.45012E+01  0.45012E+01  (  5.35 s,   0.2 h)
 iter    40 lrate =  0.0031250000 LL =   4.1780995360 nd =  0.0673965963, D =   0.45101E+01  0.45101E+01  (  5.40 s,   0.2 h)
