timestamp,test_pid,target,k,cost,gamma,inner_acc,inner_auc,inner_f1,feature_n,feature_set,features_used
2025-12-19 16:20:16.600475,1,"stress_label",10,2,0.0078125,0.558139534883721,0.447674418604651,0.524031007751938,10,"top10","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond;hrv_rmssd_precond;pupil_full_pupil_asymmetry_precond;eeg_tleft_lalpha_power_precond;pupil_full_pupil_mean_precond;eda_pkrate_precond"
2025-12-19 16:20:16.621475,1,"stress_label",10,4,0.0078125,0.517441860465116,0.511627906976744,0.488372093023256,10,"top10","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond;hrv_rmssd_precond;pupil_full_pupil_asymmetry_precond;eeg_tleft_lalpha_power_precond;pupil_full_pupil_mean_precond;eda_pkrate_precond"
2025-12-19 16:20:16.588152,1,"stress_label",10,8,0.0078125,0.523255813953488,0.534883720930233,0.490697674418605,10,"top10","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond;hrv_rmssd_precond;pupil_full_pupil_asymmetry_precond;eeg_tleft_lalpha_power_precond;pupil_full_pupil_mean_precond;eda_pkrate_precond"
2025-12-19 16:20:16.622829,1,"stress_label",10,16,0.0078125,0.546511627906977,0.552325581395349,0.506976744186047,10,"top10","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond;hrv_rmssd_precond;pupil_full_pupil_asymmetry_precond;eeg_tleft_lalpha_power_precond;pupil_full_pupil_mean_precond;eda_pkrate_precond"
2025-12-19 16:20:16.679232,1,"stress_label",10,32,0.0078125,0.540697674418605,0.505813953488372,0.504651162790698,10,"top10","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond;hrv_rmssd_precond;pupil_full_pupil_asymmetry_precond;eeg_tleft_lalpha_power_precond;pupil_full_pupil_mean_precond;eda_pkrate_precond"
2025-12-19 16:20:16.706835,1,"stress_label",10,64,0.0078125,0.540697674418605,0.558139534883721,0.513953488372093,10,"top10","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond;hrv_rmssd_precond;pupil_full_pupil_asymmetry_precond;eeg_tleft_lalpha_power_precond;pupil_full_pupil_mean_precond;eda_pkrate_precond"
2025-12-19 16:20:16.730561,1,"stress_label",10,128,0.0078125,0.488372093023256,0.430232558139535,0.47984496124031,10,"top10","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond;hrv_rmssd_precond;pupil_full_pupil_asymmetry_precond;eeg_tleft_lalpha_power_precond;pupil_full_pupil_mean_precond;eda_pkrate_precond"
2025-12-19 16:20:16.983734,1,"stress_label",10,256,0.0078125,0.482558139534884,0.488372093023256,NA,10,"top10","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond;hrv_rmssd_precond;pupil_full_pupil_asymmetry_precond;eeg_tleft_lalpha_power_precond;pupil_full_pupil_mean_precond;eda_pkrate_precond"
2025-12-19 16:20:16.626246,1,"stress_label",10,2,0.015625,0.529069767441861,0.447674418604651,0.487596899224806,10,"top10","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond;hrv_rmssd_precond;pupil_full_pupil_asymmetry_precond;eeg_tleft_lalpha_power_precond;pupil_full_pupil_mean_precond;eda_pkrate_precond"
2025-12-19 16:20:16.592718,1,"stress_label",10,4,0.015625,0.529069767441861,0.511627906976744,0.481395348837209,10,"top10","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond;hrv_rmssd_precond;pupil_full_pupil_asymmetry_precond;eeg_tleft_lalpha_power_precond;pupil_full_pupil_mean_precond;eda_pkrate_precond"
