"timestamp","fold","method","n_models","accuracy","f1","auc"
2026-01-07 12:10:05.9881,"Fold1","ensemble_soft_voting",4,0.578947368421053,0.6,0.577777777777778
2026-01-07 12:10:06.279015,"Fold2","ensemble_soft_voting",4,0.777777777777778,0.8,0.876543209876543
2026-01-07 12:10:06.60238,"Fold3","ensemble_soft_voting",4,0.789473684210526,0.777777777777778,0.927777777777778
2026-01-07 12:10:06.895216,"Fold4","ensemble_soft_voting",4,0.947368421052632,0.952380952380952,0.988888888888889
2026-01-07 12:10:07.196161,"Fold5","ensemble_soft_voting",4,0.789473684210526,0.714285714285714,0.822222222222222
