timestamp,test_pid,target,k,cost,gamma,inner_acc,inner_auc,inner_f1,feature_n,feature_set,features_used
2025-12-19 12:18:18.580801,1,"stress_label",5,2,0.0078125,0.558139534883721,0.546511627906977,0.531782945736434,5,"top5","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond"
2025-12-19 12:18:18.635957,1,"stress_label",5,4,0.0078125,0.546511627906977,0.569767441860465,0.541860465116279,5,"top5","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond"
2025-12-19 12:18:18.616749,1,"stress_label",5,8,0.0078125,0.546511627906977,0.558139534883721,0.551937984496124,5,"top5","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond"
2025-12-19 12:18:18.621558,1,"stress_label",5,16,0.0078125,0.540697674418605,0.523255813953488,0.547286821705426,5,"top5","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond"
2025-12-19 12:18:18.652974,1,"stress_label",5,32,0.0078125,0.552325581395349,0.517441860465116,0.555813953488372,5,"top5","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond"
2025-12-19 12:18:18.593284,1,"stress_label",5,64,0.0078125,0.523255813953488,0.529069767441861,0.516279069767442,5,"top5","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond"
2025-12-19 12:18:18.674511,1,"stress_label",5,128,0.0078125,0.488372093023256,0.511627906976744,0.458914728682171,5,"top5","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond"
2025-12-19 12:18:18.702265,1,"stress_label",5,256,0.0078125,0.465116279069767,0.488372093023256,0.402325581395349,5,"top5","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond"
2025-12-19 12:18:18.674389,1,"stress_label",5,2,0.015625,0.540697674418605,0.593023255813954,0.537984496124031,5,"top5","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond"
2025-12-19 12:18:18.672295,1,"stress_label",5,4,0.015625,0.546511627906977,0.546511627906977,0.551937984496124,5,"top5","eda_med_precond;hr_sd_precond;hr_med_precond;eeg_tleft_lbeta_power_precond;eeg_faa_precond"
