outcome,moderator,feature,feature_display,n_subjects,n_obs,beta_feature,beta_interaction,se_feature,se_interaction,t_feature,t_interaction,p_feature,p_interaction,slope_low,slope_high,se_slope_high,t_slope_high,p_slope_high,p_interaction_fdr,sig
workload,stress_level,hrv_rmssd_precond_Z,HRV RMSSD,44,176,0.023573489368310455,-0.0767472590097491,0.04728624684951223,0.07243208947061394,0.4985273930352885,-1.0595753839309834,0.6187984341427145,0.2909185886564751,0.023573489368310455,-0.05317376964143865,0.0538206936806276,-0.9879800129848232,0.323162436904147,0.7828134264582627,
workload,stress_level,eeg_f_beta_power_precond_Z,EEG Beta,44,176,0.07054206331142412,-0.1808775824418976,0.10424147783429294,0.1716505913423891,0.6767177977231006,-1.0537544964299224,0.49958233343149006,0.29355503492184853,0.07054206331142412,-0.11033551913047349,0.13175751120308019,-0.8374135039664752,0.40236017776343164,0.7828134264582627,
workload,stress_level,pupil_full_pupil_med_precond_Z,Pupil Dilation,44,173,0.1448800983596363,-0.14594121061395154,0.10915266509953835,0.1376421664101306,1.3273161789271701,-1.0602943445331454,0.18639273119023386,0.2906363130882344,0.1448800983596363,-0.0010611122543152385,0.08012265754084505,-0.013243597839653572,0.9894334466382053,0.7828134264582627,
workload,stress_level,eda_tonic_mean_precond_Z,EDA Tonic,44,176,0.07307618161997467,0.09070923358867143,0.06431670523706517,0.12637612757929859,1.1361928654557616,0.717771903018259,0.25762179844829464,0.4739654952344672,0.07307618161997467,0.1637854152086461,0.10793572104876285,1.5174347622568032,0.12915695283488834,0.9479309904689344,
workload,stress_level,eda_pkht_mean_precond_Z,EDA Peak Height,38,137,-0.04887062351080166,0.15427782212597582,0.13684948420531226,0.2885984434976286,-0.35711222292575207,0.534576071361395,0.7216373560964884,0.593872149643353,-0.04887062351080166,0.10540719861517417,0.2471616829598689,0.4264706298843616,0.6697649448143925,0.9501954394293648,
workload,stress_level,eeg_fm_theta_power_precond_Z,EEG FM Theta,44,176,0.058955720966902915,0.055906659680174935,0.10306778515016997,0.15782310603492775,0.5720091964817553,0.3542362147390653,0.5681436856847026,0.7236220384688218,0.058955720966902915,0.11486238064707785,0.11554547618787415,0.9940880806126446,0.3201799877166895,0.9648293846250957,
workload,stress_level,eeg_p_alpha_power_precond_Z,EEG Parietal Alpha,44,176,0.11840799725569977,0.030952400744157806,0.07304510827406675,0.17135956726566887,1.6210256929379927,0.18062837831616643,0.10702657989989472,0.8568924462816782,0.11840799725569977,0.14936039799985756,0.15223661502160934,0.9811069300158605,0.3265400133590446,0.9793056528933464,
workload,stress_level,hr_med_precond_Z,Heart Rate (Median BPM),44,176,0.026687071072370654,0.004475744277428307,0.17617535490049865,0.19889707351481822,0.15148016070376663,0.022502816146738606,0.8797991333682027,0.9820751691215077,0.026687071072370654,0.03116281534979896,0.08466890828479709,0.3680550036735795,0.7128322212959721,0.9820751691215077,
