domain,target,k,n_participants,n_rows,auc,acc,f1,auc_ci_lo,auc_ci_hi,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,perm_P,perm_p_value
eeg,stress_label,10,44,176,0.47042871900826444,0.4602272727272727,0.4632768361581921,0.36813662190082647,0.5746416580578513,0.375,0.539914772727272,0.3803561024094321,0.5454545454545454,1000,0.7632367632367633
eeg,workload_label,10,44,176,0.5963326446280992,0.5454545454545454,0.5652173913043478,0.4955965909090909,0.6886815599173552,0.45454545454545453,0.6306818181818182,0.48,0.6495457652218485,1000,9.99000999000999e-4
