domain,target,k,n_participants,n_rows,auc,acc,f1,auc_ci_lo,auc_ci_hi,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,perm_P,perm_p_value
peripheral,stress_label,5,44,176,0.4682334710743802,0.5,0.5111111111111111,0.37048037190082644,0.578125,0.42045454545454547,0.5852272727272727,0.42528735632183906,0.5946173701791677,1000,0.6913086913086913
peripheral,workload_label,5,44,176,0.5171745867768595,0.5397727272727273,0.5524861878453038,0.423021048553719,0.606927944214876,0.4659090909090909,0.6136363636363636,0.4718939687459641,0.627027027027027,1000,0.3206793206793207
